outcome_descr,brand_descr,stratum,model,model_descr,term,HR,HR_CI,VE,VE_CI,HR_ECI,VE_ECI
"Positive
SARS-CoV-2
test",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.38,(0.35-0.41),62.4,(59.4-65.1),0.38 (0.35-0.41),62.4 (59.4-65.1)
"Positive
SARS-CoV-2
test",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.34,(0.31-0.37),66.0,(63.1-68.7),0.34 (0.31-0.37),66.0 (63.1-68.7)
"Positive
SARS-CoV-2
test",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.29,(0.26-0.33),70.5,(67.2-73.5),0.29 (0.26-0.33),70.5 (67.2-73.5)
"Positive
SARS-CoV-2
test",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.28,(0.25-0.32),71.9,(68.2-75.1),0.28 (0.25-0.32),71.9 (68.2-75.1)
"Positive
SARS-CoV-2
test",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.27,(0.24-0.30),73.4,(70.2-76.2),0.27 (0.24-0.30),73.4 (70.2-76.2)
"Positive
SARS-CoV-2
test",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.22,(0.18-0.25),78.5,(74.8-81.7),0.22 (0.18-0.25),78.5 (74.8-81.7)
"Positive
SARS-CoV-2
test",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.32,(0.28-0.35),68.3,(64.6-71.6),0.32 (0.28-0.35),68.3 (64.6-71.6)
"Positive
SARS-CoV-2
test",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.44,(0.41-0.48),55.8,(52.3-59.1),0.44 (0.41-0.48),55.8 (52.3-59.1)
"Positive
SARS-CoV-2
test",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.40,(0.37-0.44),59.6,(56.2-62.8),0.40 (0.37-0.44),59.6 (56.2-62.8)
"Positive
SARS-CoV-2
test",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.37,(0.34-0.42),62.5,(58.3-66.4),0.37 (0.34-0.42),62.5 (58.3-66.4)
"Positive
SARS-CoV-2
test",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.37,(0.33-0.42),63.1,(58.2-67.4),0.37 (0.33-0.42),63.1 (58.2-67.4)
"Positive
SARS-CoV-2
test",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.36,(0.32-0.40),64.1,(59.6-68.0),0.36 (0.32-0.40),64.1 (59.6-68.0)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.35,(0.30-0.42),64.6,(58.2-70.0),0.35 (0.30-0.42),64.6 (58.2-70.0)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.49,(0.42-0.55),51.5,(44.6-57.6),0.49 (0.42-0.55),51.5 (44.6-57.6)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.50,(0.45-0.56),49.9,(43.8-55.4),0.50 (0.45-0.56),49.9 (43.8-55.4)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.45,(0.40-0.52),54.5,(47.9-60.4),0.45 (0.40-0.52),54.5 (47.9-60.4)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.38,(0.32-0.45),62.1,(55.0-68.0),0.38 (0.32-0.45),62.1 (55.0-68.0)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.36,(0.29-0.44),64.1,(56.1-70.7),0.36 (0.29-0.44),64.1 (56.1-70.7)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.38,(0.32-0.45),61.8,(55.0-67.7),0.38 (0.32-0.45),61.8 (55.0-67.7)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.35,(0.30-0.42),64.7,(58.2-70.1),0.35 (0.30-0.42),64.7 (58.2-70.1)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.49,(0.43-0.56),50.8,(43.8-57.0),0.49 (0.43-0.56),50.8 (43.8-57.0)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.52,(0.46-0.58),48.4,(42.0-54.1),0.52 (0.46-0.58),48.4 (42.0-54.1)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.47,(0.41-0.54),52.6,(45.5-58.8),0.47 (0.41-0.54),52.6 (45.5-58.8)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.39,(0.33-0.47),60.6,(53.1-66.9),0.39 (0.33-0.47),60.6 (53.1-66.9)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.37,(0.30-0.45),63.1,(54.6-69.9),0.37 (0.30-0.45),63.1 (54.6-69.9)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.39,(0.32-0.46),61.4,(53.9-67.6),0.39 (0.32-0.46),61.4 (53.9-67.6)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.52,(0.40-0.67),48.2,(33.4-59.8),0.52 (0.40-0.67),48.2 (33.4-59.8)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.72,(0.59-0.88),28.0,(12.2-40.9),0.72 (0.59-0.88),28.0 (12.2-40.9)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.83,(0.72-0.96),16.8,(3.6-28.3),0.83 (0.72-0.96),16.8 (3.6-28.3)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.69,(0.59-0.80),31.1,(19.9-40.9),0.69 (0.59-0.80),31.1 (19.9-40.9)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.61,(0.49-0.75),39.3,(24.9-50.9),0.61 (0.49-0.75),39.3 (24.9-50.9)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.56,(0.43-0.74),43.7,(26.4-57.0),0.56 (0.43-0.74),43.7 (26.4-57.0)
"Positive
SARS-CoV-2
test",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.51,(0.40-0.64),49.4,(36.1-59.9),0.51 (0.40-0.64),49.4 (36.1-59.9)
"COVID-19
hospitalisation",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.26,(0.23-0.30),73.5,(70.1-76.6),0.26 (0.23-0.30),73.5 (70.1-76.6)
"COVID-19
hospitalisation",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.29,(0.26-0.32),71.0,(67.9-73.8),0.29 (0.26-0.32),71.0 (67.9-73.8)
"COVID-19
hospitalisation",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.30,(0.28-0.33),69.9,(67.3-72.2),0.30 (0.28-0.33),69.9 (67.3-72.2)
"COVID-19
hospitalisation",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.23,(0.21-0.26),76.7,(74.4-78.8),0.23 (0.21-0.26),76.7 (74.4-78.8)
"COVID-19
hospitalisation",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.17,(0.15-0.19),82.9,(80.7-84.8),0.17 (0.15-0.19),82.9 (80.7-84.8)
"COVID-19
hospitalisation",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.14,(0.12-0.16),86.3,(84.2-88.2),0.14 (0.12-0.16),86.3 (84.2-88.2)
"COVID-19
hospitalisation",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.12,(0.11-0.13),88.2,(86.7-89.5),0.12 (0.11-0.13),88.2 (86.7-89.5)
"COVID-19
hospitalisation",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.28,(0.25-0.32),71.7,(68.0-75.0),0.28 (0.25-0.32),71.7 (68.0-75.0)
"COVID-19
hospitalisation",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.31,(0.28-0.35),68.5,(65.1-71.6),0.31 (0.28-0.35),68.5 (65.1-71.6)
"COVID-19
hospitalisation",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.33,(0.31-0.36),66.7,(63.8-69.3),0.33 (0.31-0.36),66.7 (63.8-69.3)
"COVID-19
hospitalisation",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.26,(0.24-0.29),73.7,(71.1-76.1),0.26 (0.24-0.29),73.7 (71.1-76.1)
"COVID-19
hospitalisation",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.20,(0.18-0.22),80.2,(77.6-82.5),0.20 (0.18-0.22),80.2 (77.6-82.5)
"COVID-19
hospitalisation",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.16,(0.14-0.19),84.0,(81.5-86.2),0.16 (0.14-0.19),84.0 (81.5-86.2)
"COVID-19
hospitalisation",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.14,(0.12-0.16),86.2,(84.4-87.8),0.14 (0.12-0.16),86.2 (84.4-87.8)
"COVID-19
hospitalisation",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.30,(0.26-0.34),70.1,(66.1-73.6),0.30 (0.26-0.34),70.1 (66.1-73.6)
"COVID-19
hospitalisation",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.34,(0.30-0.37),66.4,(62.7-69.7),0.34 (0.30-0.37),66.4 (62.7-69.7)
"COVID-19
hospitalisation",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.36,(0.33-0.39),64.4,(61.3-67.2),0.36 (0.33-0.39),64.4 (61.3-67.2)
"COVID-19
hospitalisation",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.28,(0.25-0.31),72.1,(69.3-74.6),0.28 (0.25-0.31),72.1 (69.3-74.6)
"COVID-19
hospitalisation",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.21,(0.19-0.24),78.7,(75.9-81.2),0.21 (0.19-0.24),78.7 (75.9-81.2)
"COVID-19
hospitalisation",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.17,(0.15-0.20),82.7,(79.9-85.0),0.17 (0.15-0.20),82.7 (79.9-85.0)
"COVID-19
hospitalisation",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.15,(0.13-0.17),84.9,(83.0-86.7),0.15 (0.13-0.17),84.9 (83.0-86.7)
"COVID-19
hospitalisation",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.18,(0.15-0.21),82.1,(78.7-85.0),0.18 (0.15-0.21),82.1 (78.7-85.0)
"COVID-19
hospitalisation",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.25,(0.22-0.28),75.0,(71.5-78.0),0.25 (0.22-0.28),75.0 (71.5-78.0)
"COVID-19
hospitalisation",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.28,(0.26-0.31),71.9,(69.0-74.4),0.28 (0.26-0.31),71.9 (69.0-74.4)
"COVID-19
hospitalisation",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.22,(0.20-0.25),77.7,(75.2-80.0),0.22 (0.20-0.25),77.7 (75.2-80.0)
"COVID-19
hospitalisation",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.18,(0.15-0.20),82.3,(79.6-84.6),0.18 (0.15-0.20),82.3 (79.6-84.6)
"COVID-19
hospitalisation",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.15,(0.12-0.17),85.4,(82.7-87.6),0.15 (0.12-0.17),85.4 (82.7-87.6)
"COVID-19
hospitalisation",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.14,(0.12-0.16),86.0,(84.0-87.8),0.14 (0.12-0.16),86.0 (84.0-87.8)
"COVID-19
hospitalisation",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.20,(0.17-0.24),80.0,(76.2-83.3),0.20 (0.17-0.24),80.0 (76.2-83.3)
"COVID-19
hospitalisation",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.28,(0.25-0.32),71.8,(67.9-75.2),0.28 (0.25-0.32),71.8 (67.9-75.2)
"COVID-19
hospitalisation",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.32,(0.29-0.35),67.9,(64.7-70.9),0.32 (0.29-0.35),67.9 (64.7-70.9)
"COVID-19
hospitalisation",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.26,(0.23-0.29),74.4,(71.4-77.0),0.26 (0.23-0.29),74.4 (71.4-77.0)
"COVID-19
hospitalisation",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.21,(0.18-0.24),79.2,(76.0-81.9),0.21 (0.18-0.24),79.2 (76.0-81.9)
"COVID-19
hospitalisation",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.17,(0.14-0.20),82.8,(79.7-85.5),0.17 (0.14-0.20),82.8 (79.7-85.5)
"COVID-19
hospitalisation",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.16,(0.14-0.18),84.1,(81.6-86.2),0.16 (0.14-0.18),84.1 (81.6-86.2)
"COVID-19
hospitalisation",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.22,(0.19-0.27),77.8,(73.4-81.4),0.22 (0.19-0.27),77.8 (73.4-81.4)
"COVID-19
hospitalisation",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.30,(0.27-0.35),69.5,(65.2-73.2),0.30 (0.27-0.35),69.5 (65.2-73.2)
"COVID-19
hospitalisation",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.35,(0.32-0.39),65.0,(61.4-68.3),0.35 (0.32-0.39),65.0 (61.4-68.3)
"COVID-19
hospitalisation",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.28,(0.25-0.31),72.4,(69.2-75.2),0.28 (0.25-0.31),72.4 (69.2-75.2)
"COVID-19
hospitalisation",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.23,(0.20-0.26),77.0,(73.5-80.1),0.23 (0.20-0.26),77.0 (73.5-80.1)
"COVID-19
hospitalisation",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.19,(0.16-0.23),80.7,(77.1-83.7),0.19 (0.16-0.23),80.7 (77.1-83.7)
"COVID-19
hospitalisation",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.18,(0.16-0.21),81.8,(78.9-84.2),0.18 (0.16-0.21),81.8 (78.9-84.2)
"COVID-19
hospitalisation",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.48,(0.40-0.57),52.2,(43.1-59.9),0.48 (0.40-0.57),52.2 (43.1-59.9)
"COVID-19
hospitalisation",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.40,(0.34-0.47),60.0,(52.6-66.2),0.40 (0.34-0.47),60.0 (52.6-66.2)
"COVID-19
hospitalisation",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.39,(0.34-0.45),60.7,(54.6-66.0),0.39 (0.34-0.45),60.7 (54.6-66.0)
"COVID-19
hospitalisation",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.35,(0.29-0.41),65.4,(59.0-70.8),0.35 (0.29-0.41),65.4 (59.0-70.8)
"COVID-19
hospitalisation",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.27,(0.22-0.33),73.2,(66.8-78.4),0.27 (0.22-0.33),73.2 (66.8-78.4)
"COVID-19
hospitalisation",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.24,(0.19-0.32),75.7,(68.5-81.2),0.24 (0.19-0.32),75.7 (68.5-81.2)
"COVID-19
hospitalisation",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.23,(0.19-0.29),76.5,(71.4-80.7),0.23 (0.19-0.29),76.5 (71.4-80.7)
"COVID-19
hospitalisation",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.48,(0.40-0.57),52.5,(43.4-60.1),0.48 (0.40-0.57),52.5 (43.4-60.1)
"COVID-19
hospitalisation",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.40,(0.34-0.48),59.6,(52.1-65.9),0.40 (0.34-0.48),59.6 (52.1-65.9)
"COVID-19
hospitalisation",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.40,(0.35-0.47),59.6,(53.3-65.1),0.40 (0.35-0.47),59.6 (53.3-65.1)
"COVID-19
hospitalisation",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.36,(0.30-0.43),64.2,(57.4-69.8),0.36 (0.30-0.43),64.2 (57.4-69.8)
"COVID-19
hospitalisation",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.27,(0.22-0.34),72.5,(65.8-77.9),0.27 (0.22-0.34),72.5 (65.8-77.9)
"COVID-19
hospitalisation",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.25,(0.19-0.32),75.3,(67.9-81.0),0.25 (0.19-0.32),75.3 (67.9-81.0)
"COVID-19
hospitalisation",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.23,(0.19-0.29),76.5,(71.2-80.9),0.23 (0.19-0.29),76.5 (71.2-80.9)
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.52,(0.42-0.64),47.9,(35.9-57.7),0.52 (0.42-0.64),47.9 (35.9-57.7)
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.41,(0.34-0.49),58.9,(51.0-65.5),0.41 (0.34-0.49),58.9 (51.0-65.5)
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.49,(0.41-0.58),51.4,(42.1-59.3),0.49 (0.41-0.58),51.4 (42.1-59.3)
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.39,(0.33-0.47),60.9,(53.2-67.3),0.39 (0.33-0.47),60.9 (53.2-67.3)
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.31,(0.24-0.40),68.8,(59.6-75.8),0.31 (0.24-0.40),68.8 (59.6-75.8)
