outcome,outcome_var,outcome_descr,brand,brand_descr,strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-1.1836558546478146,-1.3900112325819551,-0.9773004767136743,0.10528529073077125,-11.242366777279297,2.5252001366318813e-29,0.3061574231285231,0.24907250688860888,0.3763256286596773,0.6938425768714769,0.6236743713403228,0.7509274931113912
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-0.6341224761212013,-0.7813232961242765,-0.4869216561181261,0.07510383923591278,-8.44327643663228,3.0856421425079094e-17,0.5304007234604091,0.45779980559041594,0.6145151745630512,0.4695992765395909,0.38548482543694884,0.542200194409584
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-0.5330370726087742,-0.6585703904724962,-0.40750375474505224,0.06404878806647102,-8.322360011801917,8.622893399405686e-17,0.586820045491718,0.5175907585016611,0.6653089533278379,0.41317995450828204,0.3346910466721621,0.48240924149833886
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-0.9444834710142274,-1.1101996077044365,-0.7787673343240182,0.08455060296891007,-11.17062963302014,5.677697607197114e-29,0.388880387025511,0.3294931851324032,0.45897142107003486,0.611119612974489,0.5410285789299651,0.6705068148675968
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-1.222939567293221,-1.4301434515930571,-1.015735682993385,0.10571821009683545,-11.567917827714227,5.991916721506566e-31,0.2943635922825986,0.23927459545980068,0.36213591457549266,0.7056364077174013,0.6378640854245073,0.7607254045401993
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29+,-1.1409745442885375,-1.350525002339609,-0.9314240862374661,0.10691546360238184,-10.671744814499585,1.3801014114480793e-26,0.31950749583781435,0.25910419462314704,0.3939922317545962,0.6804925041621857,0.6060077682454038,0.740895805376853
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-1.1084662064406297,-1.3189874501819583,-0.8979449626993009,0.10741077152534104,-10.319879381735129,5.729508961958469e-25,0.330064824332851,0.26740592675466707,0.40740603465317327,0.669935175667149,0.5925939653468267,0.7325940732453329
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw4-7,-0.5620383235590891,-0.7121158159976799,-0.41196083112049825,0.07657155622367708,-7.3400404964643835,2.1352923633713836e-13,0.5700459407701017,0.49060506849331115,0.662350219059958,0.42995405922989827,0.33764978094004205,0.5093949315066888
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw8-14,-0.4680167371734613,-0.5949663662413847,-0.341067108105538,0.06477140910204773,-7.225668603814041,4.98642384440532e-13,0.6262430420314163,0.5515811173020069,0.7110111919912444,0.37375695796858366,0.2889888080087556,0.4484188826979931
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw15-21,-0.8677038470057628,-1.0341587176337905,-0.701248976377735,0.08492751496507209,-10.216993248449823,1.6642299917879276e-24,0.41991463137069496,0.3555253523572999,0.495965467638376,0.580085368629305,0.504034532361624,0.6444746476427001
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw22-28,-1.1111331660293564,-1.3213119811866412,-0.9009543508720717,0.10723605985372613,-10.361562776038046,3.7085262876780292e-25,0.32918572756353487,0.2667850552841518,0.40618183472127595,0.6708142724364652,0.593818165278724,0.7332149447158482
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw29+,-1.0185631059656242,-1.230253872779139,-0.8068723391521094,0.1080074779349542,-9.430486901833202,4.081896941509368e-21,0.36111344932357936,0.292218381970376,0.44625160950892234,0.6388865506764206,0.5537483904910776,0.707781618029624
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.1630196364004588,-1.3425249840309825,-0.9835142887699352,0.09158604395103123,-12.698655670969874,6.015413104815433e-37,0.3125409943777592,0.2611853464508209,0.37399446214732873,0.6874590056222408,0.6260055378526712,0.7388146535491791
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-0.9009829394993405,-1.0510886971928717,-0.7508771818058093,0.07658597753711104,-11.764332955895927,5.959550058202147e-32,0.4061702227061863,0.3495569801746636,0.47195238307288295,0.5938297772938137,0.5280476169271171,0.6504430198253364
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-0.6848728749323355,-0.8159089733242046,-0.5538367765404664,0.06685638074243466,-10.243941824652756,1.259959971861945e-24,0.5041543161527882,0.4422371628266429,0.5747404240541424,0.49584568384721184,0.4252595759458576,0.5577628371733572
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-0.8189647125411806,-0.9796702410838575,-0.6582591839985038,0.0819941232646628,-9.988090364692415,1.7186060518753566e-23,0.440887863987606,0.37543488144065756,0.5177518611633809,0.5591121360123941,0.4822481388366191,0.6245651185593424
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-1.015349129900773,-1.212289916697995,-0.8184083431035513,0.10048183964127183,-10.104802355586346,5.260152763203737e-24,0.3622759263924747,0.2975152137352825,0.4411332287709543,0.6377240736075254,0.5588667712290457,0.7024847862647174
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-1.226200100580938,-1.4567959588490549,-0.9956042423128211,0.11765310999948353,-10.422164790937705,1.9643046416493155e-25,0.29340537299312286,0.23298156263971534,0.3695001094758677,0.7065946270068771,0.6304998905241324,0.7670184373602846
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-1.1700672661724902,-1.3493564730180103,-0.9907780593269703,0.0914757660139321,-12.791008123334922,1.840705355916747e-37,0.31034606477142734,0.25940714243914437,0.3712876947546112,0.6896539352285727,0.6287123052453888,0.7405928575608556
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-0.9025941867755051,-1.0519393915253226,-0.7532489820256876,0.07619793319052465,-11.845389356147843,2.2735994497859886e-32,0.40551630899100777,0.3492597404807474,0.4708343327270933,0.5944836910089922,0.5291656672729067,0.6507402595192526
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-0.6802032146704449,-0.8104413026436255,-0.5499651266972643,0.06644922508805368,-10.236435620868251,1.3616055467026749e-24,0.5065140508204146,0.444661792493522,0.5769699308767194,0.49348594917958544,0.42303006912328056,0.555338207506478
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-0.8150222719266307,-0.9756936371019544,-0.6543509067513069,0.0819766926549054,-9.942121907230428,2.7295001234313116e-23,0.4426294690405106,0.37693080967091214,0.5197793383728365,0.5573705309594894,0.4802206616271635,0.6230691903290879
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-1.0196662756898927,-1.216160826215192,-0.8231717251645934,0.10025416389036906,-10.170812224866074,2.676672472284963e-24,0.3607152995530242,0.29636578536477987,0.43903693933993143,0.6392847004469757,0.5609630606600686,0.7036342146352201
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29+,-1.2620398961184176,-1.4914611910037108,-1.0326186012331244,0.11705383195555583,-10.781705092726922,4.200267342559191e-27,0.28307599151823964,0.22504358351976902,0.3560733246455581,0.7169240084817603,0.6439266753544419,0.774956416480231
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-1.103754646793242,-1.2854799725237498,-0.9220293210627342,0.09271870665172119,-11.90433610058076,1.1235392710734395e-32,0.33162361372118754,0.27651783081455167,0.39771113802514335,0.6683763862788125,0.6022888619748566,0.7234821691854483
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw4-7,-0.8315574593031665,-0.9831275269213007,-0.6799873916850323,0.07733308816575181,-10.752932270347829,5.7407067738155346e-27,0.43537068588736694,0.37413913691242423,0.5066233799924659,0.5646293141126331,0.49337662000753413,0.6258608630875757
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw8-14,-0.5986660735339955,-0.7303375371820611,-0.4669946098859299,0.06718055264620848,-8.91130021937655,5.043753701572185e-19,0.549544198944126,0.4817463553368598,0.6268834693766792,0.450455801055874,0.37311653062332084,0.5182536446631403
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw15-21,-0.7208981688399992,-0.8837336729498536,-0.5580626647301449,0.08308086546195753,-8.677066191253102,4.061087732933774e-18,0.4863152665253927,0.4132371354513397,0.5723167599575834,0.5136847334746073,0.42768324004241665,0.5867628645486602
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw22-28,-0.9157796781138268,-1.1149870657871244,-0.7165722904405292,0.1016382899097229,-9.01018384830402,2.0571134408547611e-19,0.40020447374822,0.3279195202530402,0.48842356406382537,0.59979552625178,0.5115764359361746,0.6720804797469597
postest,positive_test_1_date,Positive test,az,ChAdOx1,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw29+,-1.1333186049523274,-1.3656013322122549,-0.9010358776923998,0.11851377325917424,-9.562758604216462,1.1465895176482295e-21,0.3219630134966877,0.255227153524846,0.406148721357648,0.6780369865033122,0.593851278642352,0.744772846475154
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.1863147878948679,-1.3825632312730554,-0.9900663445166804,0.10012859671206725,-11.847911853855994,2.2061989217409852e-32,0.30534445227392193,0.2509345247942329,0.37155203976381707,0.6946555477260781,0.628447960236183,0.749065475205767
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-1.1684170087663788,-1.3488512458614932,-0.9879827716712644,0.09205997585586097,-12.691910875533777,6.556631638011925e-37,0.310858638486232,0.259538235085093,0.3723270025698968,0.689141361513768,0.6276729974301032,0.740461764914907
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-0.8744023635930396,-1.0295731061035767,-0.7192316210825025,0.07917020094986651,-11.044589417510046,2.328295860927843e-28,0.41711122605813256,0.3571593971964129,0.4871264098590711,0.5828887739418674,0.5128735901409289,0.6428406028035871
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-1.0123004954851336,-1.1974444985073345,-0.8271564924629328,0.09446296181082567,-10.716374715334425,8.528076962275509e-27,0.3633820584891065,0.30196489849626423,0.43729096027170855,0.6366179415108935,0.5627090397282914,0.6980351015037358
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-1.3880778271698728,-1.625476032777776,-1.1506796215619697,0.12112375915091805,-11.459996262503317,2.095238401537782e-30,0.24955453084513865,0.1968179610997325,0.31642164931166894,0.7504454691548613,0.6835783506883311,0.8031820389002675
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-1.5349537076453497,-1.8081258889246135,-1.2617815263660859,0.13937612294614146,-11.013032040204587,3.306840122053505e-28,0.21546566535187153,0.16396113041322735,0.28314913924123186,0.7845343346481285,0.7168508607587681,0.8360388695867726
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-1.241833606234334,-1.4369718984912214,-1.0466953139774466,0.09956218267076002,-12.472944776039373,1.048773820646806e-35,0.28885408740677404,0.23764628732545354,0.35109609643232,0.711145912593226,0.64890390356768,0.7623537126745464
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-1.2362102702619127,-1.413527784041131,-1.0588927564826942,0.09046978167858007,-13.66434457257679,1.657897957497218e-42,0.29048298661863015,0.24328351580381544,0.34683963373385257,0.7095170133813699,0.6531603662661474,0.7567164841961845
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-0.9707191556795081,-1.1180548319987942,-0.8233834793602218,0.0751726447431949,-12.913196801784515,3.7922402653844094e-38,0.37881051638805663,0.3269150813083361,0.43894398126846845,0.6211894836119434,0.5610560187315315,0.6730849186916639
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-1.160692086052986,-1.3397183007053368,-0.981665871400635,0.09134158385791115,-12.707159620294428,5.395896437154446e-37,0.3132692965289878,0.2619194407107664,0.3746863993045051,0.6867307034710122,0.6253136006954949,0.7380805592892337
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-1.590712660281901,-1.8215893549412225,-1.3598359656225796,0.11779639650547019,-13.503916142358667,1.4827990885824805e-41,0.20378033382331526,0.16176843904015878,0.2567028815975218,0.7962196661766847,0.7432971184024781,0.8382315609598412
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29+,-1.8410714484022754,-2.1027876735073012,-1.5793552232972499,0.13353113994410606,-13.787581302555475,3.027409388126743e-43,0.15864735255825133,0.12211553508233287,0.20610794897449067,0.8413526474417486,0.7938920510255093,0.8778844649176671
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-0.5253059154630526,-1.3256265624451147,0.27501473151900946,0.4083343639448936,-1.2864602194831314,0.1982824935683756,0.5913744261109198,0.26563646910059496,1.3165500695071408,0.40862557388908016,-0.3165500695071408,0.734363530899405
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw4-7,-0.5945451074614135,-1.3358246233776305,0.14673440845480334,0.37821078436304717,-1.5719940626830606,0.11595192817714008,0.5518135246389153,0.2629412585222124,1.158046354861802,0.4481864753610847,-0.15804635486180207,0.7370587414777876
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw8-14,-0.6198811461573981,-0.8394690127594588,-0.40029327955533733,0.11203668451774722,-5.532840862130346,3.1508532231375206e-8,0.5380083781579045,0.4319398170792418,0.6701234836958709,0.4619916218420955,0.32987651630412906,0.5680601829207582
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw15-21,-0.7691821050541546,-1.0622101948015046,-0.47615401530680457,0.14950687464602325,-5.1447942235117425,2.6781420790976995e-7,0.4633919192686824,0.34569092108759975,0.6211678055296656,0.5366080807313176,0.37883219447033445,0.6543090789124002
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw22-28,-0.6301902955716158,-1.4505115082319102,0.19013091708867869,0.41853892170003315,-1.5056910191575281,0.13214651050717338,0.53249046078829,0.23445033414180846,1.209407919457351,0.46750953921171,-0.20940791945735104,0.7655496658581915
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,any,Any vaccine,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw29+,-1.2293516682844927,-1.6204777314585932,-0.8382256051103922,0.19955778078538847,-6.160379532415131,7.257080411041899e-10,0.2924821416727113,0.1978041792287995,0.43247722839316444,0.7075178583272888,0.5675227716068356,0.8021958207712006
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,pfizer,BNT162b2,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.3497109723537715,-1.671266993911541,-1.028154950796002,0.1640622093539282,-8.226824310539829,1.9224210806546145e-16,0.25931519907735123,0.18800870878294523,0.3576662640141817,0.7406848009226488,0.6423337359858183,0.8119912912170548
covidadmitted,covidadmitted_1_date,COVID-19 hospitalisation,pfizer,BNT162b2,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-1.2399061642922082,-1.5081095515635237,-0.9717027770208928,0.13684097737859957,-9.060927421336263,1.2934605408078943e-19,0.2894113737860389,0.22132799187419802,0.37843809347138774,0.7105886262139611,0.6215619065286122,0.778672008125802
