outcome,outcome_var,outcome_descr,strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
coviddeath,coviddeath_date,COVID-related death,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-2.736659725028876,-3.1330094731349574,-2.3403099769227946,0.20222297513241974,-13.532882320798887,1.0002353509105e-41,0.06478639022797038,0.04358642749243201,0.09629778351299004,0.9352136097720296,0.90370221648701,0.956413572507568
coviddeath,coviddeath_date,COVID-related death,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29+,-2.3482610792516563,-2.868744511989263,-1.8277776465140498,0.26555765148906485,-8.84275435516251,9.338739195688226e-19,0.09553514590489329,0.056770156106941916,0.1607704598499984,0.9044648540951067,0.8392295401500016,0.9432298438930581
coviddeath,coviddeath_date,COVID-related death,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-2.546822692287871,-4.328713955825155,-0.7649314287505873,0.9091449014331974,-2.8013385856017012,0.005089109310948681,0.07833015002677693,0.013184492431462498,0.4653658405973833,0.9216698499732231,0.5346341594026167,0.9868155075685375
coviddeath,coviddeath_date,COVID-related death,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw4-7,-2.910769719803084,-3.631850337209979,-2.189689102396189,0.36790503452853585,-7.911742016613572,2.5381194258883635e-15,0.054433814954561455,0.026467165890595515,0.1119515486756474,0.9455661850454385,0.8880484513243526,0.9735328341094045
coviddeath,coviddeath_date,COVID-related death,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw8-14,-1.8314064282997393,-2.217236476099237,-1.4455763805002417,0.1968556824731862,-9.303294704480761,1.3615966362968682e-20,0.16018811617171197,0.10890966780271329,0.23561023626593605,0.839811883828288,0.764389763734064,0.8910903321972867
coviddeath,coviddeath_date,COVID-related death,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw15-21,-1.3265989457689389,-1.7030710777568605,-0.9501268137810173,0.19208114789735214,-6.906450530365797,4.96930110566092e-12,0.26537829417068287,0.18212334935577207,0.38669198247264436,0.7346217058293172,0.6133080175273556,0.8178766506442279
coviddeath,coviddeath_date,COVID-related death,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw22-28,-1.1020937690582757,-1.5450533757551095,-0.659134162361442,0.22600395221077668,-4.876435824584328,1.0801980870190133e-6,0.3321748576452682,0.21330048584456918,0.5172990376217823,0.6678251423547318,0.4827009623782177,0.7866995141554308
coviddeath,coviddeath_date,COVID-related death,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw29+,-0.5014859215687159,-1.081981396585464,0.0790095534480324,0.2961766030374143,-1.693198977994106,0.09041759907465458,0.6056300719903448,0.3389233184044729,1.0822146609024517,0.3943699280096552,-0.08221466090245166,0.6610766815955271
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.5898456533383392,-1.8717036222298198,-1.3079876844468585,0.1438077286698839,-11.055356120587165,2.06515609087589e-28,0.20395708940078563,0.15386131685052967,0.2703635661538722,0.7960429105992144,0.7296364338461279,0.8461386831494704
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-1.4521910017384068,-1.66928632958385,-1.2350956738929635,0.11076495770221467,-13.110563411602975,2.8646237655363592e-39,0.23405690679983274,0.18838145995133848,0.2908069384049614,0.7659430932001673,0.7091930615950386,0.8116185400486615
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-1.5573843237229645,-1.737498069567991,-1.3772705778779382,0.0918964569072394,-16.94716397276332,2.0196388719295176e-64,0.21068643861485814,0.17596009025582418,0.2522661550791239,0.7893135613851419,0.7477338449208761,0.8240399097441758
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-1.466326290280415,-1.6623345911865965,-1.2703179893742336,0.10000607279127063,-14.66237248752766,1.1228010689701246e-48,0.2307717181317924,0.1896956010701162,0.28074233450366015,0.7692282818682076,0.7192576654963398,0.8103043989298838
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-1.6518817459206938,-1.8990938324803444,-1.4046696593610433,0.12613093327715608,-13.096563253765051,3.445073715023691e-39,0.19168885929672239,0.1497042148742434,0.2454481245524406,0.8083111407032776,0.7545518754475594,0.8502957851257567
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-1.3253238174741258,-1.652197551324571,-0.9984500836236805,0.16677537772570503,-7.9467595009970955,1.914535848600554e-15,0.26571690138034615,0.19162833247694486,0.3684500656376963,0.7342830986196538,0.6315499343623037,0.8083716675230551
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-1.593775160725174,-1.875093258514567,-1.312457062935781,0.14353227916859404,-11.10394936913887,1.2002050093344077e-28,0.2031572111044699,0.15334066585537393,0.2691579053313451,0.7968427888955301,0.7308420946686549,0.846659334144626
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-1.4342040132644416,-1.6494164693967703,-1.2189915571321128,0.10980429121652097,-13.061456864526017,5.4671409207230075e-39,0.23830497614033241,0.19216200832340444,0.2955280398489035,0.7616950238596676,0.7044719601510965,0.8078379916765955
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-1.5085555858102886,-1.6805235924461712,-1.336587579174406,0.08774039114613558,-17.193399369484474,2.975623610069064e-66,0.2212292940230016,0.18627641757605887,0.2627407224746091,0.7787707059769984,0.7372592775253909,0.8137235824239412
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-1.5239073082685182,-1.712777979560513,-1.3350366369765234,0.0963643581115687,-15.814013999908235,2.4907864059010344e-56,0.21785897955907318,0.18036404838232062,0.2631485343127448,0.7821410204409268,0.7368514656872551,0.8196359516176794
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-1.839393227403876,-2.0842895758884943,-1.5944968789192577,0.12494941254856182,-14.721103444075757,4.718969465505008e-49,0.15891382141092625,0.12439546231765883,0.20301064174620484,0.8410861785890738,0.7969893582537951,0.8756045376823411
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29+,-1.581801294670223,-1.910049976985034,-1.2535526123554117,0.16747689493480242,-9.44489265391508,3.557687965332126e-21,0.20560441031757598,0.14807298616912476,0.2854887622361781,0.794395589682424,0.7145112377638219,0.8519270138308752
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-1.4330771835676532,-1.7256995897737872,-1.1404547773615192,0.14929988944404202,-9.598648658777302,8.099938242458739e-22,0.23857365661447874,0.17804844731899655,0.31967360843326215,0.7614263433855213,0.6803263915667379,0.8219515526810035
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw4-7,-1.2072222296396553,-1.4795922862756776,-0.934852173003633,0.13896686815902873,-8.687122661915021,3.717346831591178e-18,0.2990267545065114,0.22773051831627267,0.3926439046106017,0.7009732454934886,0.6073560953893983,0.7722694816837273
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw8-14,-1.2026962472694953,-1.4543769886243065,-0.9510155059146841,0.12841090108799802,-9.365998035052383,7.533489927284786e-21,0.3003832116606669,0.23354582028874,0.38634848500402513,0.6996167883393332,0.6136515149959749,0.7664541797112601
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw15-21,-1.0875401893345105,-1.4628679952621249,-0.7122123834068961,0.19149729734227378,-5.679141191171431,1.3537270355025882e-8,0.3370445406256683,0.23157117639946181,0.4905576943203358,0.6629554593743316,0.5094423056796642,0.7684288236005382
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw22-28,-1.5121871775701394,-1.7978725867815017,-1.2265017683587771,0.14576054022666357,-10.374461944354946,3.2403256751132944e-25,0.2204273366141306,0.1656509215888397,0.29331687539535395,0.7795726633858694,0.7066831246046461,0.8343490784111602
noncoviddeath,noncoviddeath_date,Non-COVID-related death,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw29+,-1.1535783109699775,-1.5334227009077193,-0.7737339210322359,0.19380171928357143,-5.952363659282389,2.642972881929392e-9,0.3155057692954949,0.21579579738995527,0.46128743776627207,0.6844942307045051,0.5387125622337279,0.7842042026100448
death,death_date,Any death,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-2.199403323158593,-2.472761069770999,-1.9260455765461872,0.1394708008762492,-15.76963285032039,5.034156847081104e-56,0.11086929176905748,0.08435163642435965,0.1457233122963175,0.8891307082309425,0.8542766877036825,0.9156483635756404
death,death_date,Any death,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-2.0037097868524385,-2.2069443681969956,-1.8004752055078816,0.10369301831444117,-19.323478276775987,3.408879837641987e-83,0.13483414830881346,0.11003636595916153,0.16522035594042106,0.8651658516911865,0.8347796440595789,0.8899636340408384
death,death_date,Any death,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-2.00351042996208,-2.1591222808190293,-1.847898579105131,0.07939526036416769,-25.23463517560672,1.6701838575021535e-140,0.1348610311048807,0.11542638854456053,0.15756793520097256,0.8651389688951193,0.8424320647990274,0.8845736114554394
death,death_date,Any death,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-1.8502775049918132,-2.0154028609391004,-1.6851521490445263,0.08424917868377929,-21.961964898632914,6.655794069529986e-107,0.1571935382688571,0.13326670460034196,0.18541621890918455,0.8428064617311429,0.8145837810908154,0.866733295399658
death,death_date,Any death,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-1.9648038674549628,-2.1718452171515827,-1.7577625177583427,0.1056352827550587,-18.599882692706398,3.220116358349232e-77,0.14018337844249212,0.11396712867176323,0.17243024212840277,0.8598166215575078,0.8275697578715973,0.8860328713282368
death,death_date,Any death,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-1.6004900146804437,-1.874115509355515,-1.3268645200053724,0.13960740954088668,-11.464219699683703,1.995500282023039e-30,0.2017976099720782,0.15349066788269042,0.2653078258905365,0.7982023900279218,0.7346921741094635,0.8465093321173096
