term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,or,or.ll,or.ul
chemo_or_radioTRUE,-0.012393685357198052,0.08450318104783466,-0.14666531133523086,0.8833961999981993,-0.17801687679002162,0.1532295060756255,2 Fully adjusted,0.9876828000563767,0.8369282987064175,1.1655924587984352
sickle_cell_diseaseTRUE,-7.683722986889984,44.9152170665215,-0.17107170996212792,0.8641673801142317,-95.71593079507089,80.34848482129091,2 Fully adjusted,4.602581699523595e-4,2.698357111738434e-42,7850613326396039e19
permanant_immunosuppressionTRUE,-0.14375126348460462,0.5697781000345629,-0.25229341646490916,0.8008142764853154,-1.2604958187320077,0.9729932917627985,2 Fully adjusted,0.8661031527487761,0.2835134203804768,2.6458524262967322
temporary_immunosuppressionTRUE,0.4930552515753945,0.17587469306889458,2.8034462660426773,0.005055965646971693,0.14834718736832492,0.837763315782464,2 Fully adjusted,1.6373109829012926,1.1599155344853915,2.311191785114384
aspleniaTRUE,0.4163541166914641,0.24332216533531756,1.7111228486631893,0.0870584370726572,-0.060548564006058625,0.8932567973889869,2 Fully adjusted,1.516422764415317,0.9412480571320893,2.443073303591732
intel_dis_incl_downs_syndromeTRUE,0.7164670168098982,0.26090308701421944,2.746104022796979,0.006030763849754296,0.20510636280670835,1.2278276708130882,2 Fully adjusted,2.0471877392463003,1.2276556349181624,3.4138055660859297
psychosis_schiz_bipolarTRUE,0.4292382427327823,0.12306527196229082,3.4878909044649724,4.8684668158753184e-4,0.18803474193906547,0.6704417435264992,2 Fully adjusted,1.5360869523602925,1.2068754438143916,1.9551007830219922
lung_cancerTRUE,0.49717023099206015,0.14180815934891317,3.5059352950826557,4.550058173167573e-4,0.21923134595427346,0.7751091160298469,2 Fully adjusted,1.6440623652675561,1.2451192966819915,2.1708289865011166
cancer_excl_lung_and_haemTRUE,0.15541419966032582,0.03814698441871711,4.074088739346606,4.619486632686933e-5,0.0806474840808297,0.23018091523982195,2 Fully adjusted,1.1681417048123153,1.083988705931535,1.2588277304505493
haematological_cancerTRUE,0.2541755519794999,0.0997923494779937,2.5470444709346274,0.010863958758183271,0.05858614106999785,0.44976496288900203,2 Fully adjusted,1.2893981407962904,1.0603363202658973,1.5679436172402534
"ns(tstop, knots = knots)1",2.070428184173564,0.18999054924018377,10.897532495451411,1.1842530394564523e-27,1.6980535502598202,2.442802818087308,2 Fully adjusted,7.928217128265763,5.463302991004998,11.505242695932534
"ns(tstop, knots = knots)2",-0.25812171989822713,0.1288086220343555,-2.0039164756329866,0.04507900835679186,-0.5105819799837963,-0.005661459812657976,2 Fully adjusted,0.7725011976169556,0.6001462040794509,0.9943545360500662
regionEast Midlands,-0.5205758640287325,0.15412076175144446,-3.37771406079787,7.309104006590603e-4,-0.8226470063314418,-0.2185047217260231,2 Fully adjusted,0.594178283530624,0.4392673707410132,0.8037196844915472
regionLondon,-0.549744190537558,0.2540429842518021,-2.1639809977695075,0.030465807800280745,-1.047659290196166,-0.051829090878949824,2 Fully adjusted,0.5770974184803056,0.35075781122051963,0.949491129670813
regionNorth East,0.43795165001686553,0.20838780336694587,2.101618438991294,0.035586713317567804,0.029519060600237124,0.846384239433494,2 Fully adjusted,1.5495299858596128,1.0299590669228327,2.3312025246319656
regionNorth West,-0.4090030786007846,0.19765911661099952,-2.069234577253109,0.03852407948263625,-0.7964078283743463,-0.0215983288272229,2 Fully adjusted,0.6643121871670481,0.4509459333494659,0.978633244878756
regionSouth East,-1.0663928270291965,0.23268239973893157,-4.583040351249959,4.582635652858464e-6,-1.5224419503538544,-0.6103437037045386,2 Fully adjusted,0.3442480427185469,0.2181784549547837,0.5431641494578847
regionSouth West,-1.0710563525435863,0.18377077128324854,-5.828219281360863,5.602193570916016e-9,-1.431240445669901,-0.7108722594172716,2 Fully adjusted,0.34264637080978144,0.23901225656425742,0.49121554315583804
regionWest Midlands,-0.5569293190535004,0.2734080665042335,-2.03698934773337,0.04165110949342335,-1.0927992824845298,-0.021059355622470965,2 Fully adjusted,0.5729657603845979,0.33527664482985947,0.9791608441431863
regionYorkshire and The Humber,-0.48284594442606604,0.1790130560125452,-2.6972666417818614,0.006991126563395276,-0.833705086973106,-0.13198680187902617,2 Fully adjusted,0.6170248721727749,0.4344366750684093,0.8763525612101661
"timesincevax_pw(0,3]",-1.0602875970636796,0.09933354544571685,-10.674013419193807,1.346805456167902e-26,-1.2549777685939572,-0.8655974255334019,2 Fully adjusted,0.3463561849829771,0.28508218593183626,0.42080008080422665
"timesincevax_pw(3,7]",-0.8408663813130944,0.07835261399578804,-10.7318229530708,7.215842630448421e-27,-0.994434682839408,-0.6872980797867809,2 Fully adjusted,0.4313366594766712,0.36993251464182203,0.5029331200817355
"timesincevax_pw(7,14]",-0.7494841197763195,0.060086146359329226,-12.473492896253138,1.0415827927601113e-35,-0.8672508026104072,-0.6317174369422317,2 Fully adjusted,0.47261030017073546,0.42010491444104986,0.531677893186882
"timesincevax_pw(14,21]",-1.003979503514515,0.07043924314308649,-14.253127357928662,4.2864700458356624e-46,-1.1420378831732243,-0.8659211238558056,2 Fully adjusted,0.3664183727340509,0.31916793166143254,0.4206638905674678
"timesincevax_pw(21, Inf]",-1.690776962839145,0.06744166546194055,-25.070213661809753,1.0511446891616624e-138,-1.8229601982019472,-1.5585937274763426,2 Fully adjusted,0.18437621485989478,0.16154683179480595,0.21043178766415818
"ns(tstop, knots = knots)1:regionEast Midlands",0.7383785666178494,0.3247938867982533,2.273375813493976,0.023003542389535787,0.10179424609449383,1.374962887141205,2 Fully adjusted,2.0925398483514948,1.1071556466924815,3.9549299414403927
"ns(tstop, knots = knots)2:regionEast Midlands",0.9204830485075535,0.17836995755774857,5.160527373055748,2.4625515155190927e-7,0.5708843557704284,1.2700817412446785,2 Fully adjusted,2.5105027917150347,1.7698315202758907,3.56114364277256
"ns(tstop, knots = knots)1:regionLondon",1.4647063151826647,0.5229381906275926,2.800916707622425,0.0050957669623200065,0.43976629541204226,2.489646334953287,2 Fully adjusted,4.326272493163439,1.5523443861100648,12.057011222879213
"ns(tstop, knots = knots)2:regionLondon",-0.436495480235352,0.30959328586262047,-1.4098996979832545,0.15856930188054338,-1.0432871703815014,0.1702962099107974,2 Fully adjusted,0.6462974189918432,0.35229472373169896,1.1856560023692857
"ns(tstop, knots = knots)1:regionNorth East",-1.9248919501944084,0.47727140347004793,-4.0331181298508465,5.504159260549538e-5,-2.860326711846587,-0.9894571885422296,2 Fully adjusted,0.14589151955495916,0.057250052939168225,0.37177844185875203
"ns(tstop, knots = knots)2:regionNorth East",0.6742536696496112,0.30298792960013227,2.225348285456309,0.026057866325168936,0.08040823988299473,1.2680990994162276,2 Fully adjusted,1.962567705406677,1.0837293989432053,3.554090164999835
"ns(tstop, knots = knots)1:regionNorth West",0.061157013710831355,0.4250911502587141,0.14386800024797194,0.885604704868594,-0.7720063309429525,0.8943203583646152,2 Fully adjusted,1.063065816992622,0.46208504214039864,2.4456730432638016
"ns(tstop, knots = knots)2:regionNorth West",0.5629664305620271,0.2533244641920538,2.2223137128012374,0.026262112068460346,0.06645960434269521,1.059473256781359,2 Fully adjusted,1.7558734590326435,1.068717791645523,2.8848510132765464
"ns(tstop, knots = knots)1:regionSouth East",1.9607521754913448,0.47638391957939535,4.1159075588078515,3.85658863763016e-5,1.0270568503017046,2.894447500680985,2 Fully adjusted,7.104669013769637,2.792833998338232,18.073513078561923
"ns(tstop, knots = knots)2:regionSouth East",-0.19471404081038496,0.27615507505220044,-0.7050894892066676,0.48075454716410587,-0.7359680420606534,0.3465399604398834,2 Fully adjusted,0.8230699888339189,0.47904150212339813,1.4141660033968453
"ns(tstop, knots = knots)1:regionSouth West",1.055952808038997,0.38470886863209003,2.744810151618418,0.006054591238621013,0.30193728098694983,1.8099683350910443,2 Fully adjusted,2.8747128989814232,1.3524763980644654,6.1102539485323275
"ns(tstop, knots = knots)2:regionSouth West",0.4877820759055838,0.2178482300278872,2.239091296923284,0.025149976431513073,0.06080739095512788,0.9147567608560397,2 Fully adjusted,1.6286998783494793,1.062694209957114,2.49616801228517
"ns(tstop, knots = knots)1:regionWest Midlands",1.328981626172303,0.5677637772108016,2.3407298589935817,0.019246087136635753,0.21618507111270913,2.4417781812318973,2 Fully adjusted,3.7771948319082806,1.241332092454946,11.493460037739622
"ns(tstop, knots = knots)2:regionWest Midlands",0.47957915221633607,0.2943980242310768,1.6290162050812822,0.10330958847155566,-0.09743037239632446,1.0565886768289965,2 Fully adjusted,1.6153944239561975,0.9071655031170013,2.8765414204823614
"ns(tstop, knots = knots)1:regionYorkshire and The Humber",-0.0502427359088069,0.3855445747141817,-0.13031628300321352,0.8963161979495262,-0.8058962167834148,0.705410744965801,2 Fully adjusted,0.9509985549831687,0.44668741835380715,2.0246781405061407
"ns(tstop, knots = knots)2:regionYorkshire and The Humber",1.1507919518406318,0.2084364839014214,5.521067762709387,3.369457963329795e-8,0.7422639503296832,1.5593199533515802,2 Fully adjusted,3.1606950370290674,2.100685983777616,4.755586124840704
