term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,or,or.ll,or.ul
"timesincevax_pwDose 2 (0,3]",-2.2925340834233037,0.20552036562911882,-11.154778147681972,6.786187853642598e-29,-2.69534659814588,-1.8897215687007272,Minimally adjusted,0.10101016906237045,0.067518975766407,0.15111387781277674
"timesincevax_pwDose 2 (3,7]",-1.8574156950349572,0.13807424497412285,-13.452296591468338,2.984565607656138e-41,-2.1280362423767984,-1.586795147693116,Minimally adjusted,0.15607545620779373,0.11907089078294032,0.2045802115890529
"timesincevax_pwDose 2 (7,14]",-2.2355675029161812,0.14700339238189472,-15.207591244618916,3.1491886965253594e-52,-2.523688857589905,-1.9474461482424579,Minimally adjusted,0.10693142873307482,0.08016334947988006,0.1426378828365514
"timesincevax_pwDose 2 (14,21]",-1.8581047161844286,0.71001994127102,-2.6169753948856713,0.008871273578954952,-3.2497182293808717,-0.4664912029879855,Minimally adjusted,0.15596795395746826,0.03878513480364649,0.6271991262846369
"timesincevax_pwDose 2 (21, Inf]",-5.355817351045608,230.32668966571367,-0.023253133880484333,0.9814483553393846,-456.7878337741782,446.0761990720869,Minimally adjusted,0.004720609525113024,4.164514622599856e-199,5350960750060974e178
(Intercept),-15.604036130621346,2.3253947390804393,-6.71027411749966,1.942591404143313e-11,-20.16172606905792,-11.04634619218477,'Fully' adjusted,1.6720652187596471e-7,1.75337020598262e-9,1.5945303999385195e-5
age,0.12175433071539099,0.05308430236273071,2.2936032931812993,0.02181329606550845,0.017711009940004324,0.22579765149077766,'Fully' adjusted,1.1294765899878076,1.0178687799221364,1.2533220317731668
I(age * age),-3.6465515995921436e-4,3.022310736895167e-4,-1.2065442361953365,0.2276077132802151,-9.570171793995381e-4,2.2770685948110938e-4,'Fully' adjusted,0.9996354113186527,0.9990434406154904,1.000227732786656
sexMale,0.03688610453956099,0.016117352553573123,2.2885957490198074,0.02210285112457075,0.0052966740084230066,0.06847553507069898,'Fully' adjusted,1.037574839044067,1.0053107261851773,1.0708744257633835
imd2,-0.06353922628507926,0.02594376232662232,-2.449113797958215,0.01432081947090346,-0.11438806606872606,-0.012690386501432442,'Fully' adjusted,0.9384373071693272,0.8919117680214051,0.9873897969087934
imd3,-0.18029845936475294,0.02509664189358358,-7.1841667155815605,6.761831379343184e-13,-0.22948697360907586,-0.13110994512043003,'Fully' adjusted,0.8350209543929731,0.794941323786841,0.8771213338788738
imd4,-0.3060534220721193,0.02578934225738128,-11.867438068705393,1.7473694694861523e-32,-0.35659960408156344,-0.2555072400626751,'Fully' adjusted,0.7363472812077826,0.700052739886701,0.7745235289413279
imd5 most deprived,-0.323860162512039,0.026014105057184093,-12.449406266336318,1.4088933807448936e-35,-0.3748468715141611,-0.2728734535099169,'Fully' adjusted,0.7233513869486404,0.6873945304158721,0.7611891073441687
"poly(tstop, 2)1",2758.842885311029,56.95638541081123,48.4378154514587,0,2647.2104212162567,2870.4753494058014,'Fully' adjusted,Inf,Inf,Inf
"poly(tstop, 2)2",-304.142742528336,53.720386070884125,-5.66158891946568,1.499777573187298e-8,-409.432764462856,-198.85272059381595,'Fully' adjusted,8.174951956391887e-133,1.5332383850008412e-178,4.358737698135498e-87
chronic_cardiac_diseaseTRUE,0.2865492343093359,0.016261463994606047,17.62136757209466,1.6887275578438472e-69,0.2546773505440132,0.31842111807465856,'Fully' adjusted,1.3318237377019368,1.290045321295971,1.3749551577958947
current_copdTRUE,0.32233380104486253,0.022728229054312304,14.182090486443116,1.182701326116027e-45,0.2777872906660336,0.3668803114236915,'Fully' adjusted,1.380345459821351,1.3202053473403284,1.443225171211374
dementiaTRUE,0.9440253977797765,0.019426266434677143,48.595307850541474,0,0.90595061521373,0.9821001803458229,'Fully' adjusted,2.5703071304532115,2.474282896409311,2.670057960811987
dialysisTRUE,1.1116948464606076,0.1096769714030437,10.136082645602269,3.821169355057061e-24,0.8967319325772125,1.3266577603440026,'Fully' adjusted,3.0395055265879583,2.451578082665931,3.7684273291072885
solid_organ_transplantationTRUE,0.13331031952207156,0.25581775400868945,0.5211144161540225,0.6022870688961369,-0.36808326494088667,0.6347039039850297,'Fully' adjusted,1.1426045158084648,0.6920595549916855,1.886463484434632
bone_marrow_transplantTRUE,-5.443525445921234,80.79823574692375,-0.0673718354813024,0.94628569026181,-163.8051575242685,152.91810663242603,'Fully' adjusted,0.0043242115926966805,7.249765846443743e-72,25792289426264163e50
chemo_or_radioTRUE,0.0515158705859973,0.044234815815881665,1.1646000923892512,0.24418090640002232,-0.035182775275893516,0.13821451644788812,'Fully' adjusted,1.0528658957582806,0.9654289435891173,1.148221836326746
sickle_cell_diseaseTRUE,-0.0904259139772094,0.9959585359028386,-0.09079285002084761,0.9276571914435623,-2.042468774442015,1.861616946487596,'Fully' adjusted,0.9135420120882458,0.12970809524696136,6.434132012047964
permanant_immunosuppressionTRUE,-0.36263561609858097,0.3343155982694404,-1.0847104292343432,0.2780499272586416,-1.0178821481766454,0.2926109159794833,'Fully' adjusted,0.6958399401815797,0.36135943608339594,1.3399213470107374
temporary_immunosuppressionTRUE,0.3110702234756293,0.1035655269875148,3.003607788459667,0.002667990222940435,0.10808552054018933,0.5140549264110692,'Fully' adjusted,1.3648850647939708,1.1141430234255063,1.6720575374335673
aspleniaTRUE,0.19807611290150215,0.14814561965824222,1.337036581698769,0.18121069619561886,-0.09228396609602155,0.4884361918990259,'Fully' adjusted,1.2190551761171786,0.9118461793777268,1.6297655854984716
intel_dis_incl_downs_syndromeTRUE,0.8322834853260386,0.12586407170294986,6.612558087984789,3.777348153546731e-11,0.58559443784069,1.0789725328113873,'Fully' adjusted,2.2985614835410706,1.7960583134040387,2.9416555432462657
psychosis_schiz_bipolarTRUE,0.6012733570440528,0.062081481382408654,9.685228890405135,3.4842718510176783e-22,0.479595889427638,0.7229508246604677,'Fully' adjusted,1.8244404860537782,1.615421461380272,2.060504435980496
lung_cancerTRUE,0.2880541458978396,0.08157661145989606,3.5310874127132643,4.1385495479838463e-4,0.12816692545562594,0.4479413663400533,'Fully' adjusted,1.333829523565292,1.1367427381602773,1.565086926188541
cancer_excl_lung_and_haemTRUE,0.1116969429715571,0.020437616630139974,5.465262657233438,4.6222186867809105e-8,0.0716399504466459,0.15175393549646832,'Fully' adjusted,1.1181739388201375,1.0742684845356532,1.1638738131622484
haematological_cancerTRUE,0.23058259928235955,0.05391267262207241,4.276964729586725,1.894588060071787e-5,0.12491570263279905,0.33624949593192005,'Fully' adjusted,1.2593334830317455,1.1330529356615744,1.3996881977618019
"timesincevax_pwDose 1 (0,3]",-1.3821682550285042,0.06576780423604627,-21.0158795946385,4.6946351356858536e-98,-1.5110707826734355,-1.2532657273835728,'Fully' adjusted,0.25103365754671675,0.22067355798238722,0.285570676421105
"timesincevax_pwDose 1 (3,7]",-0.9182111805625252,0.051785914973408974,-17.73090580776661,2.421021745369431e-70,-1.0197097088168603,-0.8167126523081901,'Fully' adjusted,0.3992325576773214,0.3606996328998479,0.4418818888951605
"timesincevax_pwDose 1 (7,14]",-0.6474117592290394,0.04141414085965853,-15.632625615075417,4.364422467454e-55,-0.7285819837646388,-0.56624153469344,'Fully' adjusted,0.5233987070240982,0.48259282959529015,0.5676549457732998
"timesincevax_pwDose 1 (14,21]",-0.710094451431749,0.047764630158427857,-14.866533019861684,5.435623155706852e-50,-0.8037114062771432,-0.6164774965863548,'Fully' adjusted,0.49159776315553166,0.4476644126034648,0.5398426900500327
"timesincevax_pwDose 1 (21, Inf]",-0.7978489389214903,0.07082000662563248,-11.265869306382106,1.9343347728900396e-29,-0.936653601292618,-0.6590442765503627,'Fully' adjusted,0.4502965384460352,0.3919372214839339,0.5173455375551602
"timesincevax_pwDose 2 (0,3]",-2.250690251813677,0.2063765964675773,-10.905743627607846,1.0820489390900043e-27,-2.6551809481420845,-1.8461995554852695,'Fully' adjusted,0.10532649765877627,0.07028611937178225,0.1578358743976692
"timesincevax_pwDose 2 (3,7]",-1.8143437153604114,0.13813735671629312,-13.13434510757807,2.092942508838146e-39,-2.085087959443908,-1.5435994712769148,'Fully' adjusted,0.1629448114838083,0.12429618666147532,0.21361082992679706
"timesincevax_pwDose 2 (7,14]",-2.19328421502738,0.1472412942875872,-14.89584987444843,3.506967788799627e-50,-2.4818718488681144,-1.904696581186646,'Fully' adjusted,0.11154979286034415,0.08358661754918016,0.1488678050629856
"timesincevax_pwDose 2 (14,21]",-1.8108306266717522,0.7101930464164723,-2.549772397531815,0.010779326568364642,-3.2027834197188207,-0.4188778336246839,'Fully' adjusted,0.16351825775192738,0.040648903410696303,0.6577845495135766
"timesincevax_pwDose 2 (21, Inf]",-6.30464451152555,379.74413507856246,-0.01660234860565056,0.9867538509009082,-750.5894726058212,737.9801835827701,'Fully' adjusted,0.0018277958136128133,0,Inf

