term,estimate.robust,std.error.robust,statistic.robust,p.value.robust,conf.low.robust,conf.high.robust,model,strata,or,or.ll,or.ul
"timesincevax_pw(7,14]",-0.8044664469571166,0.11297020971955571,-7.121049424925157,1.0710837101599818e-12,-1.0258839893333824,-0.5830489045808507,2 Fully adjusted,Female,0.44732653533256655,0.35847943330482035,0.5581938895849824
"timesincevax_pw(14,21]",-1.0167230660568667,0.12937967935970007,-7.858444781194607,3.8893210720204555e-15,-1.270302577933219,-0.7631435541805144,2 Fully adjusted,Female,0.3617785241764117,0.28074666118092867,0.4661986005629245
"timesincevax_pw(21, Inf]",-1.526008518609237,0.1049972484238865,-14.53379532812667,7.400397808326676e-48,-1.7317993439958594,-1.3202176932226144,2 Fully adjusted,Female,0.21740169261468006,0.17696570115062785,0.26707715475044835
"ns(tstop, df = 4)1:regionEast Midlands",-0.42558691193840065,0.35898104178510093,-1.1855414698840068,0.23580342834676896,-1.1291768249698666,0.27800300109306525,2 Fully adjusted,Female,0.6533861924165716,0.32329927880931386,1.3204901601170111
"ns(tstop, df = 4)2:regionEast Midlands",-0.1908834022324688,0.47937562237456877,-0.3981917171485175,0.6904888710087946,-1.1304423571530968,0.7486755526881591,2 Fully adjusted,Female,0.8262289189825278,0.32289039195147634,2.114198017591137
"ns(tstop, df = 4)3:regionEast Midlands",-1.4861206106325127,0.8372043665767347,-1.7750989722009543,0.07588154667703922,-3.127011016822581,0.154769795557556,2 Fully adjusted,Female,0.22624866190932638,0.04384866449585641,1.1673891919923323
"ns(tstop, df = 4)4:regionEast Midlands",1.594153448640512,0.6561210779251945,2.429663521375645,0.015112845878371707,0.30817976640953293,2.8801271308714913,2 Fully adjusted,Female,4.9241587538864575,1.3609456192558775,17.81653806765205
"ns(tstop, df = 4)1:regionLondon",-0.0825981061613138,0.5102676132751847,-0.1618721314314908,0.8714065492508003,-1.082704250657888,0.9175080383352602,2 Fully adjusted,Female,0.9207211050125194,0.33867841482896216,2.50304511919837
"ns(tstop, df = 4)2:regionLondon",-1.2625681097313406,0.82253125779246,-1.5349788810699645,0.12478901569525815,-2.8746997511629924,0.3495635317003112,2 Fully adjusted,Female,0.28292650640953837,0.056433080927245895,1.418448305742947
"ns(tstop, df = 4)3:regionLondon",-2.3300645858540716,1.2920617871931337,-1.8033693194470894,0.0713302326445135,-4.862459154553068,0.20232998284492565,2 Fully adjusted,Female,0.09728946336353154,0.007731447669486263,1.2242519235977567
"ns(tstop, df = 4)4:regionLondon",-0.38486087477379194,1.2558716207981655,-0.30644921694240906,0.7592626399338739,-2.8463240207441394,2.0766022711965557,2 Fully adjusted,Female,0.6805453106389213,0.05805734669781518,7.977318051464708
"ns(tstop, df = 4)1:regionNorth East",-1.0743164432598846,0.5554936367102373,-1.9339851480968113,0.05311495393106264,-2.1630639648531265,0.014431078333357217,2 Fully adjusted,Female,0.3415311314358438,0.11497230969730579,1.014535709049785
"ns(tstop, df = 4)2:regionNorth East",-0.42755696778768704,0.6858268525182697,-0.6234182377341333,0.5330097162636331,-1.7717528983539585,0.9166389627785846,2 Fully adjusted,Female,0.6521002522292596,0.17003467394388974,2.5008707288596237
"ns(tstop, df = 4)3:regionNorth East",-0.4333434340091723,1.2367478066803363,-0.35038949062084657,0.7260464123876444,-2.8573245930615365,1.9906377250431917,2 Fully adjusted,Female,0.6483377923185624,0.0574221826461758,7.32020054929941
"ns(tstop, df = 4)4:regionNorth East",1.802897960463428,0.7595066641260381,2.3737750379557463,0.017607274329001287,0.31429225275823436,3.291503668168622,2 Fully adjusted,Female,6.067204531137829,1.369289856813878,26.8832567768469
"ns(tstop, df = 4)1:regionNorth West",-0.7027977561482869,0.49770825725706674,-1.4120677041234846,0.15793002700064968,-1.6782880151803334,0.2726925028837597,2 Fully adjusted,Female,0.4951979208890719,0.18669331873409656,1.3134962863996367
"ns(tstop, df = 4)2:regionNorth West",0.7321122057720679,0.5827286366015912,1.2563518588028642,0.20898842758625957,-0.41001493472717976,1.8742393462713156,2 Fully adjusted,Female,2.079468237067972,0.6636403387749027,6.515860920927654
"ns(tstop, df = 4)3:regionNorth West",-0.2642986433264117,1.081795098656299,-0.24431488334038287,0.806986957443643,-2.384578075344712,1.8559807886918886,2 Fully adjusted,Female,0.7677442237277672,0.09212784238825808,6.397970231228125
"ns(tstop, df = 4)4:regionNorth West",1.4944426370383508,0.7019788288753707,2.1288998692917476,0.03326254560513307,0.11858941453301886,2.870295859543683,2 Fully adjusted,Female,4.45685177634526,1.1259075420984266,17.64223705197939
"ns(tstop, df = 4)1:regionSouth East",1.0201663722756351,0.5772009421281765,1.7674371225282774,0.07715505054640887,-0.11112668613817855,2.1514594306894486,2 Fully adjusted,Female,2.7736561850707333,0.8948253797763245,8.59739655004439
"ns(tstop, df = 4)2:regionSouth East",-1.3014792168451204,0.9125093109499002,-1.426264040517364,0.15379214026708551,-3.089964601864385,0.48700616817414466,2 Fully adjusted,Female,0.27212895742898535,0.04550356511748227,1.6274366476602786
"ns(tstop, df = 4)3:regionSouth East",-1.3420871022884353,1.3931083015242591,-0.9633759994251708,0.3353588662403231,-4.072529199839749,1.388354995262878,2 Fully adjusted,Female,0.26129973978900195,0.017034250953950465,4.008251034834359
"ns(tstop, df = 4)4:regionSouth East",0.8631403802050546,1.1681244902707961,0.7389112953234636,0.45996086303899936,-1.426341550184914,3.152622310595023,2 Fully adjusted,Female,2.3705935817082597,0.24018602536668382,23.39733929589355
"ns(tstop, df = 4)1:regionSouth West",-0.2944439068704352,0.4332294059953743,-0.6796489407129004,0.4967267731977128,-1.1435579396650497,0.5546701259241792,2 Fully adjusted,Female,0.7449457315070986,0.31868314691837013,1.7413664583674822
"ns(tstop, df = 4)2:regionSouth West",-0.25034544294261524,0.5932300379611086,-0.4220039898907269,0.6730221051882459,-1.413054951893717,0.9123640660084864,2 Fully adjusted,Female,0.7785317982993101,0.24339857527078718,2.4902025835148898
"ns(tstop, df = 4)3:regionSouth West",-1.871822728631125,1.0486846880927145,-1.7849242483319607,0.07427360489413076,-3.9272069484314653,0.18356149116921516,2 Fully adjusted,Female,0.15384299207410027,0.019698615036378198,1.201488844094048
"ns(tstop, df = 4)4:regionSouth West",0.9399934343850519,0.8244607164965596,1.1401312586237387,0.2542316208292228,-0.6759198766162925,2.5559067453863964,2 Fully adjusted,Female,2.559964610532181,0.5086882748733651,12.882975942012067
"ns(tstop, df = 4)1:regionWest Midlands",0.4491507106058009,0.5988883706649543,0.7499740061859984,0.45327036032714035,-0.7246489266573833,1.622950347868985,2 Fully adjusted,Female,1.5669808000300407,0.48449463225129513,5.0680207049006425
"ns(tstop, df = 4)2:regionWest Midlands",0.18740541652021547,0.6965523941208867,0.2690471213680033,0.7878934214635893,-1.1778121893018714,1.5526230223423023,2 Fully adjusted,Female,1.2061161653618877,0.3079517422465928,4.7238446963628435
"ns(tstop, df = 4)3:regionWest Midlands",-1.2866348772629097,1.4380751139674584,-0.8946924015069386,0.37095154168534816,-4.10521030770246,1.5319405531766415,2 Fully adjusted,Female,0.27619866340073673,0.016486551225032293,4.627147341071878
"ns(tstop, df = 4)4:regionWest Midlands",1.461433572200986,0.8961237043627928,1.6308390963055357,0.10292427550359996,-0.2949366140427063,3.217803758444678,2 Fully adjusted,Female,4.3121368589904225,0.7445787818090298,24.97321270085954
"ns(tstop, df = 4)1:regionYorkshire and The Humber",-0.8440487092220703,0.4244889200254043,-1.9883880812991697,0.04676878594353177,-1.6760317043081658,-0.012065714135974792,2 Fully adjusted,Female,0.42996618659069974,0.18711503247866085,0.9880067847164106
"ns(tstop, df = 4)2:regionYorkshire and The Humber",-0.032100800052630316,0.5473769201040337,-0.058644781819681545,0.9532350413052036,-1.104939849424995,1.0407382493197341,2 Fully adjusted,Female,0.9684089614849144,0.3312308053661835,2.8313064530562384
"ns(tstop, df = 4)3:regionYorkshire and The Humber",-2.0927705929541847,0.9424517078328946,-2.2205600303556903,0.026380775523202022,-3.9399419974749232,-0.2455991884334463,2 Fully adjusted,Female,0.12334492339500606,0.019449342823664235,0.7822356912136332
"ns(tstop, df = 4)4:regionYorkshire and The Humber",1.2093072212338005,0.7881217717463946,1.5344167165362066,0.12492716770103758,-0.3353830668210298,2.753997509288631,2 Fully adjusted,Female,3.3511622341429264,0.7150641165435814,15.705288602412134
(Intercept),-7.694425262510378,0.03182206109275895,-241.79531426583895,0,-7.756795356166019,-7.632055168854737,0 Unadjusted,Male,4.5535862506642066e-4,4.2782541427801066e-4,4.846637682156006e-4
"timesincevax_pw(0,1]",-1.167231945975073,0.40946226805826536,-2.8506459252284,0.00436305249087891,-1.9697632443973583,-0.36470064755278775,0 Unadjusted,Male,0.3112272438591758,0.1394898773158977,0.6944044914515057
"timesincevax_pw(1,4]",-1.2844479080655233,0.25195353781500696,-5.097955437357699,3.433416151807462e-7,-1.7782677679603873,-0.7906280481706592,0 Unadjusted,Male,0.2768033623579354,0.16893052082670887,0.4535598483784727
"timesincevax_pw(4,7]",-0.47187780785189865,0.1696976384271121,-2.7806975525742383,0.0054242245642080016,-0.8044790674305387,-0.1392765482732587,0 Unadjusted,Male,0.6238297353561781,0.44732088989554053,0.8699874016736346
"timesincevax_pw(7,14]",-0.6956568202229806,0.12625967564219456,-5.509730772589597,3.5938294805919584e-8,-0.943121237181391,-0.4481924032645702,0 Unadjusted,Male,0.4987467534249145,0.3894104940285151,0.6387817685100123
"timesincevax_pw(14,21]",-0.7859848978800934,0.13193737765212818,-5.957257237236102,2.565063307319832e-9,-1.0445774062929245,-0.5273923894672624,0 Unadjusted,Male,0.45567069160916307,0.35184047353570946,0.590141825086247
"timesincevax_pw(21, Inf]",-1.529211258391447,0.09053584361625207,-16.89067221677646,5.2699145748042905e-64,-1.7066582511892516,-1.3517642655936424,0 Unadjusted,Male,0.216706525379129,0.18147121168031546,0.2587832951962877
(Intercept),-36.291827865768475,8.77931350589476,-4.1337888026667216,3.5683140290811076e-5,-53.49896614630828,-19.084689585228677,"1 Age, sex, IMD",Male,1.7324448554967624e-16,5.8303444768134584e-24,5.147835070934894e-9
age,0.5941903965375808,0.20109729400914514,2.9547408853276727,0.003129317528229437,0.200046942891194,0.9883338501839676,"1 Age, sex, IMD",Male,1.811563702851932,1.2214600956827342,2.686754205962221
I(age * age),-0.002985833353256203,0.0011498643740253988,-2.596683070372481,0.009412873050983546,-0.005239526113451678,-7.321405930607282e-4,"1 Age, sex, IMD",Male,0.9970186198139096,0.9947741762617321,0.9992681273564671
imd2,-0.06951826149285255,0.08907831093344484,-0.7804173739306007,0.43514524466932064,-0.24410854272606491,0.10507201974035983,"1 Age, sex, IMD",Male,0.932843098121443,0.7834025969943734,1.110790606326088
imd3,-0.3383670725540546,0.0899734873942715,-3.760741995820405,1.6941009403584844e-4,-0.5147118674102953,-0.162022277697814,"1 Age, sex, IMD",Male,0.7129335415253075,0.5976727788166633,0.8504222588791033
imd4,-0.3477562180344666,0.08937554344030063,-3.890955004561781,9.985044962961421e-5,-0.5229290642761508,-0.17258337179278233,"1 Age, sex, IMD",Male,0.7062710313695973,0.5927817069035092,0.8414881295131981
imd5 least deprived,-0.4174826962166038,0.09141343694766392,-4.566972976364746,4.94817773411175e-6,-0.5966497403370481,-0.23831565209615943,"1 Age, sex, IMD",Male,0.6587028898015491,0.5506533810201768,0.7879539325247755
ethnicityMixed,-0.645558797167898,0.6133267268025971,-1.052552854713072,0.2925459742721286,-1.8476570924568252,0.5565394981210292,"1 Age, sex, IMD",Male,0.5243694440627668,0.15760599034824477,1.7446247649542925
ethnicitySouth Asian,0.17850438428920828,0.23477235450070136,0.7603296592089808,0.44705755747977005,-0.2816409750978363,0.6386497436762528,"1 Age, sex, IMD",Male,1.1954281243646143,0.7545445361872181,1.8939218720514643
ethnicityWhite,-0.05136686034190444,0.20434602129904056,-0.2513719622009867,0.8015265428193944,-0.45187770247207865,0.3491439817882697,"1 Age, sex, IMD",Male,0.9499301149139768,0.6364319990259955,1.4178533207027253
ethnicityOther,-0.13547938654603386,0.38991694071865607,-0.3474570412260923,0.7282479865979732,-0.8997025473166389,0.6287437742245712,"1 Age, sex, IMD",Male,0.8732971644138396,0.40669061296490094,1.8752533573698995
"timesincevax_pw(0,1]",-1.121102552631343,0.4096900586703995,-2.7364651128459117,0.006210317963392047,-1.9240803124494275,-0.31812479281325845,"1 Age, sex, IMD",Male,0.3259202522205571,0.14600997868535034,0.7275119944810275
"timesincevax_pw(1,4]",-1.2382460940720084,0.25214015819214736,-4.910943591652638,9.063916188829944e-7,-1.732431723184849,-0.7440604649591678,"1 Age, sex, IMD",Male,0.2898922159945369,0.17685382710119382,0.47518053904560353
"timesincevax_pw(4,7]",-0.42544954792613526,0.16980958387520056,-2.5054507420430054,0.012229543145879667,-0.7582702165512618,-0.09262887930100872,"1 Age, sex, IMD",Male,0.6534759503301332,0.4684760887227106,0.9115317258222516
"timesincevax_pw(7,14]",-0.64896555875533,0.12656133133606068,-5.127676454604603,2.933399993864281e-7,-0.8970212100094495,-0.4009099075012106,"1 Age, sex, IMD",Male,0.5225860818528589,0.4077825509507431,0.66971039420299
"timesincevax_pw(14,21]",-0.7389051593441843,0.13201122315033578,-5.597290455393412,2.1772776597175626e-8,-0.9976424022739225,-0.48016791641444606,"1 Age, sex, IMD",Male,0.4776365652901029,0.36874777609543685,0.6186794966407659
"timesincevax_pw(21, Inf]",-1.4869099576393532,0.09100480716513965,-16.338806750517787,5.226577532763151e-60,-1.6652761021030396,-1.3085438131756668,"1 Age, sex, IMD",Male,0.22607014367093425,0.18913842925400037,0.2702132510086704
(Intercept),-31.475902086822128,8.843101676863744,-3.5593735362302463,3.7174048662500506e-4,-48.808062885100824,-14.143741288543435,2 Fully adjusted,Male,2.1388947316930976e-14,6.352250507641475e-22,7.201968291019231e-7
