stratum,brand_descr,var_label,label,HR,CI,HR_ECI
all,Any vaccine,Time since suspected COVID,22-28,1.00,(0.78-1.27),1.00 (0.78-1.27)
all,Any vaccine,Time since suspected COVID,29+,1.12,(0.94-1.35),1.12 (0.94-1.35)
all,Any vaccine,Time since discharge from infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
all,Any vaccine,Time since discharge from infectious hosp admission,In hospital,0.79,(0.77-0.80),0.79 (0.77-0.80)
all,Any vaccine,Time since discharge from infectious hosp admission,1-21,0.61,(0.58-0.64),0.61 (0.58-0.64)
all,Any vaccine,Time since discharge from infectious hosp admission,22-28,0.88,(0.81-0.96),0.88 (0.81-0.96)
all,Any vaccine,Time since discharge from non-infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
all,Any vaccine,Time since discharge from non-infectious hosp admission,In hospital,0.93,(0.90-0.97),0.93 (0.90-0.97)
all,Any vaccine,Time since discharge from non-infectious hosp admission,1-21,0.65,(0.55-0.75),0.65 (0.55-0.75)
all,Any vaccine,Time since discharge from non-infectious hosp admission,22-28,0.96,(0.77-1.20),0.96 (0.77-1.20)
all,BNT162b2,Age,Age,1.66,(1.56-1.76),1.66 (1.56-1.76)
all,BNT162b2,Age,Age²,1.00,(1.00-1.00),1.00 (1.00-1.00)
all,BNT162b2,Sex,Female,1,(NA-NA),1 (NA-NA)
all,BNT162b2,Sex,Male,1.12,(1.11-1.14),1.12 (1.11-1.14)
all,BNT162b2,IMD,1 most deprived,1,(NA-NA),1 (NA-NA)
all,BNT162b2,IMD,2,1.15,(1.13-1.17),1.15 (1.13-1.17)
all,BNT162b2,IMD,3,1.17,(1.14-1.19),1.17 (1.14-1.19)
all,BNT162b2,IMD,4,1.27,(1.25-1.30),1.27 (1.25-1.30)
all,BNT162b2,IMD,5 least deprived,1.33,(1.30-1.35),1.33 (1.30-1.35)
all,BNT162b2,Ethnicity,White,1,(NA-NA),1 (NA-NA)
all,BNT162b2,Ethnicity,Black,0.46,(0.42-0.51),0.46 (0.42-0.51)
all,BNT162b2,Ethnicity,South Asian,0.49,(0.47-0.52),0.49 (0.47-0.52)
all,BNT162b2,Ethnicity,Mixed,0.68,(0.58-0.79),0.68 (0.58-0.79)
all,BNT162b2,Ethnicity,Other,0.70,(0.63-0.79),0.70 (0.63-0.79)
all,BNT162b2,Body Mass Index,Not obese,1,(NA-NA),1 (NA-NA)
all,BNT162b2,Body Mass Index,Obese I (30-34.9),1.02,(1.00-1.03),1.02 (1.00-1.03)
all,BNT162b2,Body Mass Index,Obese II (35-39.9),0.91,(0.87-0.95),0.91 (0.87-0.95)
all,BNT162b2,Body Mass Index,Obese III (40+),0.77,(0.72-0.83),0.77 (0.72-0.83)
all,BNT162b2,Heart failure,Heart failure,0.94,(0.91-0.96),0.94 (0.91-0.96)
all,BNT162b2,Other heart disease,Other heart disease,1.02,(0.99-1.05),1.02 (0.99-1.05)
all,BNT162b2,Dialysis,Dialysis,0.98,(0.84-1.15),0.98 (0.84-1.15)
all,BNT162b2,Diabetes,Diabetes,0.95,(0.92-0.98),0.95 (0.92-0.98)
all,BNT162b2,Chronic liver disease,Chronic liver disease,0.87,(0.79-0.94),0.87 (0.79-0.94)
all,BNT162b2,COPD,COPD,0.96,(0.93-1.00),0.96 (0.93-1.00)
all,BNT162b2,Other respiratory conditions,Other respiratory conditions,0.94,(0.91-0.98),0.94 (0.91-0.98)
all,BNT162b2,Lung Cancer,Lung Cancer,1.02,(0.94-1.11),1.02 (0.94-1.11)
all,BNT162b2,Haematological cancer,Haematological cancer,1.01,(0.96-1.07),1.01 (0.96-1.07)
all,BNT162b2,"Cancer excl. lung, haemo","Cancer excl. lung, haemo",1.02,(0.99-1.06),1.02 (0.99-1.06)
all,BNT162b2,Immunosuppressed,Immunosuppressed,1.01,(0.97-1.05),1.01 (0.97-1.05)
all,BNT162b2,Dementia,Dementia,0.72,(0.69-0.75),0.72 (0.69-0.75)
all,BNT162b2,Other neurological conditions,Other neurological conditions,0.77,(0.73-0.81),0.77 (0.73-0.81)
all,BNT162b2,Learning disabilities,Learning disabilities,0.57,(0.42-0.78),0.57 (0.42-0.78)
all,BNT162b2,Serious mental illness,Serious mental illness,0.63,(0.57-0.69),0.63 (0.57-0.69)
all,BNT162b2,Morbidity count,0,1,(NA-NA),1 (NA-NA)
all,BNT162b2,Morbidity count,1,1.02,(0.99-1.06),1.02 (0.99-1.06)
all,BNT162b2,Morbidity count,2,1.05,(0.99-1.12),1.05 (0.99-1.12)
all,BNT162b2,Morbidity count,3,1.10,(1.00-1.20),1.10 (1.00-1.20)
all,BNT162b2,Morbidity count,4+,1.13,(0.99-1.29),1.13 (0.99-1.29)
all,BNT162b2,Shielding criteria met,Shielding criteria met,1.01,(0.99-1.03),1.01 (0.99-1.03)
all,BNT162b2,Flu vaccine in previous 5 years,Flu vaccine in previous 5 years,1.86,(1.82-1.91),1.86 (1.82-1.91)
all,BNT162b2,Frailty,None,1,(NA-NA),1 (NA-NA)
all,BNT162b2,Frailty,Mild,1.11,(1.08-1.14),1.11 (1.08-1.14)
all,BNT162b2,Frailty,Moderate,1.05,(1.03-1.08),1.05 (1.03-1.08)
all,BNT162b2,Frailty,Severe,0.91,(0.89-0.94),0.91 (0.89-0.94)
all,BNT162b2,region,Midlands,1,(NA-NA),1 (NA-NA)
all,BNT162b2,region,North East and Yorkshire,0.11,(0.05-0.25),0.11 (0.05-0.25)
all,BNT162b2,region,East of England,45.28,(21.06-97.35),45.28 (21.06-97.35)
all,BNT162b2,region,South East,1.79,(0.44-7.32),1.79 (0.44-7.32)
all,BNT162b2,region,South West,0.00,(0.00-0.00),0.00 (0.00-0.00)
all,BNT162b2,region,North West,1.22,(0.44-3.38),1.22 (0.44-3.38)
all,BNT162b2,region,London,0.01,(0.00-3.59),0.01 (0.00-3.59)
all,BNT162b2,Time since positive SARS-CoV-2 test,No positive test,1,(NA-NA),1 (NA-NA)
all,BNT162b2,Time since positive SARS-CoV-2 test,1-21,0.05,(0.04-0.06),0.05 (0.04-0.06)
all,BNT162b2,Time since positive SARS-CoV-2 test,22-28,0.26,(0.20-0.34),0.26 (0.20-0.34)
all,BNT162b2,Time since positive SARS-CoV-2 test,29+,0.66,(0.55-0.79),0.66 (0.55-0.79)
all,BNT162b2,Time since suspected COVID,Not suspected,1,(NA-NA),1 (NA-NA)
all,BNT162b2,Time since suspected COVID,1-21,1.54,(1.37-1.74),1.54 (1.37-1.74)
all,BNT162b2,Time since suspected COVID,22-28,0.89,(0.65-1.22),0.89 (0.65-1.22)
all,BNT162b2,Time since suspected COVID,29+,1.27,(1.00-1.61),1.27 (1.00-1.61)
all,BNT162b2,Time since discharge from infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
all,BNT162b2,Time since discharge from infectious hosp admission,In hospital,0.88,(0.86-0.89),0.88 (0.86-0.89)
all,BNT162b2,Time since discharge from infectious hosp admission,1-21,0.47,(0.44-0.50),0.47 (0.44-0.50)
all,BNT162b2,Time since discharge from infectious hosp admission,22-28,0.67,(0.58-0.76),0.67 (0.58-0.76)
all,BNT162b2,Time since discharge from non-infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
all,BNT162b2,Time since discharge from non-infectious hosp admission,In hospital,0.95,(0.92-0.99),0.95 (0.92-0.99)
all,BNT162b2,Time since discharge from non-infectious hosp admission,1-21,0.50,(0.40-0.62),0.50 (0.40-0.62)
all,BNT162b2,Time since discharge from non-infectious hosp admission,22-28,0.78,(0.56-1.09),0.78 (0.56-1.09)
all,ChAdOx1,Age,Age,0.97,(0.91-1.04),0.97 (0.91-1.04)
all,ChAdOx1,Age,Age²,1.00,(1.00-1.00),1.00 (1.00-1.00)
all,ChAdOx1,Sex,Female,1,(NA-NA),1 (NA-NA)
all,ChAdOx1,Sex,Male,0.97,(0.95-0.99),0.97 (0.95-0.99)
all,ChAdOx1,IMD,1 most deprived,1,(NA-NA),1 (NA-NA)
all,ChAdOx1,IMD,2,1.08,(1.05-1.11),1.08 (1.05-1.11)
all,ChAdOx1,IMD,3,1.21,(1.18-1.25),1.21 (1.18-1.25)
all,ChAdOx1,IMD,4,1.31,(1.27-1.35),1.31 (1.27-1.35)
all,ChAdOx1,IMD,5 least deprived,1.33,(1.29-1.37),1.33 (1.29-1.37)
all,ChAdOx1,Ethnicity,White,1,(NA-NA),1 (NA-NA)
all,ChAdOx1,Ethnicity,Black,0.47,(0.43-0.52),0.47 (0.43-0.52)
all,ChAdOx1,Ethnicity,South Asian,0.46,(0.44-0.49),0.46 (0.44-0.49)
all,ChAdOx1,Ethnicity,Mixed,0.68,(0.57-0.82),0.68 (0.57-0.82)
all,ChAdOx1,Ethnicity,Other,0.60,(0.52-0.69),0.60 (0.52-0.69)
all,ChAdOx1,Body Mass Index,Not obese,1,(NA-NA),1 (NA-NA)
all,ChAdOx1,Body Mass Index,Obese I (30-34.9),0.99,(0.96-1.02),0.99 (0.96-1.02)
all,ChAdOx1,Body Mass Index,Obese II (35-39.9),1.02,(0.96-1.08),1.02 (0.96-1.08)
all,ChAdOx1,Body Mass Index,Obese III (40+),1.00,(0.92-1.08),1.00 (0.92-1.08)
all,ChAdOx1,Heart failure,Heart failure,1.00,(0.97-1.03),1.00 (0.97-1.03)
all,ChAdOx1,Other heart disease,Other heart disease,1.03,(0.99-1.07),1.03 (0.99-1.07)
all,ChAdOx1,Dialysis,Dialysis,1.06,(0.86-1.32),1.06 (0.86-1.32)
all,ChAdOx1,Diabetes,Diabetes,1.01,(0.96-1.05),1.01 (0.96-1.05)
all,ChAdOx1,Chronic liver disease,Chronic liver disease,1.07,(0.96-1.20),1.07 (0.96-1.20)
all,ChAdOx1,COPD,COPD,0.96,(0.92-1.00),0.96 (0.92-1.00)
all,ChAdOx1,Other respiratory conditions,Other respiratory conditions,0.98,(0.94-1.03),0.98 (0.94-1.03)
all,ChAdOx1,Lung Cancer,Lung Cancer,0.99,(0.87-1.12),0.99 (0.87-1.12)
all,ChAdOx1,Haematological cancer,Haematological cancer,1.00,(0.92-1.08),1.00 (0.92-1.08)
all,ChAdOx1,"Cancer excl. lung, haemo","Cancer excl. lung, haemo",1.07,(1.02-1.11),1.07 (1.02-1.11)
all,ChAdOx1,Immunosuppressed,Immunosuppressed,1.04,(0.99-1.09),1.04 (0.99-1.09)
all,ChAdOx1,Dementia,Dementia,1.00,(0.95-1.04),1.00 (0.95-1.04)
all,ChAdOx1,Other neurological conditions,Other neurological conditions,1.00,(0.95-1.07),1.00 (0.95-1.07)
all,ChAdOx1,Learning disabilities,Learning disabilities,0.95,(0.75-1.20),0.95 (0.75-1.20)
all,ChAdOx1,Serious mental illness,Serious mental illness,0.84,(0.77-0.93),0.84 (0.77-0.93)
all,ChAdOx1,Morbidity count,0,1,(NA-NA),1 (NA-NA)
all,ChAdOx1,Morbidity count,1,0.98,(0.93-1.02),0.98 (0.93-1.02)
all,ChAdOx1,Morbidity count,2,0.94,(0.87-1.01),0.94 (0.87-1.01)
all,ChAdOx1,Morbidity count,3,0.93,(0.83-1.05),0.93 (0.83-1.05)
all,ChAdOx1,Morbidity count,4+,0.90,(0.76-1.06),0.90 (0.76-1.06)
all,ChAdOx1,Shielding criteria met,Shielding criteria met,1.04,(1.01-1.07),1.04 (1.01-1.07)
all,ChAdOx1,Flu vaccine in previous 5 years,Flu vaccine in previous 5 years,2.02,(1.97-2.08),2.02 (1.97-2.08)
all,ChAdOx1,Frailty,None,1,(NA-NA),1 (NA-NA)
all,ChAdOx1,Frailty,Mild,1.33,(1.26-1.39),1.33 (1.26-1.39)
all,ChAdOx1,Frailty,Moderate,1.38,(1.31-1.45),1.38 (1.31-1.45)
all,ChAdOx1,Frailty,Severe,1.43,(1.36-1.50),1.43 (1.36-1.50)
all,ChAdOx1,region,Midlands,1,(NA-NA),1 (NA-NA)
all,ChAdOx1,region,North East and Yorkshire,0.09,(0.04-0.21),0.09 (0.04-0.21)
all,ChAdOx1,region,East of England,0.11,(0.05-0.25),0.11 (0.05-0.25)
all,ChAdOx1,region,South East,0.26,(0.07-0.95),0.26 (0.07-0.95)
all,ChAdOx1,region,South West,0.00,(0.00-1.27),0.00 (0.00-1.27)
all,ChAdOx1,region,North West,0.06,(0.01-0.36),0.06 (0.01-0.36)
all,ChAdOx1,region,London,0.00,(0.00-14 461 171 863.56),0.00 (0.00-14 461 171 863.56)
all,ChAdOx1,Time since positive SARS-CoV-2 test,No positive test,1,(NA-NA),1 (NA-NA)
all,ChAdOx1,Time since positive SARS-CoV-2 test,1-21,0.17,(0.15-0.20),0.17 (0.15-0.20)
all,ChAdOx1,Time since positive SARS-CoV-2 test,22-28,0.38,(0.32-0.44),0.38 (0.32-0.44)
all,ChAdOx1,Time since positive SARS-CoV-2 test,29+,1.49,(1.40-1.59),1.49 (1.40-1.59)
all,ChAdOx1,Time since suspected COVID,Not suspected,1,(NA-NA),1 (NA-NA)
all,ChAdOx1,Time since suspected COVID,1-21,1.18,(1.00-1.39),1.18 (1.00-1.39)
all,ChAdOx1,Time since suspected COVID,22-28,1.16,(0.85-1.58),1.16 (0.85-1.58)
all,ChAdOx1,Time since suspected COVID,29+,1.06,(0.91-1.23),1.06 (0.91-1.23)
all,ChAdOx1,Time since discharge from infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
all,ChAdOx1,Time since discharge from infectious hosp admission,In hospital,0.07,(0.06-0.09),0.07 (0.06-0.09)
all,ChAdOx1,Time since discharge from infectious hosp admission,1-21,0.81,(0.76-0.85),0.81 (0.76-0.85)
all,ChAdOx1,Time since discharge from infectious hosp admission,22-28,1.07,(0.98-1.18),1.07 (0.98-1.18)
all,ChAdOx1,Time since discharge from non-infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
all,ChAdOx1,Time since discharge from non-infectious hosp admission,In hospital,0.38,(0.29-0.51),0.38 (0.29-0.51)
all,ChAdOx1,Time since discharge from non-infectious hosp admission,1-21,0.89,(0.75-1.06),0.89 (0.75-1.06)
all,ChAdOx1,Time since discharge from non-infectious hosp admission,22-28,1.36,(1.05-1.75),1.36 (1.05-1.75)
