term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,or,or.ll,or.ul
"timesincevax_pwDose 1 (0,3]",-1.4129363406885675,0.15173292299931856,-9.31199579339095,1.2545249300486417e-20,-1.7103274050362212,-1.115545276340914,"1 Age, sex, IMD",0.24342744678134018,0.18080658593855037,0.3277365231962374
"timesincevax_pwDose 1 (3,7]",-0.8983335814791941,0.102464947535515,-8.767228238396608,1.8311834115358126e-18,-1.0991611883265895,-0.6975059746317985,"1 Age, sex, IMD",0.4072477397772382,0.3331504169864595,0.4978253458419353
"timesincevax_pwDose 1 (7,14]",-0.6975045251848417,0.07126626351087921,-9.787303147699944,1.2765527844596292e-22,-0.837183834978906,-0.5578252153907775,"1 Age, sex, IMD",0.4978260674138908,0.4329280050142939,0.5724526723296571
"timesincevax_pwDose 1 (14,21]",-0.7561910874557789,0.07346011253973768,-10.293900476217257,7.507231280424282e-25,-0.9001702623339239,-0.6122119125776339,"1 Age, sex, IMD",0.469451124250441,0.40650044213417186,0.5421503526612689
"timesincevax_pwDose 1 (21, Inf]",-1.35526665770442,0.06434831234889568,-21.06141728094099,1.7971718169166076e-98,-1.4813870323741893,-1.2291462830346505,"1 Age, sex, IMD",0.2578785199884536,0.22732216641061953,0.2925422193597773
"timesincevax_pwDose 2 (0,3]",-2.131348202498517,0.5002781787163537,-4.260326140882796,2.0412881714005126e-5,-3.111875415033863,-1.1508209899631714,"1 Age, sex, IMD",0.11867718506970307,0.0445173884239237,0.31637692045069843
"timesincevax_pwDose 2 (3,7]",-1.1622764331731752,0.26782977709456574,-4.339608708865844,1.4273664385850741e-5,-1.6872131502659147,-0.6373397160804357,"1 Age, sex, IMD",0.3127733621909978,0.18503446938379714,0.5286970391086899
"timesincevax_pwDose 2 (7,14]",-1.6502228680230662,0.2587777618096202,-6.376988719908305,1.8060375740306047e-10,-2.1574179611698066,-1.143027774876326,"1 Age, sex, IMD",0.19200711160650988,0.11562327974170464,0.3188521462964272
"timesincevax_pwDose 2 (14,21]",-1.957501276209048,0.30200234582681285,-6.481741957499901,9.066961667456569e-11,-2.5494149972762115,-1.3655875551418846,"1 Age, sex, IMD",0.1412108273083107,0.07812735735192103,0.2552306698315227
"timesincevax_pwDose 2 (21, Inf]",-2.2058682010725734,0.18647000745198944,-11.829613948186921,2.7440088696036696e-32,-2.5713426998753883,-1.8403937022697587,"1 Age, sex, IMD",0.1101548472200818,0.07643285011652488,0.15875491163263786
(Intercept),-17.49005647136209,4.515402359726496,-3.8734214756492906,1.0731799526525381e-4,-26.340082472133194,-8.64003047059099,2  + co-morbidities,2.5360918961997525e-8,3.6361980491512944e-12,1.7688151247623212e-4
age,0.16382708535777826,0.10306751447560278,1.5895123326812926,0.111944771979217,-0.03818153099046381,0.3658357017060203,2  + co-morbidities,1.178010602198946,0.9625381945189281,1.441718351329106
I(age * age),-5.867107915483396e-4,5.867130662130701e-4,-0.9999961230372026,0.3173123840895452,-0.0017366472705850206,5.632256874883414e-4,2  + co-morbidities,0.9994134612895725,0.9982648598287267,1.0005633843288582
sexMale,-0.011971743905955833,0.03125477238060761,-0.38303730899617244,0.7016921011959352,-0.07322997211694394,0.049286484305032276,2  + co-morbidities,0.9880996323036169,0.9293870723350952,1.0505212654889589
imd2,-0.12427661601724975,0.05026053225421409,-2.4726482280105535,0.013411608300479931,-0.22278544907932307,-0.025767782955176413,2  + co-morbidities,0.8831355176628631,0.8002865330889171,0.9745613730963507
imd3,-0.20244719863321042,0.04831665827745315,-4.190008288045904,2.7894426566831795e-5,-0.29714610871034763,-0.10774828855607319,2  + co-morbidities,0.8167296058991051,0.7429354550903368,0.8978535680074639
imd4,-0.30166703797101013,0.049318921278807035,-6.116659289152787,9.555736678052705e-10,-0.398330347433838,-0.20500372850818227,2  + co-morbidities,0.7395842773791573,0.671440182479776,0.8146442789978922
imd5 most deprived,-0.3270356075182174,0.049934197063543406,-6.549331455195937,5.7795227611551533e-11,-0.4249048353596882,-0.22916637967674663,2  + co-morbidities,0.7210580674812148,0.6538320038567603,0.795196218008392
chronic_cardiac_diseaseTRUE,0.3304848330135779,0.03130113496719711,10.558238011494428,4.653138756526626e-26,0.26913573580264427,0.3918339302245115,2  + co-morbidities,1.391642679242324,1.308832784458434,1.4796919588854163
current_copdTRUE,0.3249132381438698,0.04399500196997748,7.38523067610255,1.5218930117236005e-13,0.23868461878294522,0.4111418575047944,2  + co-morbidities,1.3839105701220427,1.2695780723601018,1.5085393390067068
dementiaTRUE,0.902741354411165,0.038447950115640644,23.479570476344573,6.596496275781648e-122,0.8273847569051167,0.9780979519172133,2  + co-morbidities,2.466355005434629,2.2873289900047493,2.6593931347059168
dialysisTRUE,1.0974644839322019,0.21800858269006854,5.034042561032608,4.802429744863141e-7,0.6701755135390454,1.5247534543253582,2  + co-morbidities,2.9965585612199703,1.9545803458461226,4.594010796181213
solid_organ_transplantationTRUE,-0.090837946137386,0.5882825931004115,-0.15441209242422926,0.8772848196320068,-1.2438506413460237,1.0621747490712516,2  + co-morbidities,0.9131656809351861,0.28827204576686455,2.8926549524410095
chemo_or_radioTRUE,0.06651713843510615,0.08416750644399253,0.7902947496652828,0.4293556523367857,-0.09844814286366207,0.23148241973387437,2  + co-morbidities,1.0687792811225625,0.9062426865463263,1.2604671670345875
sickle_cell_diseaseTRUE,0.9825791654974758,1.001228730943639,0.9813733217298046,0.3264086771667277,-0.9797930874388001,2.9449514184337517,2  + co-morbidities,2.671337185269572,0.3753887634667248,19.009738841148113
permanant_immunosuppressionTRUE,-0.6271095283192099,0.707486972562834,-0.8863902130205152,0.3754072912364876,-2.0137585140736416,0.7595394574352219,2  + co-morbidities,0.5341334695263628,0.13348602155547826,2.137291680010829
temporary_immunosuppressionTRUE,0.31052889867350325,0.19054539117868255,1.6296846475930087,0.10316816373630955,-0.06293320545681058,0.6839910028038171,2  + co-morbidities,1.3641464185981365,0.9390061920841389,1.9817712247922834
aspleniaTRUE,0.4424597058458254,0.25118555232149564,1.7614854905329724,0.07815626666746615,-0.04985493014110731,0.9347743418327581,2  + co-morbidities,1.55653112244506,0.9513674292290221,2.5466387230677854
intel_dis_incl_downs_syndromeTRUE,0.785756180335539,0.24370565805415442,3.2242016316294726,0.0012632441995484142,0.30810186772076265,1.2634104929503152,2  + co-morbidities,2.194065422726004,1.3608396075057916,3.5374654387264752
psychosis_schiz_bipolarTRUE,0.7449561137914936,0.11339483365114582,6.5695772003451065,5.045832884355599e-11,0.5227063238023373,0.96720590378065,2  + co-morbidities,2.106348993281178,1.686585926467775,2.630584076311158
lung_cancerTRUE,0.10850799343920572,0.170597977258829,0.6360450175477687,0.524747080653512,-0.22585789782348223,0.4428738847018937,2  + co-morbidities,1.114613818100525,0.7978314671987223,1.5571759382501076
cancer_excl_lung_and_haemTRUE,0.1436475400925344,0.03906504635693041,3.677137325783573,2.3586607659219092e-4,0.06708145617856316,0.22021362400650563,2  + co-morbidities,1.154477129904926,1.0693825824455496,1.2463429509254975
haematological_cancerTRUE,0.3594885303309862,0.09690071224102291,3.709864685378409,2.0737005186495652e-4,0.1695666242623018,0.5494104363996706,2  + co-morbidities,1.4325964974874914,1.1847912802486864,1.732231456145293
"timesincevax_pwDose 1 (0,3]",-1.3832011646975706,0.15174807043369445,-9.115115340474482,7.858683585614956e-20,-1.680621917471059,-1.0857804119240821,2  + co-morbidities,0.25077449632268434,0.18625810284307773,0.3376381861833897
"timesincevax_pwDose 1 (3,7]",-0.8683587283508045,0.10248696561989672,-8.472869921540756,2.3941988904628586e-17,-1.0692294898505967,-0.6674879668510123,2  + co-morbidities,0.4196397271367523,0.3432729108085241,0.5129956225693386
"timesincevax_pwDose 1 (7,14]",-0.6670105594133166,0.07129741403540281,-9.355326114382096,8.334221229860889e-21,-0.8067509231135466,-0.5272701957130865,2  + co-morbidities,0.5132405889647955,0.44630579490097244,0.5902139411373263
"timesincevax_pwDose 1 (14,21]",-0.7251063978916152,0.07349109820676862,-9.866588139035757,5.810751965605036e-23,-0.8691463035611778,-0.5810664922220526,2  + co-morbidities,0.4842730405836718,0.4193093594021671,0.5593015576149397
"timesincevax_pwDose 1 (21, Inf]",-1.3282757833261138,0.06437680378041113,-20.632832096741772,1.392510545010623e-94,-1.4544520001755217,-1.202099566476706,2  + co-morbidities,0.2649336707649533,0.23352830231151386,0.3005624980365904
"timesincevax_pwDose 2 (0,3]",-2.0961733941888907,0.5002850235200837,-4.189958315041866,2.790057051054678e-5,-3.0767140222930287,-1.115632766084753,2  + co-morbidities,0.12292591843698382,0.04611052613979623,0.32770785086606197
"timesincevax_pwDose 2 (3,7]",-1.1267334391602728,0.2678480469859879,-4.206614354067761,2.5922494068928026e-5,-1.6517059645822012,-0.6017609137383444,2  + co-morbidities,0.32409018953594465,0.19172255758266182,0.5478460765273203
"timesincevax_pwDose 2 (7,14]",-1.61441836055386,0.25879486722333733,-6.238216305737754,4.425883889924536e-10,-2.1216469796954263,-1.1071897414122938,2  + co-morbidities,0.19900638674953983,0.11983410156257648,0.3304864095503461
"timesincevax_pwDose 2 (14,21]",-1.9216540369655812,0.30201626262582515,-6.362750205098599,1.9817284342137497e-10,-2.513595034457589,-1.3297130394735737,2  + co-morbidities,0.14636466923152006,0.08097660165819281,0.2645531667243638
"timesincevax_pwDose 2 (21, Inf]",-2.170362067787339,0.1864897453693475,-11.637970031482878,2.6422970100216244e-31,-2.5358752521973056,-1.8048488833773728,2  + co-morbidities,0.11413628435676265,0.07919237562179764,0.16449931327962444
(Intercept),-18.89782028425308,4.514018538294978,-4.186473786922265,2.833216365991783e-5,-27.745134044857373,-10.050506523648787,3  + spatio-temporal trends,6.205559306904021e-9,8.921571998364583e-13,4.316387999621831e-5
age,0.1817744382092627,0.10301105453657454,1.7646109830350574,0.07762916833865746,-0.0201235186919147,0.3836723951104401,3  + spatio-temporal trends,1.1993436372688668,0.9800776079258846,1.4676645488324347
I(age * age),-7.008186553109785e-4,5.864110429310604e-4,-1.1950979841854172,0.23204874949867746,-0.0018501631795924283,4.485258689704712e-4,3  + spatio-temporal trends,0.9992994268607254,0.9981515473172411,1.0004486264717385
sexMale,-0.005813322481642461,0.03125996283473023,-0.185967031131073,0.8524706156423061,-0.06708172379577432,0.05545507883248939,3  + spatio-temporal trends,0.9942035421817609,0.9351187767580292,1.0570215333645565
imd2,-0.11863129099724523,0.05111328966027343,-2.3209480701737837,0.020289646714358272,-0.21881149786274467,-0.018451084131745787,3  + spatio-temporal trends,0.88813520384533,0.8034731602875366,0.9817180950102999
imd3,-0.18131943605101755,0.04980130926012453,-3.6408568116942748,2.717322368618903e-4,-0.2789282085838027,-0.0837106635182324,3  + spatio-temporal trends,0.8341688525280834,0.7565942182357618,0.9196973195890719
imd4,-0.2527683652418929,0.05077209062953772,-4.978490389262002,6.408212487886394e-7,-0.35227983429559034,-0.15325689618819544,3  + spatio-temporal trends,0.776647759605891,0.7030833476121968,0.8579092998708736
imd5 most deprived,-0.27663831014999485,0.05141310143920322,-5.380696795293003,7.419807578209974e-8,-0.3774061373043376,-0.17587048299565214,3  + spatio-temporal trends,0.7583287273180157,0.6856375543531827,0.8387266056601351
"ns(tstop, knots = knots)1",2.208023188630085,0.19238335975102344,11.47720463707277,1.7174366967691398e-30,1.8309587322932668,2.5850876449669036,3  + spatio-temporal trends,9.097714140620667,6.239866152885967,13.264451601444762
"ns(tstop, knots = knots)2",-0.43758870541183537,0.14413993142369788,-3.0358603690850092,0.002398504104571727,-0.7200977797363564,-0.15507963108731437,3  + spatio-temporal trends,0.6455912564495704,0.48670466377952637,0.8563469829270773
regionEast Midlands,-0.331621271333536,0.15077543292154977,-2.1994383627874075,0.02784676735587892,-0.6271356896132083,-0.03610685305386374,3  + spatio-temporal trends,0.717759107334471,0.5341194960864144,0.9645372242286148
regionLondon,-0.4492439361145558,0.2557533455438241,-1.756551552275106,0.07899427703785797,-0.9505112823060785,0.05202341007696687,3  + spatio-temporal trends,0.638110421530014,0.38654334015246783,1.0534004024092158
regionNorth East,0.2111833343546023,0.22362710942001343,0.9443548007319658,0.34498837069050214,-0.2271177460754218,0.6494844147846264,3  + spatio-temporal trends,1.2351387776758878,0.796826953519696,1.9145534590415645
regionNorth West,-0.26905230380442674,0.19575746530695953,-1.3744165689034462,0.16931239521559213,-0.6527298855109165,0.11462527790206295,3  + spatio-temporal trends,0.764103289094012,0.5206225950044577,1.1214531255588094
regionSouth East,-0.6545772745632076,0.21754848792659023,-3.008879909034756,0.0026221273985143874,-1.080964475790471,-0.22819007333594404,3  + spatio-temporal trends,0.5196616903776999,0.3392681518793153,0.7959729522217878
regionSouth West,-1.1374751338417306,0.1923298946759086,-5.914187889295463,3.335170016149435e-9,-1.5144348005568933,-0.7605154671265679,3  + spatio-temporal trends,0.32062754231475804,0.21993245542695083,0.4674254224608837
regionWest Midlands,0.08960634323735872,0.22857200046177456,0.3920267708045199,0.6950384335651609,-0.3583865455419919,0.5375992320167093,3  + spatio-temporal trends,1.0937436393675108,0.6988029036459869,1.7118920691590598
regionYorkshire and The Humber,-0.5672310856531069,0.18657611587322098,-3.0402127464082382,0.0023641108806555194,-0.9329135531399918,-0.20154861816622194,3  + spatio-temporal trends,0.567093500112311,0.39340583018682046,0.8174638330014394
chronic_cardiac_diseaseTRUE,0.3487801208044457,0.03133657158315333,11.130130170077422,8.950470574998502e-29,0.2873615691025039,0.41019867250638753,3  + spatio-temporal trends,1.4173375130453678,1.3329060640085797,1.507117178118486
current_copdTRUE,0.3347215626521561,0.04400625780209022,7.606226463461235,2.822146041895593e-14,0.24847088226567451,0.4209722430386377,3  + spatio-temporal trends,1.397551200593444,1.2820634910416904,1.52344199170138
dementiaTRUE,0.8867750465328551,0.03849867357981332,23.03391166696801,2.132462977245077e-117,0.8113190328638573,0.9622310602018529,3  + spatio-temporal trends,2.4272891209460954,2.2508750075546677,2.617529830349842
dialysisTRUE,1.0944577066718382,0.2178275738168518,5.024422241382774,5.049503327165905e-7,0.6675235071510687,1.5213919061926076,3  + spatio-temporal trends,2.9875621090205526,1.9494036536275732,4.5785937348820225
solid_organ_transplantationTRUE,-0.09738328288444716,0.5876095599338989,-0.1657278736162869,0.8683711094069858,-1.2490768573263191,1.0543102915574247,3  + spatio-temporal trends,0.9072082221035352,0.28676940378056465,2.8699950113298542
chemo_or_radioTRUE,0.08106118541121482,0.08423344563649458,0.9623396597241255,0.3358790131602246,-0.0840333343300271,0.24615570515245674,3  + spatio-temporal trends,1.0844372462757725,0.9194006079810167,1.2790987202984991
sickle_cell_diseaseTRUE,0.784486683443826,1.0015026639040199,0.7833096323336471,0.4334453081744561,-1.178422468228975,2.747395835116627,3  + spatio-temporal trends,2.1912818307461635,0.307763863122901,15.601948887159512
permanant_immunosuppressionTRUE,-0.6526747107463268,0.7075414753696043,-0.9224543485671758,0.3562916321347469,-2.0394305200390845,0.7340810985464311,3  + spatio-temporal trends,0.5206513210260456,0.13010278071225612,2.0835665202706157
temporary_immunosuppressionTRUE,0.3436356260089543,0.190608464823433,1.802835075175048,0.07141411984791435,-0.029950100193444074,0.7172213522113526,3  + spatio-temporal trends,1.4100647509693405,0.9704939598011256,2.0487325880252447
aspleniaTRUE,0.44708239908993314,0.25127459701623844,1.779258247346988,0.07519743279912258,-0.04540676129170984,0.9395715594715761,3  + spatio-temporal trends,1.5637431449899972,0.9556086981389574,2.558884853460837
intel_dis_incl_downs_syndromeTRUE,0.8033047896877198,0.2437153059858339,3.2960785390081835,9.804460169800684e-4,0.32563156747432637,1.2809780119011132,3  + spatio-temporal trends,2.2329080398743355,1.3849050308076678,3.6001590026918415
psychosis_schiz_bipolarTRUE,0.7172385141488457,0.11346665006889092,6.32113941597268,2.596416382231577e-10,0.49484796656741026,0.939629061730281,3  + spatio-temporal trends,2.048767748547571,1.6402488474370152,2.5590319993502466
lung_cancerTRUE,0.12917873264661922,0.1706479056908028,0.7569898506734584,0.4490559430083528,-0.2052850165445419,0.46364248183778034,3  + spatio-temporal trends,1.1378934847056987,0.8144151615338328,1.5898544669737082
cancer_excl_lung_and_haemTRUE,0.1496144122111872,0.0390941856055513,3.8270246558082093,1.297015276331022e-4,0.07299121641938247,0.22623760800299195,3  + spatio-temporal trends,1.1613863399901252,1.0757210881903065,1.2538735602783295
haematological_cancerTRUE,0.3653734632319523,0.09694913740636948,3.768712883957517,1.640915032811521e-4,0.1753566455832432,0.5553902808806614,3  + spatio-temporal trends,1.4410520876365711,1.1916711450839954,1.7426209637184327
"timesincevax_pwDose 1 (0,3]",-1.5743239451710085,0.15199392969760414,-10.357808027617725,3.8569956911664124e-25,-1.8722265732470253,-1.2764213170949916,3  + spatio-temporal trends,0.20714754845385744,0.1537808759535318,0.279034090320889
"timesincevax_pwDose 1 (3,7]",-1.087185542853478,0.10302309457872995,-10.552833297223993,4.928796645943332e-26,-1.2891070978036523,-0.8852639879033036,3  + spatio-temporal trends,0.3371640934841996,0.27551668274239605,0.4126052361094622
"timesincevax_pwDose 1 (7,14]",-0.9042379619533107,0.0726865198715998,-12.440242888924114,1.5802266548551285e-35,-1.0467009230632012,-0.7617750008434202,3  + spatio-temporal trends,0.40485027889992625,0.3510941271097301,0.46683705499329536
"timesincevax_pwDose 1 (14,21]",-0.9465734866639206,0.07622422410580118,-12.418276443851397,2.0799421562229292e-35,-1.0959702206608006,-0.7971767526670406,3  + spatio-temporal trends,0.38806846968629055,0.33421518711495146,0.4505993233421268
"timesincevax_pwDose 1 (21, Inf]",-1.3642055254597971,0.07893713789004686,-17.282176196456813,6.408380449484696e-67,-1.518919472766961,-1.2094915781526332,3  + spatio-temporal trends,0.2555836500513966,0.21894833882559464,0.2983489279890285
"timesincevax_pwDose 2 (0,3]",-2.4665800150743125,0.5005173203596488,-4.928061257304624,8.304958142600423e-7,-3.4475759366177203,-1.4855840935309046,3  + spatio-temporal trends,0.08487463317350107,0.0318226831581706,0.22637008075438755
"timesincevax_pwDose 2 (3,7]",-1.5239135950318756,0.2683280651117447,-5.679292601753175,1.3525293665898501e-8,-2.0498269386922137,-0.9980002513715376,3  + spatio-temporal trends,0.21785760993552866,0.1287571845465072,0.3686158436438758
"timesincevax_pwDose 2 (7,14]",-2.0086465268370453,0.25939826124349896,-7.743484930114912,9.672825767685047e-15,-2.5170577765266153,-1.5002352771474752,3  + spatio-temporal trends,0.1341701475257267,0.08069668549146379,0.22307766889607264
"timesincevax_pwDose 2 (14,21]",-2.252608112190523,0.3029303076104652,-7.436060557820208,1.0373229811928519e-13,-2.8463406049326743,-1.6588756194483716,3  + spatio-temporal trends,0.10512468972386291,0.05805638387181558,0.19035288890776805
"timesincevax_pwDose 2 (21, Inf]",-2.2066250852609426,0.19325052323642575,-11.41846887814799,3.381385500152082e-30,-2.585389150797858,-1.8278610197240273,3  + spatio-temporal trends,0.11007150430239575,0.07536674486478386,0.16075705645944077
"ns(tstop, knots = knots)1:regionEast Midlands",0.3748255556677837,0.3194189304307873,1.1734606811257922,0.24061111545472344,-0.2512240439568643,1.0008751552924318,3  + spatio-temporal trends,1.4547376217495052,0.7778480798735328,2.7206617884529343
"ns(tstop, knots = knots)2:regionEast Midlands",0.858972195508096,0.1965139607262144,4.371049223850443,1.2365091042821847e-5,0.4738119100253972,1.2441324809907948,3  + spatio-temporal trends,2.360733074302485,1.6061048663918907,3.4699232688495134
"ns(tstop, knots = knots)1:regionLondon",1.0523563486658158,0.5294420795637987,1.9876703973602554,0.04684815494308175,0.01466894082078074,2.090043756510851,3  + spatio-temporal trends,2.8643926800786006,1.0147770577398816,8.08526893972311
"ns(tstop, knots = knots)2:regionLondon",-0.45504033739894606,0.34953235475275996,-1.3018546958859265,0.19296606201153155,-1.140111164145833,0.23003048934794085,3  + spatio-temporal trends,0.6344223764835846,0.3197834713839259,1.2586383844081024
"ns(tstop, knots = knots)1:regionNorth East",-1.391734191186094,0.5013133638400823,-2.7761761237030456,0.005500240430407331,-2.3742903292812794,-0.4091780530909088,3  + spatio-temporal trends,0.24864373475420037,0.09308052229817602,0.664195959649537
"ns(tstop, knots = knots)2:regionNorth East",0.4920976711496309,0.3533054626838067,1.3928391240019895,0.16366844448815832,-0.20036831125189014,1.184563653551152,3  + spatio-temporal trends,1.6357438763881875,0.8184292608542522,3.269259980207308
"ns(tstop, knots = knots)1:regionNorth West",-0.16177330172625018,0.42389705583109094,-0.38163346383493524,0.7027332590539628,-0.9925962643077527,0.6690496608552524,3  + spatio-temporal trends,0.8506340199478623,0.3706132309612268,1.9523810146118616
"ns(tstop, knots = knots)2:regionNorth West",0.789522199765903,0.27266949516939104,2.895528153141687,0.0037852107477300365,0.2550998095511784,1.3239445899806275,3  + spatio-temporal trends,2.202343894397671,1.290590427696051,3.7582168014754607
"ns(tstop, knots = knots)1:regionSouth East",1.0079902348289407,0.4534859376785488,2.2227596295244982,0.02623201263745487,0.11917412948360984,1.8968063401742716,3  + spatio-temporal trends,2.7400885429659554,1.1265660695779438,6.664576029798339
"ns(tstop, knots = knots)2:regionSouth East",0.23448082602392242,0.2884158425275357,0.8129956522812578,0.41622055089301024,-0.33080383790082313,0.7997654899486679,3  + spatio-temporal trends,1.2642522314613331,0.7183460674931853,2.2250190779670733
"ns(tstop, knots = knots)1:regionSouth West",0.9937156851444497,0.4018313479088148,2.472967055248133,0.013399649478657235,0.2061407153839886,1.781290654904911,3  + spatio-temporal trends,2.701252853346715,1.2289261206399702,5.937514757936739
"ns(tstop, knots = knots)2:regionSouth West",0.3428195211410143,0.2566729607432031,1.3356277192126964,0.18167098531593956,-0.16025023772092684,0.8458892800029555,3  + spatio-temporal trends,1.4089144597049577,0.8519305771244937,2.3300489594654334
"ns(tstop, knots = knots)1:regionWest Midlands",0.3291463840956786,0.48619299250866743,0.6769871001170608,0.49841413906809157,-0.6237743707570618,1.2820671389484188,3  + spatio-temporal trends,1.3897812825742504,0.5359178627687334,3.604082169261881
"ns(tstop, knots = knots)2:regionWest Midlands",0.6409040786915327,0.29590626551450683,2.165902359577149,0.030318648972165425,0.06093845548335275,1.2208697018997126,3  + spatio-temporal trends,1.8981962225426274,1.0628335006002212,3.390134858602283
"ns(tstop, knots = knots)1:regionYorkshire and The Humber",0.1281494942528733,0.40042942704779494,0.3200301616134158,0.748945466319298,-0.6566777611108137,0.9129767496165602,3  + spatio-temporal trends,1.1367229235398277,0.5185712935705743,2.491728757301682
"ns(tstop, knots = knots)2:regionYorkshire and The Humber",1.1672628389405781,0.23527409412746209,4.961289271007465,7.002681380267872e-7,0.706134087955466,1.6283915899256902,3  + spatio-temporal trends,3.213185584405946,2.026143207054332,5.095672193301843
(Intercept),-18.693084647497717,4.483361789104377,-4.169434796211697,3.0535595853128724e-5,-27.480312283805354,-9.90585701119008,4  + IP-weighting,7.61546607588095e-9,1.1626580801080613e-12,4.9881667314868124e-5
age,0.1772635059979928,0.10231607894568513,1.7325087886928678,0.08318301365089951,-0.023272323774906928,0.37779933577089253,4  + IP-weighting,1.1939456635233414,0.9769963881983412,1.4590701303153624
I(age * age),-6.758220139511779e-4,5.824798109123802e-4,-1.1602496795426935,0.24594716560116683,-0.0018174614650611435,4.658174371587878e-4,4  + IP-weighting,0.9993244063023095,0.998184189117919,1.000465925946949
sexMale,-0.011224513198150302,0.031051399294948673,-0.3614817191177682,0.7177393684624622,-0.07208413748582211,0.04963511108952151,4  + IP-weighting,0.9888382466145254,0.9304526065747283,1.0508875691877142
imd2,-0.1268447965625364,0.050980248836100535,-2.48811646585597,0.012842166976191106,-0.22676424820418342,-0.026925344920889355,4  + IP-weighting,0.8808703760987863,0.7971086799434224,0.97343391059735
