term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
imd4,0.044611925376812245,0.1280519539921727,0.3472255374804621,0.7284218868225844,-0.20720643929188803,0.2964302900455125,1 Demographics,all,0.12848111835473075
imd5 least deprived,-0.12392903832092905,0.13381803069844156,-0.9237089151245734,0.3556378892003934,-0.3868868248818042,0.1390287482399461,1 Demographics,all,0.13416460130647945
ethnicityBlack,-0.5819666833536912,0.36398965205701794,-1.5853580295935732,0.11288501133608717,-1.3014469006191098,0.1375135339117276,1 Demographics,all,0.3670884888398905
ethnicitySouth Asian,0.3831826237015721,0.16606031783734956,2.339792660407417,0.019294448084582284,0.062203694813970145,0.704161552589174,1 Demographics,all,0.1637677689077161
ethnicityMixed,-0.1590978795973239,0.5809293210328214,-0.2738538545279797,0.7841969350573287,-1.297756725808982,0.9795609666143341,1 Demographics,all,0.5809590661834881
ethnicityOther,-0.30597647558690444,0.45373448262225496,-0.6709820198655373,0.50223198378576,-1.199745391163823,0.5877924399900141,1 Demographics,all,0.4560129281082989
"tt(tte_vax1)(0,3]",-3.788972891523726,0.7091915464645503,-5.335986874116681,9.5026276297804e-8,-5.180702403042518,-2.3972433800049346,2 Demographics + cinical,all,0.7100791251760626
"tt(tte_vax1)(3,7]",-3.79126732787737,0.5802311505723812,-6.519465241619912,7.05584869613235e-11,-4.931045997294237,-2.6514886584605035,2 Demographics + cinical,all,0.5815304150521619
"tt(tte_vax1)(7,14]",-2.5476008036810582,0.22721755778665878,-11.009409131188152,3.4425398983190857e-28,-3.0011406587905483,-2.094060948571568,2 Demographics + cinical,all,0.2314021373285196
"tt(tte_vax1)(14,21]",-2.4212822327273233,0.21265104590323036,-11.181548798606519,5.0206041341554944e-29,-2.8456980321864913,-1.9968664332681556,2 Demographics + cinical,all,0.2165426522155027
"tt(tte_vax1)(21, Inf]",-2.379159910445325,0.1362644931412884,-15.929049062811355,3.983693758039454e-57,-2.671899779570405,-2.086420041320245,2 Demographics + cinical,all,0.14935982060597794
age,-0.10356506220251606,0.22375957521877143,-0.43674946800192416,0.6622930495925377,-0.5683253122886995,0.36119518788366745,2 Demographics + cinical,all,0.23712693383763844
I(age * age),0.0010976455370209433,0.0012625289476678528,0.8183666321077059,0.4131478690734426,-0.0015311832005479105,0.003726474274589797,2 Demographics + cinical,all,0.001341263797857879
sexMale,0.41706671985150023,0.07790352427546154,5.272519212394114,1.3456374544382903e-7,0.262029684019056,0.5721037556839444,2 Demographics + cinical,all,0.07910198200342282
imd2,0.1072492877909826,0.1290712436700009,0.8246783321853819,0.40955423639300254,-0.14764372107570922,0.3621422966576744,2 Demographics + cinical,all,0.13004984319980134
imd3,-0.11529142031507586,0.13188037479805217,-0.8727029743189311,0.3828249961018022,-0.3742191863403559,0.1436363457102042,2 Demographics + cinical,all,0.13210843059753613
imd4,0.09611092647024777,0.12857768912822343,0.7464237377269692,0.4554114841949686,-0.15625772806384386,0.3484795810043394,2 Demographics + cinical,all,0.12876188364926267
imd5 least deprived,-0.032573736945642535,0.13472918722253618,-0.2411906534896976,0.8094073545406244,-0.2972745051205924,0.23212703122930733,2 Demographics + cinical,all,0.1350538939811526
ethnicityBlack,-0.5923075200127181,0.3648378332704524,-1.6127358660725877,0.10680190486953743,-1.3121410844662997,0.12752604444086335,2 Demographics + cinical,all,0.3672687713302576
ethnicitySouth Asian,0.2944054067075312,0.16798486666857568,1.7838220932658533,0.07445257837525512,-0.029070794298703684,0.6178816077137661,2 Demographics + cinical,all,0.16504191074824537
ethnicityMixed,-0.18006689802621162,0.5813832858924616,-0.3101023212810385,0.7564831470947374,-1.3181578142156907,0.9580240181632673,2 Demographics + cinical,all,0.5806693006435808
ethnicityOther,-0.18176326563933007,0.4555089060789738,-0.3976240990560789,0.6909072936832372,-1.077708594936964,0.7141820636583038,2 Demographics + cinical,all,0.45712336367644335
bmiObese I (30-34.9),0.03671197620523628,0.11686315707942746,0.31349168083680823,0.7539071401292284,-0.1928129380492224,0.26623689045969495,2 Demographics + cinical,all,0.11710669995210217
bmiObese II (35-39.9),0.0882009618016162,0.20305372185938006,0.43187282676538413,0.6658338452670124,-0.3120805512255351,0.48848247482876744,2 Demographics + cinical,all,0.2042290145046138
bmiObese III (40+),0.57610193587327585,0.2655931313284267,2.1824710079824206,0.02907478869653541,0.058734675733012276,1.0934691960135394,2 Demographics + cinical,all,0.26396773829580067
chronic_cardiac_disease,0.36025088088168034,0.18055210099260152,1.9793782715303354,0.04777343301425843,0.003533439813164896,0.7169683219501958,2 Demographics + cinical,all,0.18200203875288384
heart_failure,0.3483106934282921,0.1295016072063132,2.6585713640905984,0.007847272935251594,0.09152751138903786,0.6050938754675463,2 Demographics + cinical,all,0.13101423498836062
other_heart_disease,-0.023957059091564054,0.15588755644572694,-0.15266389928216395,0.8786633311807851,-0.3315279597154108,0.28361384153228275,2 Demographics + cinical,all,0.1569268124567221
dialysis,1.499939753801004,0.382517650401928,3.9167954656665795,8.973381894807873e-5,0.7493700796376561,2.250509427964352,2 Demographics + cinical,all,0.3829507481176929
diabetes,0.3233896226162442,0.0820932079374897,3.8458020763172427,1.2015872895837477e-4,0.15857822548142372,0.48820101975106467,2 Demographics + cinical,all,0.08408899267273878
chronic_liver_disease,0.5020589930675017,0.38088687485554495,1.3156877597364445,0.18827886418551837,-0.24585215624946388,1.2499701423844671,2 Demographics + cinical,all,0.3815943329655001
current_copd,0.3786229098235946,0.10943750588910824,3.425252220154346,6.14228915654904e-4,0.1619710490906753,0.5952747705565139,2 Demographics + cinical,all,0.11053869481370146
other_resp_conditions,0.3427112814632466,0.1338602514398024,2.520261937636177,0.01172675325878396,0.07619066361288923,0.6092318993136039,2 Demographics + cinical,all,0.1359824057751255
lung_cancer,0.44607746389093267,0.33950532866271615,1.3099199695219894,0.19022291080196385,-0.22136465767641672,1.113519585458282,2 Demographics + cinical,all,0.34053795214200255
haematological_cancer,0.24010806859736022,0.24829409140453637,0.9856574960039713,0.32430121349187774,-0.23734294126783795,0.7175590784625584,2 Demographics + cinical,all,0.24360193025548987
cancer_excl_lung_and_haem,0.039410561313113844,0.098521560748889625,0.3958056663819125,0.6922483963271786,-0.15574399897981214,0.23456512160603984,2 Demographics + cinical,all,0.0995704828416646
chemo_or_radio,0.32699754670645664,0.19565985960800322,1.7017086405015187,0.08880999986810108,-0.04962592415323491,0.7036210175661481,2 Demographics + cinical,all,0.19215836302628495
permanant_immunosuppression,0.5307296832652298,1.001787763045037,0.5275974056890214,0.5977787940225151,-1.4408703540164658,2.5023297205469257,2 Demographics + cinical,all,1.0059368706942708
asplenia,0.46589297208902547,0.5797877069419907,0.8001432232465203,0.4236278207914741,-0.6753195251434634,1.6071054693215143,2 Demographics + cinical,all,0.5822619732986054
dmards,0.4360555347697174,0.18815346226597693,2.3142519408280195,0.02065390633250737,0.0667555772628387,0.8053554922765962,2 Demographics + cinical,all,0.18842180796171246
dementia,0.8885579231002441,0.09151992631145922,9.477097440377248,2.614544071421853e-21,0.7047947468312803,1.0723210993692078,2 Demographics + cinical,all,0.09375844541964252
other_neuro_conditions,-0.07380332287302799,0.24009458642275885,-0.3053879402891444,0.7600707056351932,-0.5474692267510861,0.39986258100503014,2 Demographics + cinical,all,0.24167071824496494
LD_incl_DS_and_CP,-12.694668634666016,657.7301273883734,-116.97603456943664,0,-12.907371120360608,-12.481966148971424,2 Demographics + cinical,all,0.10852367052270435
psychosis_schiz_bipolar,0.36289455186132985,0.30694970360558965,1.1803074773684068,0.23787794527756032,-0.2397113499667452,0.965500453689405,2 Demographics + cinical,all,0.3074576403349009
flu_vaccine,0.34564399147441854,0.1259719678308547,2.6900977593788835,0.0071431090348529,0.09381307848970011,0.597474904459137,2 Demographics + cinical,all,0.12848752067442495
