term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
ethnicityMixed,-0.6390693068726213,0.70868114074923,-0.9035579183038908,0.3662298637673092,-2.025314504575649,0.7471758908304064,1 Demographics,all,0.7072809544652623
ethnicityOther,-0.9470747598356208,0.5789773424196261,-1.6349120950010319,0.10206747660722743,-2.0824461511296377,0.18829663145839626,1 Demographics,all,0.5792817624454746
"tt(tte_vax1)(0,3]",-2.919508599129338,0.4501602726135623,-6.471460896544904,9.705987855246161e-11,-3.8037187949915303,-2.035298403267146,2 Demographics + cinical,all,0.4511359406788746
"tt(tte_vax1)(3,7]",-3.134713436073083,0.4118801460088671,-7.564956791323811,3.8799355373244834e-14,-3.9468694874603774,-2.3225573846857888,2 Demographics + cinical,all,0.4143729465405884
"tt(tte_vax1)(7,14]",-2.4933742780248167,0.2169274490319648,-11.279368532267052,1.6593276240795082e-29,-2.9266364567475978,-2.0601120993020356,2 Demographics + cinical,all,0.2210561939608574
"tt(tte_vax1)(14,21]",-2.3449181121409954,0.19763676762005686,-11.466391630524907,1.9460589556146478e-30,-2.74573775920913,-1.9440984650728608,2 Demographics + cinical,all,0.20450357773395275
"tt(tte_vax1)(21, Inf]",-2.7132556861753128,0.13934992878020014,-17.7713514051796,1.1781794580841e-70,-3.012494798863287,-2.4140165734873387,2 Demographics + cinical,all,0.1526758221315973
age,0.17532884654328756,0.23673360967228568,0.7976058453384355,0.4250992578553028,-0.25550829774818,0.6061659908347552,2 Demographics + cinical,all,0.21981890876049567
I(age * age),-4.7421016367131904e-4,0.0013387008636569335,-0.38237748299179786,0.7021813897115291,-0.0029048837342658678,0.0019564634069232294,2 Demographics + cinical,all,0.0012401623651084367
sexMale,0.595124089793051,0.07624768578767403,7.853426254648219,4.048228798883845e-15,0.4466001532963927,0.7436480262897093,2 Demographics + cinical,all,0.07577891107601781
imd2,0.0746126352894329,0.12271118207052671,0.60817960277159,0.5430683612516137,-0.1658394898599079,0.31506476043877374,2 Demographics + cinical,all,0.12268190999732473
imd3,0.015880791619289653,0.11987945723770413,0.1321394284653505,0.8948740099256162,-0.21967176056959023,0.2514333438081695,2 Demographics + cinical,all,0.1201820819397134
imd4,-0.14010125726808173,0.12440572883557653,-1.1287397485604453,0.2590076361768273,-0.38337559821729283,0.1031730836811294,2 Demographics + cinical,all,0.12412184247676394
imd5 least deprived,-0.24399503758867425,0.13055768038746807,-1.8557317108061635,0.0634918084977364,-0.5016947273097438,0.013704652132395412,2 Demographics + cinical,all,0.1314818495409977
ethnicityBlack,-0.5974512849664638,0.3397511841519405,-1.759516690386754,0.07848978789530031,-1.2629652908575106,0.06806272092458299,2 Demographics + cinical,all,0.3395542015774456
ethnicitySouth Asian,0.06921616215921521,0.18094952242903656,0.379632110862042,0.704218521196346,-0.2881329163265219,0.4265652406449523,2 Demographics + cinical,all,0.18232430866304747
ethnicityMixed,-0.6656858584520405,0.7091539925041769,-0.9402477663714965,0.3470904855530211,-2.053320431218604,0.7219487143145232,2 Demographics + cinical,all,0.7079898323193939
ethnicityOther,-0.9394797611646583,0.5794072291988326,-1.6223013608282413,0.10473883746963673,-2.074500997383649,0.19554147505433261,2 Demographics + cinical,all,0.5791031086141857
bmiObese I (30-34.9),0.17324766068164962,0.1094504613086946,1.5976863042619984,0.11011280828635002,-0.039284157633396904,0.3857794789966962,2 Demographics + cinical,all,0.1084365937290024
bmiObese II (35-39.9),0.09961415775698784,0.20679064034471464,0.48301407390876444,0.6290857432358743,-0.3045980010606989,0.5038263165746746,2 Demographics + cinical,all,0.20623448288134924
bmiObese III (40+),0.009667172919932554,0.3828326897333495,0.025270135463000432,0.9798394947692269,-0.7401234557504457,0.7594578015903108,2 Demographics + cinical,all,0.3825532686236233
chronic_cardiac_disease,0.34383965070612815,0.18252877834339432,1.890360367927815,0.05870978009857738,-0.012660275590769932,0.7003395770030263,2 Demographics + cinical,all,0.18189105978932477
heart_failure,0.34578738601423076,0.1356875757963672,2.561839966248148,0.010411928301033097,0.081238924039579,0.6103358479888825,2 Demographics + cinical,all,0.13497618530818747
other_heart_disease,-0.2298265785045483,0.1576878181798696,-1.4641080931731365,0.14316441632703678,-0.5374895295252788,0.07783637251618225,2 Demographics + cinical,all,0.15697377780792746
dialysis,1.2326339267430733,0.5024909606330845,2.4610997574633457,0.013851184704805508,0.25099224594071035,2.214275607545436,2 Demographics + cinical,all,0.5008467954235014
diabetes,0.17947224057889058,0.08196415766537905,2.1780235169926643,0.029404285967548585,0.017968416118340352,0.3409760650394408,2 Demographics + cinical,all,0.08240142458456984
chronic_liver_disease,0.37737462373590064,0.38121341685565285,0.985022239524768,0.32461314702834265,-0.37351265730514976,1.128261904776951,2 Demographics + cinical,all,0.3831127954207086
current_copd,0.21664985960421382,0.11208357988941041,1.901923439446368,0.057181164364698715,-0.006611452219948105,0.43991117142837577,2 Demographics + cinical,all,0.1139109257033388
other_resp_conditions,0.2994772445249291,0.1373155346096562,2.1621059074586944,0.030610013795592365,0.027999047535002264,0.5709554415148559,2 Demographics + cinical,all,0.13851182936590278
lung_cancer,0.5203117105970622,0.33902912936940616,1.5353409476243562,0.1247001008852599,-0.1439005056423346,1.184523926836459,2 Demographics + cinical,all,0.33889001097908844
haematological_cancer,0.6419817966837593,0.20262918189064047,3.192958822995736,0.001408230260537464,0.24790806445506036,1.0360555289124582,2 Demographics + cinical,all,0.20106172120360497
cancer_excl_lung_and_haem,-0.037518488015698244,0.09953836413162885,-0.37817226884558364,0.7053026246750586,-0.23196660418677623,0.15692962815537975,2 Demographics + cinical,all,0.09921004554413243
chemo_or_radio,0.10258924753934646,0.20796420979438554,0.4948155831583018,0.6207303034141609,-0.30376664993419067,0.5089451450128836,2 Demographics + cinical,all,0.20732824719169368
permanant_immunosuppression,-12.32453986245378,634.968758369967,-140.86418181094987,0,-12.49602173915155,-12.153057985756009,2 Demographics + cinical,all,0.08749236110989678
asplenia,0.7660549531950915,0.5030457452241235,1.5238598830611496,0.12754371667685532,-0.21923256249485712,1.7513424688850403,2 Demographics + cinical,all,0.502706949444873
dmards,0.25116334112424593,0.1971511994130678,1.2786616442798182,0.2010162319977859,-0.13382599913044835,0.6361526813789402,2 Demographics + cinical,all,0.19642674217048944
dementia,0.9147438348647322,0.08809686521808369,10.224752321461743,1.5362014741258047e-24,0.73939826999939,1.0900893997300745,2 Demographics + cinical,all,0.08946366680635245
other_neuro_conditions,0.6546078795253363,0.1656438948384049,3.874174718321518,1.0698663842592977e-4,0.32343854382184606,0.9857772152288264,2 Demographics + cinical,all,0.16896705159671901
LD_incl_DS_and_CP,1.2245597899872218,0.5094597162703666,2.371358078399441,0.01772285160761638,0.21244225820103102,2.2366773217734126,2 Demographics + cinical,all,0.5163959847066808
psychosis_schiz_bipolar,0.5589249463411533,0.29213874732754286,1.9102132745624467,0.05610575867563529,-0.01455696768259429,1.132406860364901,2 Demographics + cinical,all,0.29259818983782354
flu_vaccine,0.29895577529579637,0.12370087909271046,2.387276354338043,0.016973726645148585,0.05351181926395132,0.5443997313276414,2 Demographics + cinical,all,0.12522880928827046
