outcome,outcome_var,outcome_descr,brand,brand_descr,stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-0.7469528839009729,-0.8565268697597891,-0.6373788980421567,0.05590612211403978,-13.360842348845184,1.0239877067037307e-40,0.4738081036395993,0.42463433452425076,0.528676324127371,14,21,17.5,0.5261918963604006,0.471323675872629,0.5753656654757493,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-0.9588889140662652,-1.093071722257474,-0.8247061058750563,0.06846187442709445,-14.006173831646883,1.428989654565677e-44,0.3833185493053249,0.3351853145784299,0.4383638060824349,21,28,24.5,0.6166814506946752,0.5616361939175651,0.6648146854215701,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-1.0696453368204362,-1.2302761764421655,-0.9090144971987069,0.08195601597211219,-13.051456005187132,6.234440359032264e-39,0.3431301914854922,0.29221186450273634,0.40292110831717437,28,35,31.5,0.6568698085145078,0.5970788916828256,0.7077881354972637,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,-1.0408031451454203,-1.1899678935252267,-0.8916383967656137,0.07610586192215726,-13.67572902873075,1.4177916070594056e-42,0.35317092051290594,0.30423103169584553,0.40998348656501166,35,42,38.5,0.6468290794870941,0.5900165134349884,0.6957689683041545,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,-1.0848542146753846,-1.214074680155699,-0.95563374919507,0.0659300203981242,-16.45463186761353,7.769279879728567e-61,0.33795105060720665,0.29698469302151437,0.3845683474273908,0,3,1.5,0.6620489493927934,0.6154316525726091,0.7030153069784857,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,-0.6738744190307806,-0.7761172353699248,-0.5716316026916364,0.05216566077010728,-12.917969581570677,3.5642315475098784e-38,0.5097298400394005,0.460189353861382,0.5646034782127034,3,7,5,0.4902701599605995,0.4353965217872966,0.5398106461386181,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,-0.4816856186814616,-0.5711357850505077,-0.3922354523124156,0.0456386786056364,-10.55432877107825,4.8509424227557105e-26,0.6177412375452368,0.5648834879886008,0.6755450365927873,7,14,10.5,0.3822587624547632,0.3244549634072127,0.4351165120113992,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,-0.657526569586952,-0.7669602773774741,-0.5480928617964299,0.05583455035588472,-11.776338582399841,5.168998516720022e-32,0.5181313126173072,0.4644226408789494,0.578051183306774,14,21,17.5,0.48186868738269284,0.42194881669322604,0.5355773591210506,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,-0.8537707558788002,-0.9882399007470872,-0.7193016110105133,0.0686079672529508,-12.44419256339474,1.5039757665167993e-35,0.4258062893866462,0.37223127877903445,0.48709231710980133,21,28,24.5,0.5741937106133538,0.5129076828901986,0.6277687212209655,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,-0.9529219536170769,-1.1146189357245693,-0.7912249715095845,0.08249997621534766,-11.550572464768816,7.333035488524644e-31,0.3856126334765668,0.3280402595090554,0.45328918870894974,28,35,31.5,0.6143873665234332,0.5467108112910503,0.6719597404909445,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,-0.9184807171036364,-1.070103499174303,-0.7668579350329698,0.07735998378880829,-11.87281423960838,1.6386110558579777e-32,0.39912496441543527,0.3429730181574787,0.4644701734131118,35,42,38.5,0.6008750355845647,0.5355298265868882,0.6570269818425213,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-1.2257464099596758,-1.4227278714753555,-1.028764948443996,0.10050259242998565,-12.19616708706875,3.258023875868655e-34,0.2935385184602188,0.24105555063913006,0.3574481549641332,0,3,1.5,0.7064614815397812,0.6425518450358668,0.7589444493608699,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-0.6791952120767094,-0.8189829636218046,-0.5394074605316143,0.07132159195154764,-9.52299568044024,1.6825735723146173e-21,0.5070248757105593,0.44087981738108406,0.5830936560361992,3,7,5,0.4929751242894407,0.4169063439638008,0.5591201826189159,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-0.6481202785061633,-0.7696721424632393,-0.5265684145490872,0.062017396705175046,-10.450620518421097,1.455696513447972e-25,0.5230280002924905,0.4631648955227804,0.5906282875371903,7,14,10.5,0.4769719997075095,0.4093717124628097,0.5368351044772196,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-0.9619336531798722,-1.1147432671491404,-0.809124039210604,0.07796552139458225,-12.337936513135613,5.658759647338505e-35,0.38215321928848484,0.3279994763316418,0.4452479151670655,14,21,17.5,0.6178467807115151,0.5547520848329345,0.6720005236683582,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-1.0927888036907207,-1.272574532226446,-0.9130030751549956,0.09172909806192978,-11.91321867084028,1.0100173371421722e-32,0.33528015814309725,0.2801095416260593,0.4013172267959696,21,28,24.5,0.6647198418569027,0.5986827732040304,0.7198904583739407,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-1.1325238999379925,-1.3416007479239087,-0.9234470519520763,0.10667382137380468,-10.61669944277538,2.492175542611074e-26,0.32221898081372763,0.2614268549669031,0.3971476901628248,28,35,31.5,0.6777810191862723,0.6028523098371752,0.7385731450330969,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-1.0047546467745145,-1.1851455410028517,-0.8243637525461773,0.09203786174196955,-10.91675347251514,9.586133161353638e-28,0.3661344560543523,0.30570168413115817,0.4385139070830299,35,42,38.5,0.6338655439456478,0.56148609291697,0.6942983158688418,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-1.248475904593972,-1.4461048821344693,-1.0508469270534746,0.10083296381942199,-12.381624592824833,3.286225945902868e-35,0.2869417904302462,0.2354857487698489,0.34964150283160317,0,3,1.5,0.7130582095697537,0.6503584971683969,0.764514251230151,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-0.6996626664968023,-0.839991368337824,-0.5593339646557807,0.07159759207205672,-9.772153591319844,1.482663471093832e-22,0.49675284690893856,0.43171424982455825,0.571589635997459,3,7,5,0.5032471530910614,0.42841036400254096,0.5682857501754417,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-0.666181090502675,-0.787534642669199,-0.544827538336151,0.06191621536096857,-10.759396171404715,5.3519692128293935e-27,0.5136664826854028,0.454965065240913,0.5799417924421906,7,14,10.5,0.4863335173145972,0.4200582075578094,0.545034934759087,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-0.9806048323064965,-1.1329166642794717,-0.8282930003335213,0.07771154632145877,-12.618521683382314,1.669254119512593e-36,0.37508416720854004,0.3220924495380294,0.43679425796012955,14,21,17.5,0.6249158327914599,0.5632057420398704,0.6779075504619706,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-1.1138195591241058,-1.293319707257229,-0.9343194109909827,0.0915833910974882,-12.161807351493167,4.964795127458966e-34,0.3283025920537966,0.27435847980118316,0.3928531461004864,21,28,24.5,0.6716974079462035,0.6071468538995136,0.7256415201988169,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-1.1553840654183969,-1.3639679417674553,-0.9468001890693386,0.10642230061079762,-10.856597337092067,1.855341839936701e-27,0.3149365574321862,0.255644379772588,0.387980503602184,28,35,31.5,0.6850634425678138,0.612019496397816,0.744355620227412,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,-1.0338084945787787,-1.2109994322119753,-0.8566175569455821,0.09040520082555399,-11.435276788706183,2.7864669915368107e-30,0.3556498873385745,0.29789940034307416,0.4245958273775404,35,42,38.5,0.6443501126614255,0.5754041726224596,0.7021005996569258,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,-1.1929047527833418,-1.3916058954869432,-0.9942036100797403,0.10137999691368352,-11.766667874324352,5.796926220754068e-32,0.3033388587083126,0.24867563672238904,0.3700180058458349,0,3,1.5,0.6966611412916874,0.6299819941541651,0.751324363277611,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,-0.6354499126811665,-0.7766478884269675,-0.4942519369353654,0.07204110731602863,-8.820657210245066,1.1378986562024488e-18,0.5296971172482787,0.45994521775545133,0.6100270753773072,3,7,5,0.4703028827517213,0.38997292462269284,0.5400547822445487,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,-0.5904995412323317,-0.7118720556595151,-0.4691270268051484,0.061925890161530654,-9.535584223206845,1.4904397492983335e-21,0.5540504445518756,0.49072467312755325,0.6255481167304996,7,14,10.5,0.4459495554481244,0.3744518832695004,0.5092753268724468,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,-0.8957222331594279,-1.047496768899082,-0.7439476974197737,0.0774374105528634,-11.567047848894099,6.05296925502768e-31,0.40831259522736285,0.35081482146752574,0.47523412700719414,14,21,17.5,0.5916874047726371,0.5247658729928059,0.6491851785324743,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,-1.00061846254146,-1.1800882616933341,-0.8211486633895859,0.09156790663885105,-10.927610985887831,8.505829744729958e-28,0.36765199185899433,0.30725161885617164,0.43992603723647056,21,28,24.5,0.6323480081410057,0.5600739627635294,0.6927483811438284,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,-1.0302360890003233,-1.2391879621035287,-0.8212842158971178,0.10661005750686811,-9.663591907676746,4.304991789567066e-22,0.35692268510136504,0.28961930432726785,0.4398664082005186,28,35,31.5,0.643077314898635,0.5601335917994814,0.7103806956727321,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,-0.9140644676985646,-1.0933368127642633,-0.7347921226328661,0.09146716290695953,-9.993361974377097,1.6295904849600447e-23,0.40089149765667675,0.3350964719097143,0.4796051476683847,35,42,38.5,0.5991085023433232,0.5203948523316153,0.6649035280902857,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-1.0802815084243553,-1.2448103209312322,-0.9157526959174785,0.08394481419284187,-12.868948711265036,6.731208126564675e-38,0.33949994009829626,0.28799552967420267,0.40021527228959364,0,3,1.5,0.6605000599017037,0.5997847277104064,0.7120044703257973,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-0.7977674125375135,-0.9327061657224436,-0.6628286593525834,0.06884756773558588,-11.587445116454914,4.771535980988392e-31,0.45033325099103216,0.39348742606667825,0.5153914039270637,3,7,5,0.5496667490089678,0.48460859607293627,0.6065125739333217,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-0.5387422055848777,-0.651802162366603,-0.4256822488031524,0.057684711389356054,-9.33942794562176,9.685599524869319e-21,0.5834816910320774,0.5211058127467799,0.6533239035947722,7,14,10.5,0.41651830896792263,0.3466760964052278,0.4788941872532201,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-0.6854280663574072,-0.8245641697152872,-0.5462919629995271,0.07098911227725,-9.655397065404177,4.663491216467311e-22,0.5038744916848076,0.43842603017347187,0.5790931329286422,14,21,17.5,0.4961255083151924,0.4209068670713578,0.5615739698265281,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-0.9683254835137943,-1.1397518125668438,-0.7968991544607449,0.08746401995405959,-11.07112940866892,1.7320380135025242e-28,0.37971835067257775,0.3198984067291644,0.4507244262694154,21,28,24.5,0.6202816493274222,0.5492755737305846,0.6801015932708356,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-1.114987085248245,-1.3212738426237656,-0.9087003278727247,0.10525027959834164,-10.593673380282528,3.1882938711719313e-26,0.3279195138713589,0.2667952302767856,0.40304771365691416,28,35,31.5,0.6720804861286411,0.5969522863430858,0.7332047697232145,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-1.014948807855451,-1.1939493261104102,-0.8359482896004917,0.09132847321016739,-11.113169553593927,1.082477446889907e-28,0.3624209824649337,0.30302216446142044,0.4334632377941799,35,42,38.5,0.6375790175350663,0.5665367622058202,0.6969778355385796,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-1.1000548468345772,-1.2645902206175557,-0.9355194730515988,0.08394816184420355,-13.103977772332055,3.1244352048825704e-39,0.33285282727347454,0.28235497568492474,0.392381980714855,0,3,1.5,0.6671471727265255,0.607618019285145,0.7176450243150753,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-0.815591286565647,-0.9502967443511887,-0.6808858287801052,0.06872853728337935,-11.866850638808542,1.7596790481515755e-32,0.4423776780361439,0.38662627726640175,0.5061684151638924,3,7,5,0.5576223219638561,0.49383158483610756,0.6133737227335982,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-0.5519566304894408,-0.6639649837595517,-0.43994827721932983,0.057148169126381175,-9.658343196766427,4.5313281383732385e-22,0.5758220364688272,0.514806084714875,0.6440697332991855,7,14,10.5,0.42417796353117276,0.3559302667008145,0.485193915285125,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-0.6924938503549751,-0.8297517412184938,-0.5552359594914564,0.07003082298766276,-9.888415140815507,4.673681589424763e-23,0.5003267718358171,0.4361575528245334,0.5739368193776446,14,21,17.5,0.4996732281641829,0.4260631806223554,0.5638424471754666,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-0.9716711732855369,-1.1418910372575874,-0.8014513093134863,0.08684846523442433,-11.188121409661864,4.662063237116245e-29,0.3784500537177356,0.3192148036099921,0.448677321788449,21,28,24.5,0.6215499462822645,0.551322678211551,0.6807851963900079,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-1.116880277529732,-1.3222920496911368,-0.9114685053683271,0.10480385036748975,-10.656863021858873,1.6196869556249226e-26,0.32729928646886475,0.26652371574024447,0.4019335488607417,28,35,31.5,0.6727007135311353,0.5980664511392584,0.7334762842597555,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,-1.0085770983980704,-1.1850139890323945,-0.8321402077637463,0.09002047589957565,-11.203863213556115,3.903324226259546e-29,0.36473759622374,0.3057419024354183,0.43511704820104796,35,42,38.5,0.63526240377626,0.564882951798952,0.6942580975645817,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,-1.0335679315780186,-1.1990139130147988,-0.8681219501412384,0.0844127661231518,-12.244213512327292,1.8041753641047876e-34,0.35573545383434646,0.3014913620884691,0.41973910044425916,0,3,1.5,0.6442645461656535,0.5802608995557408,0.6985086379115308,0,NA,NA,NA,NA,NA
