term,estimate.robust,std.error.robust,statistic.robust,p.value.robust,conf.low.robust,conf.high.robust,model,strata,or,or.ll,or.ul
lung_cancerTRUE,0.09946985436943094,0.2627886441272114,0.3785165629960757,0.7050468919707451,-0.41558642366601656,0.6145261324048784,2 Fully adjusted,Female,1.1045851718215254,0.6599531550576683,1.8487803148715498
cancer_excl_lung_and_haemTRUE,0.037458319136996265,0.06322871568466626,0.5924257472476286,0.5535655293152106,-0.0864676863936724,0.16138432466766495,2 Fully adjusted,Female,1.0381687244116333,0.9171651852206056,1.1751365159889229
haematological_cancerTRUE,0.31251436505466135,0.1569694228913881,1.9909251069292617,0.04648912151310785,0.004859949513503603,0.6201687805958191,2 Fully adjusted,Female,1.366857576016562,1.0048717782226873,1.8592418193078584
flu_vaccineTRUE,0.26957332568705683,0.07754580424701503,3.476310914622225,5.083625624518784e-4,0.11758634221071423,0.4215603091633994,2 Fully adjusted,Female,1.3094056417744426,1.1247787416343706,1.5243381398010836
"ns(tstop, df = 4)1",2.060702439198872,0.22229720034118608,9.270033252942753,1.860878995900301e-20,1.6250079326660622,2.4963969457316817,2 Fully adjusted,Female,7.8514830632021555,5.078459322742213,12.138678755521363
"ns(tstop, df = 4)2",0.8959122959922872,0.29955571680340654,2.990803532486945,0.00278244447392011,0.30879387969453065,1.4830307122900437,2 Fully adjusted,Female,2.4495695028437776,1.3617816507235627,4.4062796308601255
"ns(tstop, df = 4)3",3.0994933525194113,0.5309663044560059,5.837457719082483,5.300333906330266e-9,2.058818518781311,4.140168186257512,2 Fully adjusted,Female,22.18670759388416,7.836705418275435,62.81338490899187
"ns(tstop, df = 4)4",-0.665085622144135,0.37471679934453617,-1.7749020681952854,0.0759140587519675,-1.399517053261548,0.0693458089732778,2 Fully adjusted,Female,0.5142294963895726,0.24671608590352043,1.071806785474381
regionEast Midlands,0.469123858678324,0.32186537428090484,1.4575157695244993,0.14497406159210868,-0.16172068278275392,1.099968400139402,2 Fully adjusted,Female,1.5985929861075987,0.8506787805889123,3.004071094218754
regionLondon,0.5640782406728457,0.4924310314280964,1.1454969420529117,0.2520033614459326,-0.40106884579613444,1.529225327141826,2 Fully adjusted,Female,1.7578267425366807,0.6696039600332994,4.614600631429143
regionNorth East,0.48319565813480486,0.4626106899111026,1.044497389862863,0.29625532618414085,-0.423504632954183,1.3898959492237928,2 Fully adjusted,Female,1.621247084162267,0.6547481422412625,4.014432326462594
regionNorth West,0.06253386955215362,0.42921497593596075,0.145693587265426,0.8841632839717651,-0.7787120249075552,0.9037797640118626,2 Fully adjusted,Female,1.0645305134790255,0.45899680721354735,2.468917422339905
regionSouth East,-0.16459145481994178,0.5665717454070112,-0.2905041703089224,0.7714305608355375,-1.2750516704756802,0.9458687608357966,2 Fully adjusted,Female,0.8482401777441747,0.2794165302633708,2.5750495092801993
regionSouth West,0.10642614128865133,0.4118987662693594,0.2583793640669815,0.796114141115225,-0.7008806058757745,0.9137328884530772,2 Fully adjusted,Female,1.1122957706795014,0.4961482003412474,2.4936135626826155
regionWest Midlands,0.19828720054899568,0.59192166258153045,0.33498892350756615,0.7376334417431537,-0.9618579397798739,1.3584323408778654,2 Fully adjusted,Female,1.2193125307677082,0.38218215450341536,3.890090183878189
regionYorkshire and The Humber,0.4621405970011093,0.35377666109301253,1.3063060620598894,0.19144849642546027,-0.23124891731202768,1.1555301113142464,2 Fully adjusted,Female,1.5874684808439385,0.7935419151288473,3.175706449310596
"timesincevax_pw(0,1]",-1.3059250171780816,0.29030837304712814,-4.498406310058718,6.846475603326049e-6,-1.874918972760871,-0.7369310615952921,2 Fully adjusted,Female,0.27092181177200403,0.1533673932779316,0.47858039786079276
"timesincevax_pw(1,4]",-1.032686037978646,0.1555567347124406,-6.638645635546741,3.165784603592531e-11,-1.3375716355676812,-0.7278004403896108,2 Fully adjusted,Female,0.3560493130290187,0.2624822979598863,0.4829701442487746
"timesincevax_pw(4,7]",-1.022586235579261,0.1490844649929318,-6.859106585167962,6.929252675002669e-12,-1.3147864176198296,-0.7303860535386922,2 Fully adjusted,Female,0.3596635616104254,0.2685316707481994,0.48172298332584546
"timesincevax_pw(7,14]",-0.6608507206765775,0.09168475166531496,-7.207858544340501,5.683862858301968e-13,-0.8405495318720935,-0.48115190948106146,2 Fully adjusted,Female,0.5164118253509943,0.43147334991010977,0.6180710197232444
"timesincevax_pw(14,21]",-0.9387045111350967,0.11052127076819689,-8.4934285012330335,2.0062891468353953e-17,-1.155322221366362,-0.7220868009038314,2 Fully adjusted,Female,0.3911342173048144,0.3149560349873109,0.4857375600147281
"timesincevax_pw(21, Inf]",-1.4868418575104947,0.09556796049403221,-15.5579532075851,1.4052119459147522e-54,-1.6741516181547444,-1.299532096866245,2 Fully adjusted,Female,0.22608553960107575,0.1874671557676594,0.27265934135182285
"ns(tstop, df = 4)1:regionEast Midlands",-0.2212792520828604,0.3427039902304566,-0.6456862434956119,0.518482571359152,-0.8929667302927217,0.45040822612700093,2 Fully adjusted,Female,0.8014928304940759,0.4094392532959193,1.568952542195856
"ns(tstop, df = 4)2:regionEast Midlands",-0.29395012152736905,0.42932864024277656,-0.6846739163759172,0.4935497120938436,-1.1354187939347646,0.5475185508800264,2 Fully adjusted,Female,0.7453136656234576,0.3212875398823922,1.7289573706108048
"ns(tstop, df = 4)3:regionEast Midlands",-1.686754933142772,0.7855331234770008,-2.1472741030660787,0.03177146626018212,-3.2263715638209485,-0.14713830246459558,2 Fully adjusted,Female,0.1851192747741976,0.039701291361483586,0.8631745899875504
"ns(tstop, df = 4)4:regionEast Midlands",1.1873550530173078,0.4953500138131585,2.3970021599013567,0.0165298262748956,0.216486866202099,2.1582232398325165,2 Fully adjusted,Female,3.278398539521677,1.241706776920873,8.65574480521883
"ns(tstop, df = 4)1:regionLondon",-0.1889748456561978,0.4934948347877888,-0.3829317600405285,0.7017703618480912,-1.1562069483968078,0.7782572570844122,2 Fully adjusted,Female,0.8278073293830073,0.31467750809805733,2.177673830970753
"ns(tstop, df = 4)2:regionLondon",-0.7896620965819179,0.7201479098218976,-1.0965276519058593,0.2728479290657686,-2.2011260633746357,0.6218018702107997,2 Fully adjusted,Female,0.453998176902588,0.1106784572077865,1.8622806084468337
"ns(tstop, df = 4)3:regionLondon",-1.8937487047277115,1.2362343723269458,-1.5318686707951148,0.1255548459679936,-4.316723550939004,0.5292261414835815,2 Fully adjusted,Female,0.15050654539718586,0.01334353139933055,1.697618083960266
"ns(tstop, df = 4)4:regionLondon",-0.7551366062959766,0.9904049675623923,-0.7624523614360864,0.4457900652252878,-2.6962946728278254,1.1860214602358723,2 Fully adjusted,Female,0.46994641270669013,0.06745499306991186,3.2740294048654524
"ns(tstop, df = 4)1:regionNorth East",-0.980398350747335,0.5335536748044095,-1.8374877674804322,0.06613792066718265,-2.0261443371829735,0.06534763568830348,2 Fully adjusted,Female,0.37516162316854057,0.13184288411566,1.0675300714370257
"ns(tstop, df = 4)2:regionNorth East",-0.32899361765773155,0.6258365125957825,-0.5256861992490092,0.5991062541394705,-1.5556106425556129,0.8976234072401499,2 Fully adjusted,Female,0.7196476097697765,0.2110604607832294,2.4537645768681258
"ns(tstop, df = 4)3:regionNorth East",-1.0690195855702496,1.1564698444012647,-0.9243817214479203,0.35528760799473114,-3.3356588298033683,1.1976196586628691,2 Fully adjusted,Female,0.34334497282462834,0.03559112998821907,3.3122233096551255
"ns(tstop, df = 4)4:regionNorth East",1.0772465449081492,0.6468809965795369,1.6652932310644821,0.09585426833013258,-0.19061691067112085,2.345110000487419,2 Fully adjusted,Female,2.936582660489623,0.826449131358245,10.434420455758495
"ns(tstop, df = 4)1:regionNorth West",-0.487947346673982,0.47430546494740056,-1.0287618059136094,0.3035916186153515,-1.4175689756414118,0.44167428229344796,2 Fully adjusted,Female,0.6138851952891978,0.2423023443894124,1.5553090662201767
"ns(tstop, df = 4)2:regionNorth West",0.6244935831820306,0.5254661535498935,1.1884563429311998,0.23465366991897402,-0.4054011528705541,1.6543883192346154,2 Fully adjusted,Female,1.8673000857821458,0.6667093048551934,5.229879926633587
"ns(tstop, df = 4)3:regionNorth West",-0.5941512667664683,1.0269176279596623,-0.5785773372563109,0.5628744000864542,-2.606872832656708,1.4185702991237716,2 Fully adjusted,Female,0.5520308940625921,0.07376485851561256,4.131209821747927
"ns(tstop, df = 4)4:regionNorth West",1.073778894902364,0.5653641709798523,1.899269444403172,0.05752905819354749,-0.03431451836749155,2.1818723081722196,2 Fully adjusted,Female,2.926417254830723,0.9662675479482907,8.862884785435513
"ns(tstop, df = 4)1:regionSouth East",1.1324121942611696,0.5537072955946446,2.0451458799094104,0.04084047821469507,0.047165836918592774,2.2176585516037464,2 Fully adjusted,Female,3.1031328385339654,1.0482958408174121,9.185797595151461
"ns(tstop, df = 4)2:regionSouth East",-0.7871881882859084,0.7301730496215515,-1.0780844194316783,0.2809960840720974,-2.2183010680259265,0.6439246914541099,2 Fully adjusted,Female,0.4551227171900373,0.108793785144448,1.9039386066715354
"ns(tstop, df = 4)3:regionSouth East",-0.46074297744772763,1.326315382624662,-0.3473856847953898,0.7283015863967695,-3.060273359533526,2.1387874046380713,2 Fully adjusted,Female,0.6308147901912259,0.04687487977318712,8.489137496446844
"ns(tstop, df = 4)4:regionSouth East",0.9696897628444147,0.7550007477552271,1.2843560297489802,0.1990174105126901,-0.5100845110566402,2.4494640367454696,2 Fully adjusted,Female,2.637126197902606,0.6004448324407377,11.582137455318412
"ns(tstop, df = 4)1:regionSouth West",-0.17176367071398616,0.41939634933220515,-0.40954975165492347,0.6821362636940624,-0.9937654106526872,0.6502380692247149,2 Fully adjusted,Female,0.8421781810200989,0.3701801830543807,1.9159969146217886
"ns(tstop, df = 4)2:regionSouth West",-0.03905930145766833,0.5655899869380805,-0.06905939348241052,0.9449423431308575,-1.1475953058727855,1.0694767029574488,2 Fully adjusted,Female,0.9616936776184438,0.3173991001776849,2.9138542896105863
"ns(tstop, df = 4)3:regionSouth West",-2.2467475748459007,1.0298994292962829,-2.1815213320208118,0.029144878405564047,-4.265313363964971,-0.2281817857268309,2 Fully adjusted,Female,0.10574258572661598,0.014047464474099335,0.795979548961816
"ns(tstop, df = 4)4:regionSouth West",-0.27577619882051185,0.8097682193215621,-0.34056189442895396,0.7334334201005679,-1.8628927445159047,1.311340346874881,2 Fully adjusted,Female,0.7589827729948938,0.15522295992464735,3.7111446011766756
"ns(tstop, df = 4)1:regionWest Midlands",0.7065121852043201,0.5867665901835267,1.2040770504389826,0.22855979921551792,-0.44352919888676556,1.8565535692954058,2 Fully adjusted,Female,2.0269094310711724,0.6417674945642929,6.4016359141942845
"ns(tstop, df = 4)2:regionWest Midlands",-0.053243497513244926,0.6775451791433142,-0.07858294790107698,0.937364351193265,-1.3812076465328795,1.2747206515063896,2 Fully adjusted,Female,0.9481491124205839,0.25127491847093825,3.5777018448736064
"ns(tstop, df = 4)3:regionWest Midlands",-1.1055089826994418,1.401719989867466,-0.7886803289464173,0.43029886785554,-3.852829679249524,1.6418117138506405,2 Fully adjusted,Female,0.3310423445280818,0.02121960672376698,5.164517669778687
"ns(tstop, df = 4)4:regionWest Midlands",1.2066949825504072,0.7003202755300676,1.723061611542045,0.08487738394459424,-0.16590753513169232,2.5792975002325065,2 Fully adjusted,Female,3.3424196223863625,0.8471245598290237,13.18787042884013
"ns(tstop, df = 4)1:regionYorkshire and The Humber",-0.574248672475392,0.4063648056227953,-1.413135843777853,0.1576157858828598,-1.3707090560806903,0.22221171112990623,2 Fully adjusted,Female,0.563127803324398,0.253926847330363,1.2488357423049194
"ns(tstop, df = 4)2:regionYorkshire and The Humber",-0.08141073458494796,0.4879642166973854,-0.16683750938941375,0.86749790406806,-1.0378030250561214,0.8749815558862256,2 Fully adjusted,Female,0.9218149923792366,0.3542320666735267,2.398831049246274
"ns(tstop, df = 4)3:regionYorkshire and The Humber",-2.4118275997822054,0.885449972019888,-2.7238440069971945,0.006452697608825695,-4.147277655053184,-0.6763775445112268,2 Fully adjusted,Female,0.08965129806508641,0.015807391133779703,0.5084555178481976
"ns(tstop, df = 4)4:regionYorkshire and The Humber",0.9421257676035829,0.6106829238305889,1.5427412996813064,0.12289355701744233,-0.25479076907798814,2.139042304285154,2 Fully adjusted,Female,2.565429132129418,0.7750786514175986,8.491301650408046
(Intercept),-7.694425262535433,0.03182206109253289,-241.79531426834404,0,-7.756795356190631,-7.632055168880235,0 Unadjusted,Male,4.553586250550114e-4,4.278254142674809e-4,4.846637682032423e-4
"timesincevax_pw(0,1]",-1.1346180800449257,0.3549709026726938,-3.1963692559080457,0.0013916888252553195,-1.8303482648430782,-0.4388878952467732,0 Unadjusted,Male,0.3215449023012895,0.16035771109618727,0.6447530554606682
"timesincevax_pw(1,4]",-1.0159378352339772,0.1950709510033696,-5.208042663494413,1.908430513168327e-7,-1.398269873630559,-0.6336057968373954,0 Unadjusted,Male,0.3620627153879015,0.2470239771384257,0.5306748413357524
"timesincevax_pw(4,7]",-0.416957863330875,0.14638382860050492,-2.8483874709192896,0.004394138982706105,-0.7038648953069488,-0.1300508313548011,0 Unadjusted,Male,0.6590486894756244,0.4946697576583581,0.8780507972745669
"timesincevax_pw(7,14]",-0.5973533797557515,0.10743103360935931,-5.560342851469229,2.692451950691548e-8,-0.8079143364520078,-0.38679242305949524,0 Unadjusted,Male,0.5502660558798476,0.44578685871332635,0.6792320732098599
"timesincevax_pw(14,21]",-0.7948787190783987,0.11831950786265977,-6.718069855404233,1.8414741557759312e-11,-1.0267806931577155,-0.5629767449990819,0 Unadjusted,Male,0.45163600643224394,0.3581581275056302,0.5695112483601519
"timesincevax_pw(21, Inf]",-1.4643743638846263,0.08365425280292416,-17.505079715844868,1.3104344559843838e-68,-1.6283336865319664,-1.3004150412372861,0 Unadjusted,Male,0.23122260744803638,0.19625632637529417,0.2724187045712431
(Intercept),-37.236066706847716,8.44932914899077,-4.406984986647771,1.048194504404534e-5,-53.79644753239408,-20.675685881301344,"1 Age, sex, IMD",Male,6.738786566358109e-17,4.3301175933492625e-24,1.0487300496567798e-9
age,0.6132110628473582,0.19341916770694997,3.170373805849668,0.0015224294579212969,0.23411646022202365,0.9923056654726927,"1 Age, sex, IMD",Male,1.846350638108051,1.2637916650956265,2.6974467176787877
I(age * age),-0.0030869114533130684,0.0011053628184613897,-2.7926680740084024,0.005227530244007166,-0.005253382767347077,-9.20440139279059e-4,"1 Age, sex, IMD",Male,0.996917848159087,0.9947603921157689,0.9990799833358082
imd2,-0.05946796150150059,0.08568332327940166,-0.6940435924454478,0.487654871420456,-0.2274041892048302,0.10846826620182902,"1 Age, sex, IMD",Male,0.9422657218865503,0.7965987406001047,1.1145695384523497
imd3,-0.35419288303293694,0.08702699767941685,-4.069919593660861,4.7029366263463406e-5,-0.5247626641672448,-0.1836231018986291,"1 Age, sex, IMD",Male,0.7017396006383392,0.5916957783138093,0.8322494179481675
imd4,-0.3512356892779302,0.08619776085265109,-4.074765815301658,4.6060674695200347e-5,-0.5201801960971228,-0.18229118245873752,"1 Age, sex, IMD",Male,0.7038178519844142,0.5944134273394405,0.8333586456637683
imd5 least deprived,-0.4107640626042562,0.08795398001449369,-4.670215748469456,3.008835612298965e-6,-0.5831506957296195,-0.2383774294788929,"1 Age, sex, IMD",Male,0.6631433734652988,0.5581370732794733,0.7879052562966701
ethnicityMixed,-0.6370546229524039,0.61334257453757,-1.0386603659997213,0.2989627201685277,-1.8391839792311144,0.5650747333263066,"1 Age, sex, IMD",Male,0.5288477884891357,0.15894707731693047,1.7595792770205227
ethnicitySouth Asian,0.19386224189138676,0.23442252549632187,0.8269778745917848,0.40824960218836975,-0.26559746524632655,0.6533219490291001,"1 Age, sex, IMD",Male,1.2139290428682223,0.7667477079894321,1.9219147390516473
ethnicityWhite,0.010527808911572931,0.20409943596096522,0.05158176386918783,0.9588619503179769,-0.38949973483685796,0.41055535266000387,"1 Age, sex, IMD",Male,1.0105834212792695,0.6773956672019699,1.5076548327847694
ethnicityOther,0.06582743842409244,0.362415606572769,0.1816352199801722,0.8558690070328834,-0.6444940978937723,0.7761489747419572,"1 Age, sex, IMD",Male,1.068042398183897,0.52492803714329,2.17308751600751
"timesincevax_pw(0,1]",-1.1105105593560287,0.35497396386814145,-3.1284282014794154,0.001757439421993922,-1.8062467439870082,-0.4147743747250492,"1 Age, sex, IMD",Male,0.32939074461014817,0.1642695268114222,0.6604892869715359
"timesincevax_pw(1,4]",-0.9917035173487049,0.19510837436084963,-5.082834197134798,3.7184426981762545e-7,-1.374108904178128,-0.6092981305192816,"1 Age, sex, IMD",Male,0.370944242528951,0.25306500052585923,0.5437323643311027
"timesincevax_pw(4,7]",-0.39233387856580565,0.14640625434616236,-2.6797617377613734,0.007367458001216181,-0.6792848641956946,-0.10538289293591674,"1 Age, sex, IMD",Male,0.67547854849798,0.5069794218936197,0.8999798606750511
"timesincevax_pw(7,14]",-0.571931204981932,0.10759270526310234,-5.315706149253867,1.0624448808082352e-7,-0.7828090322968456,-0.3610533776670183,"1 Age, sex, IMD",Male,0.5644343470548283,0.4571201408856987,0.6969417963468638
"timesincevax_pw(14,21]",-0.7671312091784441,0.1182757197230483,-6.4859568047841165,8.817042631565891e-11,-0.9989473600811725,-0.5353150582757158,"1 Age, sex, IMD",Male,0.4643432630648223,0.36826688964262294,0.5854847992523184
"timesincevax_pw(21, Inf]",-1.4291727554886018,0.0839561739825339,-17.02284284400483,5.5604145089536716e-65,-1.593723832774147,-1.2646216782030566,"1 Age, sex, IMD",Male,0.23950697114234717,0.20316763901547163,0.2823460936188404
(Intercept),-31.77870808091288,8.55301469598304,-3.7154978929052804,2.028039555012257e-4,-48.542308844281436,-15.015107317544327,2 Fully adjusted,Male,1.5800922335565072e-14,8.285965678898606e-22,3.013156900835075e-7
