stratum,brand_descr,var_label,label,HR,CI,HR_ECI
0,BNT162b2,Time since discharge from infectious hosp admission,1-21,0.45,(0.37-0.53),0.45 (0.37-0.53)
0,BNT162b2,Time since discharge from infectious hosp admission,22-28,0.61,(0.44-0.86),0.61 (0.44-0.86)
0,BNT162b2,Time since discharge from non-infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
0,BNT162b2,Time since discharge from non-infectious hosp admission,In hospital,0.95,(0.89-1.00),0.95 (0.89-1.00)
0,BNT162b2,Time since discharge from non-infectious hosp admission,1-21,0.49,(0.29-0.80),0.49 (0.29-0.80)
0,BNT162b2,Time since discharge from non-infectious hosp admission,22-28,0.98,(0.50-1.91),0.98 (0.50-1.91)
0,ChAdOx1,Age,Age,0.95,(0.85-1.06),0.95 (0.85-1.06)
0,ChAdOx1,Age,Age²,1.00,(1.00-1.00),1.00 (1.00-1.00)
0,ChAdOx1,Sex,Female,1,(NA-NA),1 (NA-NA)
0,ChAdOx1,Sex,Male,0.97,(0.94-1.01),0.97 (0.94-1.01)
0,ChAdOx1,IMD,1 most deprived,1,(NA-NA),1 (NA-NA)
0,ChAdOx1,IMD,2,1.10,(1.05-1.15),1.10 (1.05-1.15)
0,ChAdOx1,IMD,3,1.22,(1.16-1.28),1.22 (1.16-1.28)
0,ChAdOx1,IMD,4,1.33,(1.27-1.40),1.33 (1.27-1.40)
0,ChAdOx1,IMD,5 least deprived,1.32,(1.25-1.39),1.32 (1.25-1.39)
0,ChAdOx1,Ethnicity,White,1,(NA-NA),1 (NA-NA)
0,ChAdOx1,Ethnicity,Black,0.45,(0.37-0.53),0.45 (0.37-0.53)
0,ChAdOx1,Ethnicity,South Asian,0.46,(0.43-0.50),0.46 (0.43-0.50)
0,ChAdOx1,Ethnicity,Mixed,0.78,(0.59-1.04),0.78 (0.59-1.04)
0,ChAdOx1,Ethnicity,Other,0.72,(0.57-0.92),0.72 (0.57-0.92)
0,ChAdOx1,Body Mass Index,Not obese,1,(NA-NA),1 (NA-NA)
0,ChAdOx1,Body Mass Index,Obese I (30-34.9),0.97,(0.92-1.02),0.97 (0.92-1.02)
0,ChAdOx1,Body Mass Index,Obese II (35-39.9),1.08,(0.98-1.20),1.08 (0.98-1.20)
0,ChAdOx1,Body Mass Index,Obese III (40+),1.06,(0.92-1.22),1.06 (0.92-1.22)
0,ChAdOx1,Heart failure,Heart failure,1.02,(0.96-1.09),1.02 (0.96-1.09)
0,ChAdOx1,Other heart disease,Other heart disease,1.11,(1.03-1.19),1.11 (1.03-1.19)
0,ChAdOx1,Dialysis,Dialysis,1.10,(0.78-1.55),1.10 (0.78-1.55)
0,ChAdOx1,Diabetes,Diabetes,1.05,(0.98-1.14),1.05 (0.98-1.14)
0,ChAdOx1,Chronic liver disease,Chronic liver disease,1.14,(0.93-1.39),1.14 (0.93-1.39)
0,ChAdOx1,COPD,COPD,0.97,(0.90-1.05),0.97 (0.90-1.05)
0,ChAdOx1,Other respiratory conditions,Other respiratory conditions,1.02,(0.94-1.10),1.02 (0.94-1.10)
0,ChAdOx1,Lung Cancer,Lung Cancer,1.15,(0.92-1.44),1.15 (0.92-1.44)
0,ChAdOx1,Haematological cancer,Haematological cancer,1.21,(1.05-1.39),1.21 (1.05-1.39)
0,ChAdOx1,"Cancer excl. lung, haemo","Cancer excl. lung, haemo",1.13,(1.04-1.22),1.13 (1.04-1.22)
0,ChAdOx1,Dementia,Dementia,1.06,(0.98-1.15),1.06 (0.98-1.15)
0,ChAdOx1,Other neurological conditions,Other neurological conditions,0.97,(0.88-1.08),0.97 (0.88-1.08)
0,ChAdOx1,Learning disabilities,Learning disabilities,0.90,(0.49-1.66),0.90 (0.49-1.66)
0,ChAdOx1,Serious mental illness,Serious mental illness,0.91,(0.77-1.07),0.91 (0.77-1.07)
0,ChAdOx1,Morbidity count,0,1,(NA-NA),1 (NA-NA)
0,ChAdOx1,Morbidity count,1,0.89,(0.83-0.97),0.89 (0.83-0.97)
0,ChAdOx1,Morbidity count,2,0.81,(0.71-0.94),0.81 (0.71-0.94)
0,ChAdOx1,Morbidity count,3,0.78,(0.63-0.96),0.78 (0.63-0.96)
0,ChAdOx1,Morbidity count,4+,0.70,(0.52-0.94),0.70 (0.52-0.94)
0,ChAdOx1,Shielding criteria met,Shielding criteria met,1.09,(1.03-1.14),1.09 (1.03-1.14)
0,ChAdOx1,Flu vaccine in previous 5 years,Flu vaccine in previous 5 years,2.06,(1.96-2.16),2.06 (1.96-2.16)
0,ChAdOx1,Frailty,None,1,(NA-NA),1 (NA-NA)
0,ChAdOx1,Frailty,Mild,1.41,(1.30-1.53),1.41 (1.30-1.53)
0,ChAdOx1,Frailty,Moderate,1.43,(1.32-1.55),1.43 (1.32-1.55)
0,ChAdOx1,Frailty,Severe,1.44,(1.32-1.57),1.44 (1.32-1.57)
0,ChAdOx1,region,East Midlands,1,(NA-NA),1 (NA-NA)
0,ChAdOx1,region,Yorkshire and The Humber,0.10,(0.01-1.12),0.10 (0.01-1.12)
0,ChAdOx1,region,North East,0.00,(0.00-40 873 625.11),0.00 (0.00-40 873 625.11)
0,ChAdOx1,region,East,0.04,(0.00-0.58),0.04 (0.00-0.58)
0,ChAdOx1,region,South East,8.99,(0.84-95.83),8.99 (0.84-95.83)
0,ChAdOx1,region,South West,0.01,(0.00-111.20),0.01 (0.00-111.20)
0,ChAdOx1,region,North West,0.05,(0.00-88.59),0.05 (0.00-88.59)
0,ChAdOx1,region,London,0.00,(0.00-10 597 838 483 205.90),0.00 (0.00-10 597 838 483 205.90)
0,ChAdOx1,region,West Midlands,0.00,(0.00-0.00),0.00 (0.00-0.00)
0,ChAdOx1,Time since suspected COVID,Not suspected,1,(NA-NA),1 (NA-NA)
0,ChAdOx1,Time since suspected COVID,1-21,1.18,(0.85-1.64),1.18 (0.85-1.64)
0,ChAdOx1,Time since suspected COVID,22-28,1.38,(0.72-2.63),1.38 (0.72-2.63)
0,ChAdOx1,Time since suspected COVID,29+,1.22,(0.80-1.84),1.22 (0.80-1.84)
0,ChAdOx1,Time since discharge from infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
0,ChAdOx1,Time since discharge from infectious hosp admission,In hospital,0.08,(0.05-0.13),0.08 (0.05-0.13)
0,ChAdOx1,Time since discharge from infectious hosp admission,1-21,0.76,(0.66-0.87),0.76 (0.66-0.87)
0,ChAdOx1,Time since discharge from infectious hosp admission,22-28,1.06,(0.82-1.37),1.06 (0.82-1.37)
0,ChAdOx1,Time since discharge from non-infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
0,ChAdOx1,Time since discharge from non-infectious hosp admission,In hospital,0.52,(0.30-0.89),0.52 (0.30-0.89)
0,ChAdOx1,Time since discharge from non-infectious hosp admission,1-21,1.02,(0.61-1.72),1.02 (0.61-1.72)
0,ChAdOx1,Time since discharge from non-infectious hosp admission,22-28,0.36,(0.12-1.10),0.36 (0.12-1.10)
1,Any vaccine,Age,Age,1.26,(1.15-1.38),1.26 (1.15-1.38)
1,Any vaccine,Age,Age²,1.00,(1.00-1.00),1.00 (1.00-1.00)
1,Any vaccine,Sex,Female,1,(NA-NA),1 (NA-NA)
1,Any vaccine,Sex,Male,1.12,(1.09-1.14),1.12 (1.09-1.14)
1,Any vaccine,IMD,1 most deprived,1,(NA-NA),1 (NA-NA)
1,Any vaccine,IMD,2,1.07,(1.03-1.11),1.07 (1.03-1.11)
1,Any vaccine,IMD,3,1.14,(1.10-1.18),1.14 (1.10-1.18)
1,Any vaccine,IMD,4,1.20,(1.16-1.25),1.20 (1.16-1.25)
1,Any vaccine,IMD,5 least deprived,1.25,(1.20-1.29),1.25 (1.20-1.29)
1,Any vaccine,Ethnicity,White,1,(NA-NA),1 (NA-NA)
1,Any vaccine,Ethnicity,Black,0.53,(0.48-0.59),0.53 (0.48-0.59)
1,Any vaccine,Ethnicity,South Asian,0.64,(0.59-0.69),0.64 (0.59-0.69)
1,Any vaccine,Ethnicity,Mixed,0.60,(0.49-0.74),0.60 (0.49-0.74)
1,Any vaccine,Ethnicity,Other,0.66,(0.55-0.79),0.66 (0.55-0.79)
1,Any vaccine,Body Mass Index,Not obese,1,(NA-NA),1 (NA-NA)
1,Any vaccine,Body Mass Index,Obese I (30-34.9),1.05,(1.02-1.08),1.05 (1.02-1.08)
1,Any vaccine,Body Mass Index,Obese II (35-39.9),0.93,(0.88-0.99),0.93 (0.88-0.99)
1,Any vaccine,Body Mass Index,Obese III (40+),0.82,(0.74-0.91),0.82 (0.74-0.91)
1,Any vaccine,Heart failure,Heart failure,0.95,(0.92-0.99),0.95 (0.92-0.99)
1,Any vaccine,Other heart disease,Other heart disease,0.99,(0.96-1.03),0.99 (0.96-1.03)
1,Any vaccine,Dialysis,Dialysis,0.99,(0.85-1.15),0.99 (0.85-1.15)
1,Any vaccine,Diabetes,Diabetes,0.96,(0.92-1.00),0.96 (0.92-1.00)
1,Any vaccine,Chronic liver disease,Chronic liver disease,0.92,(0.85-1.00),0.92 (0.85-1.00)
1,Any vaccine,COPD,COPD,0.97,(0.93-1.01),0.97 (0.93-1.01)
1,Any vaccine,Other respiratory conditions,Other respiratory conditions,0.94,(0.90-0.98),0.94 (0.90-0.98)
1,Any vaccine,Lung Cancer,Lung Cancer,0.97,(0.89-1.06),0.97 (0.89-1.06)
1,Any vaccine,Haematological cancer,Haematological cancer,1.00,(0.96-1.05),1.00 (0.96-1.05)
1,Any vaccine,"Cancer excl. lung, haemo","Cancer excl. lung, haemo",1.01,(0.98-1.05),1.01 (0.98-1.05)
1,Any vaccine,Dementia,Dementia,0.79,(0.76-0.83),0.79 (0.76-0.83)
1,Any vaccine,Other neurological conditions,Other neurological conditions,0.85,(0.80-0.91),0.85 (0.80-0.91)
1,Any vaccine,Learning disabilities,Learning disabilities,0.41,(0.27-0.63),0.41 (0.27-0.63)
1,Any vaccine,Serious mental illness,Serious mental illness,0.67,(0.60-0.76),0.67 (0.60-0.76)
1,Any vaccine,Morbidity count,1,1,(NA-NA),1 (NA-NA)
1,Any vaccine,Morbidity count,1,1,(NA-NA),1 (NA-NA)
1,Any vaccine,Morbidity count,2,1.05,(1.00-1.09),1.05 (1.00-1.09)
1,Any vaccine,Morbidity count,3,1.09,(1.01-1.16),1.09 (1.01-1.16)
1,Any vaccine,Morbidity count,4+,1.11,(1.00-1.24),1.11 (1.00-1.24)
1,Any vaccine,Shielding criteria met,Shielding criteria met,1.06,(1.04-1.08),1.06 (1.04-1.08)
1,Any vaccine,Flu vaccine in previous 5 years,Flu vaccine in previous 5 years,1.83,(1.76-1.91),1.83 (1.76-1.91)
1,Any vaccine,Frailty,None,1,(NA-NA),1 (NA-NA)
1,Any vaccine,Frailty,Mild,1.13,(1.07-1.19),1.13 (1.07-1.19)
1,Any vaccine,Frailty,Moderate,1.10,(1.04-1.16),1.10 (1.04-1.16)
1,Any vaccine,Frailty,Severe,1.00,(0.95-1.06),1.00 (0.95-1.06)
1,Any vaccine,region,East Midlands,1,(NA-NA),1 (NA-NA)
1,Any vaccine,region,Yorkshire and The Humber,0.13,(0.04-0.41),0.13 (0.04-0.41)
1,Any vaccine,region,North East,0.81,(0.15-4.43),0.81 (0.15-4.43)
1,Any vaccine,region,East,32.79,(11.85-90.70),32.79 (11.85-90.70)
1,Any vaccine,region,South East,0.44,(0.08-2.48),0.44 (0.08-2.48)
1,Any vaccine,region,South West,0.01,(0.00-0.07),0.01 (0.00-0.07)
1,Any vaccine,region,North West,0.71,(0.14-3.53),0.71 (0.14-3.53)
1,Any vaccine,region,London,0.03,(0.00-2.13),0.03 (0.00-2.13)
1,Any vaccine,region,West Midlands,0.00,(0.00-0.00),0.00 (0.00-0.00)
1,Any vaccine,Time since suspected COVID,Not suspected,1,(NA-NA),1 (NA-NA)
1,Any vaccine,Time since suspected COVID,1-21,1.54,(1.31-1.80),1.54 (1.31-1.80)
1,Any vaccine,Time since suspected COVID,22-28,0.75,(0.50-1.13),0.75 (0.50-1.13)
1,Any vaccine,Time since suspected COVID,29+,0.84,(0.62-1.14),0.84 (0.62-1.14)
1,Any vaccine,Time since discharge from infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
1,Any vaccine,Time since discharge from infectious hosp admission,In hospital,0.80,(0.77-0.83),0.80 (0.77-0.83)
1,Any vaccine,Time since discharge from infectious hosp admission,1-21,0.62,(0.56-0.68),0.62 (0.56-0.68)
1,Any vaccine,Time since discharge from infectious hosp admission,22-28,0.86,(0.70-1.06),0.86 (0.70-1.06)
1,Any vaccine,Time since discharge from non-infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
1,Any vaccine,Time since discharge from non-infectious hosp admission,In hospital,0.91,(0.86-0.96),0.91 (0.86-0.96)
1,Any vaccine,Time since discharge from non-infectious hosp admission,1-21,0.57,(0.43-0.75),0.57 (0.43-0.75)
1,Any vaccine,Time since discharge from non-infectious hosp admission,22-28,0.70,(0.43-1.13),0.70 (0.43-1.13)
1,BNT162b2,Age,Age,1.42,(1.27-1.60),1.42 (1.27-1.60)
1,BNT162b2,Age,Age²,1.00,(1.00-1.00),1.00 (1.00-1.00)
1,BNT162b2,Sex,Female,1,(NA-NA),1 (NA-NA)
1,BNT162b2,Sex,Male,1.16,(1.13-1.19),1.16 (1.13-1.19)
1,BNT162b2,IMD,1 most deprived,1,(NA-NA),1 (NA-NA)
1,BNT162b2,IMD,2,1.07,(1.02-1.11),1.07 (1.02-1.11)
1,BNT162b2,IMD,3,1.11,(1.07-1.16),1.11 (1.07-1.16)
1,BNT162b2,IMD,4,1.19,(1.14-1.24),1.19 (1.14-1.24)
1,BNT162b2,IMD,5 least deprived,1.25,(1.20-1.30),1.25 (1.20-1.30)
1,BNT162b2,Ethnicity,White,1,(NA-NA),1 (NA-NA)
1,BNT162b2,Ethnicity,Black,0.50,(0.44-0.58),0.50 (0.44-0.58)
1,BNT162b2,Ethnicity,South Asian,0.69,(0.63-0.76),0.69 (0.63-0.76)
1,BNT162b2,Ethnicity,Mixed,0.62,(0.49-0.78),0.62 (0.49-0.78)
1,BNT162b2,Ethnicity,Other,0.71,(0.59-0.86),0.71 (0.59-0.86)
1,BNT162b2,Body Mass Index,Not obese,1,(NA-NA),1 (NA-NA)
1,BNT162b2,Body Mass Index,Obese I (30-34.9),1.05,(1.02-1.08),1.05 (1.02-1.08)
1,BNT162b2,Body Mass Index,Obese II (35-39.9),0.92,(0.86-0.98),0.92 (0.86-0.98)
1,BNT162b2,Body Mass Index,Obese III (40+),0.80,(0.71-0.90),0.80 (0.71-0.90)
1,BNT162b2,Heart failure,Heart failure,0.93,(0.89-0.97),0.93 (0.89-0.97)
1,BNT162b2,Other heart disease,Other heart disease,0.99,(0.95-1.03),0.99 (0.95-1.03)
1,BNT162b2,Dialysis,Dialysis,0.99,(0.84-1.18),0.99 (0.84-1.18)
1,BNT162b2,Diabetes,Diabetes,0.96,(0.92-1.01),0.96 (0.92-1.01)
1,BNT162b2,Chronic liver disease,Chronic liver disease,0.92,(0.84-1.01),0.92 (0.84-1.01)
1,BNT162b2,COPD,COPD,0.99,(0.95-1.04),0.99 (0.95-1.04)
1,BNT162b2,Other respiratory conditions,Other respiratory conditions,0.94,(0.90-0.99),0.94 (0.90-0.99)
1,BNT162b2,Lung Cancer,Lung Cancer,1.02,(0.94-1.12),1.02 (0.94-1.12)
1,BNT162b2,Haematological cancer,Haematological cancer,1.03,(0.98-1.08),1.03 (0.98-1.08)
1,BNT162b2,"Cancer excl. lung, haemo","Cancer excl. lung, haemo",1.02,(0.98-1.06),1.02 (0.98-1.06)
1,BNT162b2,Dementia,Dementia,0.75,(0.71-0.80),0.75 (0.71-0.80)
1,BNT162b2,Other neurological conditions,Other neurological conditions,0.83,(0.77-0.89),0.83 (0.77-0.89)
1,BNT162b2,Learning disabilities,Learning disabilities,0.25,(0.09-0.67),0.25 (0.09-0.67)
1,BNT162b2,Serious mental illness,Serious mental illness,0.61,(0.52-0.71),0.61 (0.52-0.71)
1,BNT162b2,Morbidity count,1,1,(NA-NA),1 (NA-NA)
1,BNT162b2,Morbidity count,1,1,(NA-NA),1 (NA-NA)
1,BNT162b2,Morbidity count,2,1.04,(0.99-1.09),1.04 (0.99-1.09)
