term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
ethnicityBlack,-0.24205419390090332,0.11104947899118214,-2.1736201674923117,0.0297336725553926,-0.46031564981110357,-0.023792737990703083,1 Demographics,all,0.11135993193335124
ethnicitySouth Asian,-0.10590938953769817,0.06839919069183496,-1.5455819035888032,0.12220557442297897,-0.24021387941074807,0.02839510033535171,1 Demographics,all,0.06852395805863097
ethnicityMixed,0.3573633081401786,0.1586683380764125,2.2500569081026702,0.02444533305462797,0.046073753272227125,0.6686528630081301,1 Demographics,all,0.15882411989371428
ethnicityOther,0.16112872037469164,0.11849252947363845,1.3586370871416444,0.17426161692438824,-0.07131487460608957,0.3935723153554729,1 Demographics,all,0.11859585013513856
"tt(tte_vax1)(0,3]",-0.21051741904018675,0.06415513116903185,-3.2901722949754344,0.0010012605372134904,-0.33592317972548646,-0.08511165835488707,2 Demographics + cinical,all,0.06398370667751263
"tt(tte_vax1)(3,7]",-0.3862758061515828,0.06098764739716114,-6.305217242180029,2.877899476799601e-10,-0.5063488566234353,-0.26620275567973023,2 Demographics + cinical,all,0.06126288616473236
"tt(tte_vax1)(7,14]",-0.34665568089652005,0.04852431819717982,-7.04508565005301,1.8534746104056886e-12,-0.44309633234385576,-0.25021502944918433,2 Demographics + cinical,all,0.04920531816301079
"tt(tte_vax1)(14,21]",-0.41993338307383027,0.05144041327551466,-8.055010086914402,7.947225479182406e-16,-0.5221125607346807,-0.31775420541297983,2 Demographics + cinical,all,0.052133191460060894
"tt(tte_vax1)(21, Inf]",-0.5210927948771725,0.04157532821714233,-12.390845583902578,2.929381657583784e-35,-0.6035184133425835,-0.43866717641176156,2 Demographics + cinical,all,0.042054659736389916
age,0.30398263839445866,0.07985951367780177,3.8698939021086227,1.0888272763916416e-4,0.15002621523413237,0.4579390615547849,2 Demographics + cinical,all,0.07855063887638496
I(age * age),-0.0014566966018881489,4.5655451241630786e-4,-3.245872510432323,0.0011709126335721924,-0.002336297654278953,-5.770955494973448e-4,2 Demographics + cinical,all,4.487842936548759e-4
sexMale,0.069474870293925,0.022306026226478634,3.096454729231242,0.0019584976487721784,0.025499338431235315,0.1134504021566147,2 Demographics + cinical,all,0.02243690813176318
imd2,-0.047416175042253,0.03677546933260375,-1.2882292002284386,0.19766619018877335,-0.11955706064784483,0.02472471056333883,2 Demographics + cinical,all,0.03680725063043502
imd3,-0.17645146823092844,0.035868328855269006,-4.909143300774057,9.147511910967424e-7,-0.2468993043528242,-0.10600363210903267,2 Demographics + cinical,all,0.03594343400061396
imd4,-0.1999989141832189,0.035967458195647777,-5.551380700713592,2.8342210320549786e-8,-0.27061029716688606,-0.12938753119955176,2 Demographics + cinical,all,0.03602687781032751
imd5 least deprived,-0.23183611485409403,0.0365269735836608,-6.329597472412215,2.458015794498473e-10,-0.3036243189871678,-0.1600479107210203,2 Demographics + cinical,all,0.03662730779714829
ethnicityBlack,-0.25258158499616573,0.11143294969654083,-2.2594285333555635,0.023856741176722686,-0.4716860189015428,-0.03347715109078864,2 Demographics + cinical,all,0.11179003065038183
ethnicitySouth Asian,-0.16485019453717753,0.06899267609467788,-2.3904034363383,0.01682987419498176,-0.30001584867973746,-0.029684540394617598,2 Demographics + cinical,all,0.06896333565755769
ethnicityMixed,0.34515585869627885,0.15878548007886545,2.1728230597932456,0.029793637039483466,0.03381294973337695,0.6564987676591807,2 Demographics + cinical,all,0.15885134187094005
ethnicityOther,0.15868614522836344,0.11864377962397545,1.3353631669998072,0.1817575137644523,-0.0742236258205558,0.3915959162772827,2 Demographics + cinical,all,0.1188336994383988
bmiObese I (30-34.9),-0.05411735372376265,0.03330241189331673,-1.6260851375558085,0.10393154526261382,-0.11934645015140835,0.01111174270388305,2 Demographics + cinical,all,0.03328076278042071
bmiObese II (35-39.9),0.121552377448989,0.055762222483368415,2.17265844831138,0.029806033308001897,0.011899485518184552,0.23120526937979347,2 Demographics + cinical,all,0.055946381053801245
bmiObese III (40+),0.04993871136832001,0.10671593198090454,0.46924442469006833,0.6388949346474992,-0.15864783876681635,0.25852526150345634,2 Demographics + cinical,all,0.10642366481243559
chronic_cardiac_disease,0.21369041615017606,0.058093675858192924,3.6782227329091532,2.3486482131537692e-4,0.09982414161805525,0.32755669068229687,2 Demographics + cinical,all,0.058096105556165054
heart_failure,0.24334825220855735,0.04090662156948913,5.956197246576067,2.581747078781679e-9,0.16327135242090846,0.32342515199620625,2 Demographics + cinical,all,0.04085631186046544
other_heart_disease,0.033982124621753616,0.05198905418784355,0.6528972395400253,0.5138225287078645,-0.06803046839167695,0.13599471763518417,2 Demographics + cinical,all,0.05204819773123022
dialysis,0.7029984131870519,0.1801876266017738,3.896124615131641,9.774411155764754e-5,0.3493517239399538,1.05664510243415,2 Demographics + cinical,all,0.18043529985072082
diabetes,0.13503271011504875,0.024213897920935482,5.572397544279138,2.5125725962715044e-8,0.08753802825552431,0.18252739197457318,2 Demographics + cinical,all,0.024232425817084624
chronic_liver_disease,0.06795377672178056,0.12580477674797966,0.5400904562327894,0.589134652080204,-0.1786474239681276,0.31455497741168875,2 Demographics + cinical,all,0.12581925108576844
current_copd,0.2826487684925057,0.03284775481320787,8.558591457842232,1.142548217204073e-17,0.21792066349430556,0.34737687349070584,2 Demographics + cinical,all,0.033025150211313664
other_resp_conditions,0.1594896242040384,0.04352770570701799,3.6518558459167423,2.6035202393811494e-4,0.07389097723190663,0.24508827117617016,2 Demographics + cinical,all,0.043673581579724424
lung_cancer,0.3937144837681929,0.10356029994751859,3.7862426556896893,1.5294233007449333e-4,0.1899065721918353,0.5975223953445505,2 Demographics + cinical,all,0.10398553911396764
haematological_cancer,0.25873638297335927,0.06965730052589907,3.719669621159987,1.9948354265278198e-4,0.12240330940329261,0.39506945654342596,2 Demographics + cinical,all,0.0695589687593469
cancer_excl_lung_and_haem,0.07425392708560022,0.02805931997834522,2.6435477083112415,0.008204220286555076,0.01920100621684439,0.12930684795435604,2 Demographics + cinical,all,0.028088741070247343
chemo_or_radio,0.08917389955335771,0.05954583080607166,1.497382634062189,0.13429372430198916,-0.02754819105312027,0.20589599015983567,2 Demographics + cinical,all,0.059553181347803824
permanant_immunosuppression,0.35310045027927234,0.3337594490627797,1.057423111950662,0.2903185281485924,-0.3013813344015797,1.0075822349601244,2 Demographics + cinical,all,0.33392541385623464
asplenia,0.001945042874344931,0.21871311350369027,0.008886334905702111,0.9929098238916676,-0.42705229095966796,0.43094237670835783,2 Demographics + cinical,all,0.21888021270691158
dmards,0.126955725506407,0.05910920998805645,2.1479050946830824,0.03172129558271283,0.011108591366420797,0.2428028596463932,2 Demographics + cinical,all,0.059106766784376465
dementia,0.517232667773334,0.031300289736832174,16.413103311259523,1.541222325278804e-60,0.4554675413838681,0.5789977941627998,2 Demographics + cinical,all,0.03151339865255757
other_neuro_conditions,0.4324526024697991,0.05806491989338551,7.430088042819503,1.0852541894527415e-13,0.3183770328430646,0.5465281720965336,2 Demographics + cinical,all,0.058202890729905254
LD_incl_DS_and_CP,0.5849451961226646,0.2596748432958689,2.249641179992129,0.024471732151026982,0.075321026932202,1.0945693653131272,2 Demographics + cinical,all,0.26001710909502074
psychosis_schiz_bipolar,0.30386638228632573,0.10561968522796635,2.872114654905967,0.004077350061758873,0.0965044775739329,0.5112282869987186,2 Demographics + cinical,all,0.10579883423779066
flu_vaccine,0.026326958089928396,0.03769161732264338,0.691169862093692,0.48945880100680406,-0.04832891524697991,0.1009828314268367,2 Demographics + cinical,all,0.0380904312149531
