term,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model,strata
bmiObese II (35-39.9),0.12311315488826469,0.05612986933249428,2.1933625777566697,0.02828126629345697,0.013100632539636642,0.23312567723689273,1.1310123932879934,1.0131868217927598,1.2625401419134166,2 Demographics + cinical,all
bmiObese III (40+),0.05565900577300691,0.1065745714044473,0.5222540896907073,0.6014934300475392,-0.15322331584750207,0.2645413273935159,1.0572371105121636,0.8579381092411589,1.3028332647826455,2 Demographics + cinical,all
chronic_cardiac_disease,0.21342553729605615,0.05831905792253263,3.659619083345915,2.5259044168814094e-4,0.09912228415558692,0.32772879043652536,1.2379113166122033,1.1042013176291525,1.3878125332134637,2 Demographics + cinical,all
heart_failure,0.24421120664963045,0.04097567104146339,5.9599074387949,2.523808463178795e-9,0.16390036716600137,0.3245220461332595,1.2766139313690192,1.1780969321091486,1.3833693012405452,2 Demographics + cinical,all
other_heart_disease,0.03366432855504015,0.05227663483545833,0.6439651033583024,0.5195980632244583,-0.06879599295541011,0.13612465006549043,1.0342373844977983,0.9335171047191653,1.1458247118188951,2 Demographics + cinical,all
dialysis,0.6966121349235378,0.18490682865083405,3.7673683552216155,1.6497748712316468e-4,0.33420141027238415,1.0590228595746916,2.006941928514589,1.3968244500375036,2.8835519770016296,2 Demographics + cinical,all
diabetes,0.13532531696187383,0.02425925745073228,5.578295924213829,2.4288620371207962e-8,0.0877780460667536,0.18287258785699406,1.1449091821511286,1.0917457778650699,1.2006614194902538,2 Demographics + cinical,all
chronic_liver_disease,0.06932242616775867,0.12789576566372576,0.5420228403028369,0.5878027715193741,-0.18134866830831825,0.3199935206438356,1.071781723917768,0.8341444682459597,1.3771188414635953,2 Demographics + cinical,all
current_copd,0.2831472854054809,0.033099087167542666,8.554534569857815,1.1834525346469441e-17,0.2182742666359454,0.3480203041750164,1.3273006394341778,1.2439281888375493,1.4162610054594158,2 Demographics + cinical,all
other_resp_conditions,0.16155603316666967,0.04389160815510427,3.6807954859107137,2.3250744263339293e-4,0.07553006195912079,0.24758200437421854,1.1753383142409508,1.07845564772034,1.2809243994807131,2 Demographics + cinical,all
lung_cancer,0.39527890425665996,0.10618456525171312,3.7225646055021424,1.9720942568882924e-4,0.18716098064925898,0.6033968278640609,1.4847982497289787,1.2058213833356513,1.8283187484199397,2 Demographics + cinical,all
haematological_cancer,0.25781323467763,0.06976228926109516,3.6955959646439895,2.1937159932302832e-4,0.12108166024681813,0.3945448091084419,1.2940971035902171,1.1287170799194144,1.4837086665155763,2 Demographics + cinical,all
cancer_excl_lung_and_haem,0.07283299609548048,0.028161819726875086,2.5862318842264047,0.009703162779822304,0.017636843691695707,0.12802914849926525,1.0755509007152186,1.017793291212851,1.1365861319942567,2 Demographics + cinical,all
chemo_or_radio,0.08955503030718824,0.05976393779394601,1.498479411044766,0.13400873798242866,-0.027580135343238082,0.20669019595761456,1.0936875176164176,0.9727967240304981,1.229601577227825,2 Demographics + cinical,all
permanant_immunosuppression,0.34758521162164097,0.3321261258778194,1.0465458286455567,0.2953090976129138,-0.30337003342370145,0.9985404566669833,1.4156449348758848,0.7383258405781159,2.714317272263636,2 Demographics + cinical,all
asplenia,0.005047541275337513,0.22181142077731045,0.022756002633448874,0.9818449037393997,-0.4296948548078503,0.43978993735852534,1.005060301572142,0.6507076247347198,1.5523810869868029,2 Demographics + cinical,all
dmards,0.1259482646551914,0.05934922392887902,2.122155208063397,0.03382470655590477,0.009625923244185777,0.24227060606619705,1.1342234873218915,1.0096724014555312,1.2741389358945379,2 Demographics + cinical,all
dementia,0.5252216683575037,0.031591014941470603,16.625666169022868,4.542889887640232e-62,0.4633044168371546,0.5871389198778528,1.6908336111504285,1.5893170836626986,1.7988344364910558,2 Demographics + cinical,all
other_neuro_conditions,0.4374320129307093,0.05860778101566735,7.463719071939828,8.411384181383368e-14,0.322562872926191,0.5523011529352276,1.5487250017807532,1.3806616943715542,1.7372460907105551,2 Demographics + cinical,all
LD_incl_DS_and_CP,0.6049713969624371,0.26635797085789037,2.2712719841419977,0.023130518114821547,0.08291936708580283,1.1270234268390713,1.8311998302591528,1.0864542010478893,3.0864557522138405,2 Demographics + cinical,all
psychosis_schiz_bipolar,0.3134233803799666,0.10740750220967686,2.918077172748262,0.003521971720457599,0.10290854437959371,0.5239382163803394,1.3681006353950873,1.1083900359421173,1.688664899425518,2 Demographics + cinical,all
flu_vaccine,-0.0014020227492510377,0.037616200912553376,-0.03727177958535284,0.9702683064810423,-0.07512842177307835,0.07232437627457627,0.9985989596254862,0.9276243515149925,1.0750039933044884,2 Demographics + cinical,all
"timesincevax_pw(0,3]",-0.20935825030786873,0.06227335981374849,-3.3619231551667035,7.740166063785149e-4,-0.3314117927391197,-0.08730470787661777,0.8111046051127858,0.7179094782525993,0.9163978194527845,2 Demographics + cinical,all
"timesincevax_pw(3,7]",-0.35379316376962505,0.05841785258072941,-6.056250754522472,1.3933075400341076e-9,-0.4682900508820249,-0.2392962766572252,0.7020201555424074,0.6260719046113035,0.7871816242796595,2 Demographics + cinical,all
"timesincevax_pw(7,14]",-0.27849506462104767,0.04394791520827608,-6.33693460318233,2.343814136848068e-10,-0.3646313956248889,-0.19235873361720646,0.7569220034376118,0.6944525819664417,0.8250108562713848,2 Demographics + cinical,all
"timesincevax_pw(14,21]",-0.3148921042261483,0.045090145990796617,-6.9836124347528425,2.8768500747633834e-12,-0.4032671664257627,-0.22651704202653383,0.729867619652465,0.6681335726179228,0.7973057544913817,2 Demographics + cinical,all
"timesincevax_pw(21, Inf]",-0.30248441475280385,0.025949859550802593,-11.656495256192954,2.1261506094992063e-31,-0.35334520487624965,-0.25162362462935806,0.7389800053552521,0.7023347021611291,0.7775373289038543,2 Demographics + cinical,all
(Intercept),-22.447122182801344,3.4546975111549325,-6.4975651588370456,8.163034124781213e-11,-29.218204882145173,-15.676039483457515,1.7837693668678867e-10,2.0450072337558252e-13,1.5559031291701407e-7,3 Demographics + cinical + date,all
age,0.311846254229715,0.0791374859919348,3.940563063394463,8.129057594924198e-5,0.1567396318584798,0.4669528766009502,1.3659446686694638,1.169691023971813,1.5951262338758385,3 Demographics + cinical + date,all
I(age * age),-0.0014980345625428123,4.522750439360129e-4,-3.3122202576243667,9.255864218060802e-4,-0.002384477359763668,-6.115917653219567e-4,0.9985030869311504,0.997618363248139,0.9993885952188005,3 Demographics + cinical + date,all
sexMale,0.07111955311792897,0.022459341172739962,3.166591244637682,0.001542369500667349,0.027100053302861075,0.11513905293299687,1.0737095835238861,1.0274705994478972,1.122029448210501,3 Demographics + cinical + date,all
imd2,5.278354982464524e-4,0.03764984984795132,0.014019591057550367,0.9888143511688354,-0.07326451422707896,0.07432018522357185,1.0005279748279163,0.9293549698989307,1.0771516383262238,3 Demographics + cinical + date,all
imd3,-0.11614049626510538,0.03718994364970783,-3.1229005711606606,0.0017907823392327893,-0.18903144640560682,-0.04324954612460395,0.8903501236426533,0.8277604761937732,0.95767237681558115,3 Demographics + cinical + date,all
imd4,-0.1456254537501057,0.03716882075344139,-3.9179465691448523,8.930649465994513e-5,-0.2184750037746757,-0.07277590372553566,0.8644814308333918,0.8037435697489366,0.9298091734521614,3 Demographics + cinical + date,all
imd5 least deprived,-0.17047555406092524,0.03782567292268878,-4.506874323408792,6.578957347651562e-6,-0.24461251068038714,-0.09633859744146332,0.8432637037497724,0.7830078866591897,0.9081564645482211,3 Demographics + cinical + date,all
ethnicityBlack,-0.2822771490417993,0.11401143945803564,-2.475866898827266,0.013291311818755673,-0.505735464205118,-0.058818833878480664,0.7540646672699711,0.6030618818590933,0.9428775711574988,3 Demographics + cinical + date,all
ethnicitySouth Asian,-0.21710543308005897,0.07058896441203441,-3.0756285332760256,0.002100593679063097,-0.35545726103362596,-0.07875360512649196,0.8048451075328035,0.7008528972073629,0.924267631197123,3 Demographics + cinical + date,all
ethnicityMixed,0.3366462757123316,0.15792305229927098,2.1317107971949047,0.03303062865633695,0.027122780877125163,0.646169770547538,1.4002436759315198,1.0274939516276185,1.9082179013125717,3 Demographics + cinical + date,all
ethnicityOther,0.14072368809809174,0.12112057779214999,1.1618478929284983,0.2452972560554032,-0.09666828216120407,0.3781156583573876,1.1511065396009457,0.9078571085879802,1.459531740157822,3 Demographics + cinical + date,all
bmiObese I (30-34.9),-0.052579092786089306,0.03333854258740275,-1.5771263140325984,0.11476646353606515,-0.11792143555445347,0.012763249982274856,0.9487792764917371,0.8887658752700036,1.0128450478892568,3 Demographics + cinical + date,all
bmiObese II (35-39.9),0.12038951552968219,0.05619811737494731,2.1422339600178657,0.03217466003335087,0.01024322947583084,0.23053580158353354,1.127936114657075,1.010295870936869,1.2592745505016494,3 Demographics + cinical + date,all
bmiObese III (40+),0.05093304252243787,0.10675431215426738,0.47710524750359584,0.6332871781906222,-0.15830156449427268,0.26016764953914845,1.0522524347555777,0.8535923300119332,1.2971475346241248,3 Demographics + cinical + date,all
chronic_cardiac_disease,0.21418195235970905,0.058448500759038305,3.6644558813014307,2.478649591266744e-4,0.09962499592163199,0.3287389087977861,1.238848045612855,1.104756552173383,1.3892150963934033,3 Demographics + cinical + date,all
heart_failure,0.24081265721723233,0.04108777187952764,5.860932491625798,4.602750839313595e-9,0.16028210412836058,0.3213432103061041,1.2722826600059876,1.1738419699531892,1.3789787794147983,3 Demographics + cinical + date,all
other_heart_disease,0.03144762231524599,0.05243028767358022,0.5997987749186534,0.5486403498908802,-0.07131385322404556,0.13420909785453755,1.0319473231685121,0.9311695956811626,1.1436319256275311,3 Demographics + cinical + date,all
dialysis,0.6907961097096509,0.1851883369667166,3.7302355052402993,1.913008739536288e-4,0.3278336388980189,1.0537585805212828,1.9953033815042245,1.3879580508509295,2.868412040119927,3 Demographics + cinical + date,all
diabetes,0.1315562291783493,0.024405080699513356,5.390526292378643,7.025163594707967e-8,0.08372314996750954,0.17938930838918907,1.1406020410348636,1.0873278253915613,1.1964864557240582,3 Demographics + cinical + date,all
chronic_liver_disease,0.0665931896738893,0.12818279016198428,0.5195173984724131,0.6033999833284227,-0.18464046248145496,0.3178268418292336,1.068860566201754,0.8314031507477055,1.3741382973515115,3 Demographics + cinical + date,all
current_copd,0.2832126732778729,0.03321285189749931,8.527201281959071,1.4993086037564208e-17,0.2181166797349115,0.34830866682083433,1.3273874316365628,1.2437321774939774,1.4166694611189656,3 Demographics + cinical + date,all
other_resp_conditions,0.15436488812540214,0.044051120138456995,3.50422163250828,4.5794405720595585e-4,0.06802627917537937,0.2407034970754249,1.1669166031161096,1.0703934371660335,1.272143785030346,3 Demographics + cinical + date,all
lung_cancer,0.3807306611622587,0.10648995218385117,3.5752730971739055,3.498624967318648e-4,0.17201419016651795,0.5894471321579994,1.4633534144187954,1.1876946866797053,1.80299132387096,3 Demographics + cinical + date,all
haematological_cancer,0.26054632447425385,0.06981341813751368,3.732037929457165,1.899368929674176e-4,0.1237145392870917,0.397378109661416,1.297638824896406,1.1316927710599798,1.4879184200331703,3 Demographics + cinical + date,all
cancer_excl_lung_and_haem,0.07720627378128857,0.028232996253877818,2.7346114130796244,0.006245395592368281,0.021870617948033792,0.13254192961454334,1.080264883734515,1.0221115330276598,1.1417268872538642,3 Demographics + cinical + date,all
chemo_or_radio,0.09839341607199271,0.05987855908327531,1.643216162485697,0.10033821701208813,-0.018966403177380575,0.215753235321366,1.1033967937623714,0.9812123273055547,1.2407961565549614,3 Demographics + cinical + date,all
permanant_immunosuppression,0.3306193397520213,0.33182542761556016,0.9963652940276289,0.31907268942738315,-0.31974654752907916,0.9809852270331217,1.3918298771495954,0.7263331046666018,2.6670826298292685,3 Demographics + cinical + date,all
asplenia,0.010829686939162905,0.22197151782698282,0.048788633087620624,0.9610877408697189,-0.42422649359541387,0.4458858674737397,1.0108885402612413,0.6542756758754126,1.5618731958271566,3 Demographics + cinical + date,all
dmards,0.12638322875102878,0.059450058677966565,2.125872228917901,0.03351389981364784,0.009863254863421447,0.24290320263863613,1.134716941125096,1.00991205707927,1.2749452068134182,3 Demographics + cinical + date,all
dementia,0.5127175999951106,0.03169145562753272,16.178417489592203,7.16114621651061e-59,0.45060348834749725,0.574831711642724,1.6698229452423743,1.5692589292650347,1.7768314817006186,3 Demographics + cinical + date,all
other_neuro_conditions,0.4327257346683448,0.058754459667622806,7.364985349474711,1.7716632352265085e-13,0.3175691097886929,0.5478823595479967,1.5414533954933891,1.3737841835193505,1.7295864947222475,3 Demographics + cinical + date,all
LD_incl_DS_and_CP,0.5849740638162235,0.2673432898632199,2.1881007902443037,0.028662261370475915,0.060990844175860426,1.1089572834565866,1.7949444310275464,1.0628891825162097,3.0311960677308596,3 Demographics + cinical + date,all
psychosis_schiz_bipolar,0.3062853180366244,0.10763908889997213,2.845484118889673,0.00443439705966154,0.09531658046397395,0.5172540556092748,1.358369818672838,1.1000070407481466,1.677415230930091,3 Demographics + cinical + date,all
flu_vaccine,0.026118919128786784,0.03815775830909722,0.6844982589703063,0.4936605883899052,-0.048668912887827744,0.10090675114540132,1.0264630073022938,0.9524964367931791,1.106173487543291,3 Demographics + cinical + date,all
"ns(tstop, df = 4)1",-0.38698525213788953,0.11207883286034052,-3.452795164454515,5.548101239658751e-4,-0.60665572797344125,-0.16731477630233782,0.6791011101423166,0.5451710240368066,0.8459332896705656,3 Demographics + cinical + date,all
"ns(tstop, df = 4)2",0.09261101330746013,0.1195659996287811,0.7745597711305167,0.43859983640191336,-0.14173403974048024,0.32695606635540053,1.097034920275549,0.8678520399487083,1.386740551275432,3 Demographics + cinical + date,all
"ns(tstop, df = 4)3",-0.30243075116958473,0.20480642220404646,-1.476666346274416,0.13976509751414384,-0.7038439624920201,0.09898246015285067,0.7390196627343357,0.4946801125972246,1.104046934574575,3 Demographics + cinical + date,all
"ns(tstop, df = 4)4",0.35336528744215223,0.11620924798444254,3.0407673534679343,0.002359760868047111,0.12559934672216103,0.5811312281621435,1.4238511633989215,1.133827805441367,1.7880599909289325,3 Demographics + cinical + date,all
regionEast Midlands,0.012544214650223283,0.11512385168230063,0.10896277762527168,0.9132320136489707,-0.2130943884086168,0.23818281770906338,1.0126232233324701,0.8080798602446703,1.2689411565359017,3 Demographics + cinical + date,all
regionLondon,-0.10732971936966611,0.20917870944860872,-0.5131005906508617,0.607880958388642,-0.5173124562215075,0.3026530174821752,0.8982294605079584,0.5961204969735512,1.3534447612866012,3 Demographics + cinical + date,all
regionNorth East,-0.02903212739185795,0.1719096859652985,-0.16888011416481993,0.8658909411164164,-0.36596892047743373,0.3079046656937178,0.9713852558905214,0.6935243552806591,1.3605712736355697,3 Demographics + cinical + date,all
regionNorth West,-0.27516141793646165,0.15331670619704285,-1.7947256027195353,0.07269742928204692,-0.5756566403109744,0.025333804438051166,0.759449524555322,0.5623354953929243,1.0256574323914927,3 Demographics + cinical + date,all
regionSouth East,0.004789373916443553,0.15375793361604534,0.03114879215535816,0.975150878015268,-0.2965706383083057,0.30614938614119286,1.0048008612995019,0.7433631154965195,1.3581851854377458,3 Demographics + cinical + date,all
regionSouth West,-0.35997112973602113,0.12933090631829453,-2.7833341618290457,0.005380336013502131,-0.6134550482078021,-0.10648721126424021,0.6976964684614932,0.5414768049832669,0.8989865449890918,3 Demographics + cinical + date,all
regionWest Midlands,0.08537795738138446,0.2025667697482392,0.42148056903655395,0.6734041971036069,-0.311645615789782,0.48240153055255097,1.089128633122381,0.7322409768936279,1.6199601182102992,3 Demographics + cinical + date,all
regionYorkshire and The Humber,0.0739516858464392,0.12320927021738796,0.600212027195359,0.5483649391330466,-0.1675340463411047,0.31543741803398306,1.0767547817436158,0.8457478221798204,1.3708588181989232,3 Demographics + cinical + date,all
"timesincevax_pw(0,3]",-0.2241064595266004,0.0632508464546679,-3.5431377141682727,3.953961661701035e-4,-0.3480758405694224,-0.10013707848377838,0.7992300441879662,0.7060453273041594,0.9047133927954194,3 Demographics + cinical + date,all
"timesincevax_pw(3,7]",-0.3854810479291167,0.06026201272179452,-6.396750299541566,1.587185612281324e-10,-0.5035924224997285,-0.2673696733585049,0.68012338555311,0.6043556544319871,0.7653900748409077,3 Demographics + cinical + date,all
"timesincevax_pw(7,14]",-0.34511978419768796,0.04844575825416437,-7.1238390446292925,1.0496161014195577e-12,-0.4400717255795842,-0.25016784281579174,0.7081355249416335,0.6439902288541679,0.7786700779243002,3 Demographics + cinical + date,all
"timesincevax_pw(14,21]",-0.43180159673777613,0.051610215107703826,-8.366591688034282,5.930877368867301e-17,-0.5329557595832406,-0.33064743389231166,0.6493381947218848,0.586867763545084,0.7184584284842653,3 Demographics + cinical + date,all
"timesincevax_pw(21, Inf]",-0.5297591143602289,0.042167424628135185,-12.563231428811521,3.363113674017057e-36,-0.6124057479521812,-0.4471124807682767,0.588746773241584,0.5420452749288196,0.63947197593023,3 Demographics + cinical + date,all
"ns(tstop, df = 4)1:regionEast Midlands",0.2826972710194309,0.163425955483046,1.729818682618981,0.08366267542303904,-0.0376117158663854,0.6030062579052471,1.3267034694294435,0.9630868196322673,1.8276048014738613,3 Demographics + cinical + date,all
"ns(tstop, df = 4)2:regionEast Midlands",0.005070888607795366,0.168086037896594,0.030168410602402093,0.9759327417460654,-0.3243716919735634,0.33451346918915414,1.0050837673230733,0.7229814660239735,1.3972604095812937,3 Demographics + cinical + date,all
"ns(tstop, df = 4)3:regionEast Midlands",0.43996835319949545,0.3050957021489313,1.4420667026791698,0.14928355730893078,-0.1580082348503693,1.0379449412493602,1.5526580810732753,0.8538427506722402,2.8234087773470424,3 Demographics + cinical + date,all
"ns(tstop, df = 4)4:regionEast Midlands",0.04010525268905187,0.15780071429018525,0.2541512747230087,0.7993786919833334,-0.2691784640544062,0.3493889694325099,1.0409203280904862,0.7640068957126842,1.418200719800148,3 Demographics + cinical + date,all
"ns(tstop, df = 4)1:regionLondon",0.6441429755049823,0.28174849253203027,2.286233973130322,0.02224057425495153,0.09192607744375081,1.1963598735662138,1.9043542514658764,1.0962837789860804,3.3080532473355198,3 Demographics + cinical + date,all
"ns(tstop, df = 4)2:regionLondon",-0.1711501771871206,0.29628120837570693,-0.5776612635185735,0.5634928365887211,-0.7518506748995131,0.4095503205252718,0.8426950104021521,0.4714931642468487,1.5061403524079398,3 Demographics + cinical + date,all
"ns(tstop, df = 4)3:regionLondon",0.3396261568827791,0.5412120461862638,0.6275288203136061,0.5303126505311959,-0.7211299616415262,1.4003822754070843,1.40442245874138,0.4862025552106798,4.0567504664028515,3 Demographics + cinical + date,all
"ns(tstop, df = 4)4:regionLondon",0.2949734015394013,0.2577736213611524,1.1443118189588932,0.2524943434965194,-0.21025361249292196,0.8002004155717246,1.3430906340678581,0.810378697744744,2.225987006249019,3 Demographics + cinical + date,all
"ns(tstop, df = 4)1:regionNorth East",0.040421443190644515,0.2586599800673047,0.15627250562737477,0.8758182273898718,-0.46654280198312076,0.5473856883644098,1.0412495092503786,0.6271667642749017,1.728727672244641,3 Demographics + cinical + date,all
"ns(tstop, df = 4)2:regionNorth East",0.2418762197170992,0.25995345420262683,0.9304597257959999,0.3521331072446844,-0.2676231881768316,0.7513756276110299,1.2736365319685041,0.7651960617087764,2.119914224260772,3 Demographics + cinical + date,all
"ns(tstop, df = 4)3:regionNorth East",0.6432871548978794,0.45388293331784874,1.4172975180967933,0.15639596050223917,-0.24630704760249889,1.5328813573982576,1.9027251630573958,0.7816821744363228,4.631502629239902,3 Demographics + cinical + date,all
"ns(tstop, df = 4)4:regionNorth East",-0.3442196201006183,0.2613051847769778,-1.3173088027105448,0.18773513576367984,-0.8563683712370787,0.167929131035842,0.7087732501026303,0.42470164377303227,1.182852780126076,3 Demographics + cinical + date,all
"ns(tstop, df = 4)1:regionNorth West",0.3274293981685281,0.21532588272402484,1.5206225746125568,0.12835457843491174,-0.09460157690985588,0.7494603732469121,1.3873970950641779,0.9097353218298281,2.1158579349440485,3 Demographics + cinical + date,all
"ns(tstop, df = 4)2:regionNorth West",0.1513653448938556,0.22118659683175398,0.6843332600708711,0.4937647490988351,-0.2821524187593633,0.5848831085470745,1.1634216305984642,0.7541587278348733,1.7947811787981527,3 Demographics + cinical + date,all
