outcome,outcome_var,outcome_descr,brand,brand_descr,stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-0.18878452824137665,-0.23110432335192935,-0.14646473313082395,0.021592128959698163,-8.743210481640975,2.2657800742268366e-18,0.8279648905267447,0.793656664792714,0.8637561937743051,21,28,24.5,0.1720351094732553,0.13624380622569487,0.20634333520728598,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-0.10521108064133475,-0.1513696377743669,-0.059052523508302576,0.023550717001498495,-4.467425795768356,7.916645839592215e-6,0.9001345015642138,0.8595299252037332,0.9426572561905918,28,35,31.5,0.09986549843578618,0.05734274380940818,0.14047007479626683,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,0.012692464507584244,-0.037396929584124154,0.06278185859929264,0.025556282914791888,0.4966475191209395,0.6194376371364767,1.0127733557091663,0.9632936996864544,1.0647945381229704,35,42,38.5,-0.012773355709166268,-0.06479453812297042,0.0367063003135456,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,-0.21424390082167577,-0.25127108991592706,-0.17721671172742448,0.0188917701479808,-11.340594298124822,8.258172898005995e-30,0.8071514960998569,0.7778114861254107,0.8375982474900011,0,3,1.5,0.19284850390014308,0.1624017525099989,0.22218851387458927,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,-0.14683809014223154,-0.18108885938440517,-0.1125873209000579,0.01747520337737803,-8.4026541477804,4.364988112722054e-17,0.8634337645375664,0.834361214577739,0.8935193207905906,3,7,5,0.13656623546243363,0.1064806792094094,0.16563878542226096,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,-0.09729066233195899,-0.12962962515635384,-0.06495169950756413,0.016499774015992372,-5.896484535949415,3.7132754035771074e-9,0.9072922521216815,0.8784207156134101,0.9371127252904078,7,14,10.5,0.09270774787831848,0.06288727470959221,0.12157928438658994,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,-0.13620097991904262,-0.17354085063267777,-0.09886110920540747,0.01905130451792344,-7.149168173282042,8.730531883555194e-13,0.8726672262742586,0.8406828080358272,0.9058685160845508,14,21,17.5,0.12733277372574137,0.09413148391544923,0.15931719196417282,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,-0.1815504445553134,-0.22416009122812494,-0.13894079788250188,0.021740015127273256,-8.350980599252434,6.769854151394393e-17,0.8339761746850978,0.7991871812702027,0.8702795493252997,21,28,24.5,0.16602382531490223,0.12972045067470028,0.20081281872979728,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,-0.098851468155916,-0.14538309503823574,-0.052319841273596256,0.02374106220795652,-4.163734010299976,3.1308482663674564e-5,0.9058772496498474,0.8646909708303002,0.9490252808413115,28,35,31.5,0.0941227503501526,0.05097471915868845,0.13530902916969978,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,0.015452673546752279,-0.03515742058294208,0.06606276767644663,0.0258219510811935,0.5984316792392456,0.5495519331166188,1.0155726834678327,0.9654534220538692,1.0682937693792818,35,42,38.5,-0.015572683467832693,-0.06829376937928178,0.03454657794613081,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-0.4431699585321558,-0.5039873215129068,-0.3823525955514048,0.03102983700745047,-14.282058859211789,2.831119864432464e-46,0.6419980847627897,0.6041170420974318,0.6822544509059171,0,3,1.5,0.35800191523721026,0.3177455490940829,0.3958829579025682,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-0.2020390514513985,-0.251762684550201,-0.152315418352596,0.025369666734193178,-7.9638039225438755,1.6682954504166745e-15,0.8170630198224034,0.7774292121419729,0.8587173827980502,3,7,5,0.18293698017759663,0.1412826172019498,0.22257078785802709,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-0.06018974168694002,-0.10182291009920313,-0.018556573274676906,0.021241802778347075,-2.8335514793638277,0.004603389270709889,0.9415858585445339,0.9031894832433138,0.9816145398719248,7,14,10.5,0.058414141455466084,0.01838546012807518,0.09681051675668617,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-0.08369762516736874,-0.1299721196147475,-0.03742313071998998,0.023609869779437825,-3.5450269717396834,3.925729132121223e-4,0.919709311003587,0.8781199129007458,0.9632684606279976,14,21,17.5,0.080290688996413,0.03673153937200235,0.12188008709925424,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-0.10730095909301557,-0.15832250120381008,-0.05627941698222104,0.02603187737797529,-4.121906289547882,3.75750058962873e-5,0.8982552942072286,0.8535744587843394,0.9452749731059766,21,28,24.5,0.1017447057927714,0.054725026894023365,0.14642554121566065,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-0.1174371553880364,-0.1730418598429763,-0.0618324509330965,0.028370268481228596,-4.139444625479649,3.481476206763247e-5,0.8891963911927325,0.8411024056930743,0.9400403764850266,28,35,31.5,0.11080360880726747,0.059959623514973415,0.15889759430692574,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,0.04329457530606715,-0.01314954344799147,0.09973869406012578,0.028798548952573947,1.503359609449961,0.13274633620605872,1.0442454584736034,0.9869365340919299,1.104882168077866,35,42,38.5,-0.044245458473603394,-0.10488216807786599,0.01306346590807006,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-0.4466513357541424,-0.5076532596438763,-0.3856494118644085,0.03112400246683579,-14.350703648416431,1.0546175689261747e-46,0.63976693324743,0.6019064408366729,0.6800088869424231,0,3,1.5,0.36023306675257005,0.3199911130575769,0.3980935591633271,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-0.20864386008559113,-0.2586464694128598,-0.15864125075832244,0.025512004160118704,-8.178262232010406,2.8796654724933403e-16,0.8116842573362109,0.7720959343286093,0.85330242566338,3,7,5,0.18831574266378914,0.14669757433662,0.22790406567139065,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-0.07232734694674395,-0.11438962114856388,-0.03026507274492401,0.021460738326623246,-3.3702170841446693,7.510898802744884e-4,0.9302263392141666,0.891910381028476,0.9701883289775981,7,14,10.5,0.06977366078583336,0.029811671022401898,0.10808961897152403,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-0.1031429294874223,-0.14990191280040197,-0.05638394617444265,0.023857062518397563,-4.323370884738337,1.536630840322787e-5,0.901998042149871,0.8607924050007506,0.9451761694406341,14,21,17.5,0.098001957850129,0.054823830559365905,0.1392075949992494,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-0.1337500675171369,-0.18529543274909605,-0.08220470228517773,0.026299138983441758,-5.085720395688523,3.662332624269631e-7,0.8748086803881227,0.8308587846947928,0.9210833915218576,21,28,24.5,0.12519131961187735,0.07891660847814241,0.1691412153052072,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-0.15001598618439993,-0.20624250951140552,-0.09378946285739434,0.028687528837526226,-5.2293101658921435,1.701437074423175e-7,0.860694217098612,0.8136357379504041,0.9104744307484542,28,35,31.5,0.13930578290138795,0.08952556925154576,0.18636426204959589,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,7.499406807435381e-4,-0.05658317518761179,0.05808305654909886,0.029252127243455307,0.02563713313914034,0.9795467678336487,1.000750221956565,0.9449878816819405,1.0598030156361247,35,42,38.5,-7.502219565649337e-4,-0.05980301563612467,0.05501211831805952,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,-0.43740958848134737,-0.49857753358804663,-0.3762416433746481,0.031208708725866518,-14.015625969132518,1.2509043680401697e-44,0.6457069031306056,0.6073940431252656,0.686436440181766,0,3,1.5,0.35429309686939436,0.31356355981823403,0.39260595687473443,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,-0.2000622736362204,-0.2501726021825714,-0.14995194508986937,0.02556696395526394,-7.825030534962283,5.0753371113931275e-15,0.8186797693243906,0.778666371956618,0.860749338663335,3,7,5,0.18132023067560943,0.13925066133666497,0.22133362804338197,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,-0.06308444176513188,-0.1052105355082468,-0.020958348022016952,0.021493299915406706,-2.9350747448469767,0.0033346735042941535,0.9388641909922885,0.900134992257448,0.9792597518256415,7,14,10.5,0.06113580900771154,0.02074024817435849,0.09986500774255203,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,-0.09588065693850187,-0.14274513888901508,-0.04901617498798865,0.023910889342954402,-4.009915966038885,6.074036103583695e-5,0.9085724414154224,0.8669749989524824,0.952165728304728,14,21,17.5,0.09142755858457763,0.04783427169527199,0.13302500104751758,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,-0.12550973611153063,-0.17726035821123443,-0.07375911401182683,0.02640386379949128,-4.753460973160633,1.9996371769337256e-6,0.8820471766755399,0.83756169006946,0.9288954247856895,21,28,24.5,0.11795282332446011,0.07110457521431046,0.16243830993053998,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,-0.14348040948360044,-0.20001393797692107,-0.0869468809902798,0.028844167004725547,-4.974330146545539,6.547364267458828e-7,0.866337772025331,0.8187193417071668,0.9167257899059899,28,35,31.5,0.13366222797466898,0.08327421009401015,0.18128065829283324,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,0.0028967544639743837,-0.05498931694943533,0.060782825877384095,0.029534252603623166,0.0980811840018941,0.9218678284697006,1.0029009541113234,0.9464952593561884,1.0626681051118636,35,42,38.5,-0.002900954111323406,-0.0626681051118636,0.05350474064381161,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-0.033798603294753524,-0.07844980066618513,0.010852594076678088,0.02278164176670315,-1.4835894463125294,0.13791787090809038,0.9667661885576178,0.9245484704839518,1.0109116970892729,0,3,1.5,0.033233811442382244,-0.010911697089272865,0.07545152951604817,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-0.050778197494133544,-0.09285577450543053,-0.008700620482836548,0.021468546025947194,-2.3652369113754736,0.018018540356780365,0.9504894680996726,0.9113249271066898,0.9913371203799334,3,7,5,0.04951053190032739,0.008662879620066621,0.08867507289331023,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-0.048984429553444245,-0.08847440556518943,-0.00949445354169906,0.020148317174824175,-2.431192100482293,0.015049233164918307,0.9521959556993197,0.9153265377015959,0.990550476474577,7,14,10.5,0.047804044300680304,0.009449523525423054,0.08467346229840411,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-0.09007443504137885,-0.13594384150302646,-0.04420502857973124,0.023403188437879294,-3.84881039950901,1.1869282904239842e-4,0.9138631592974246,0.8728916513954555,0.9567577746745053,14,21,17.5,0.08613684070257543,0.04324222532549471,0.12710834860454445,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-0.14933667223181862,-0.20097950822216315,-0.0976938362414741,0.026348869876026627,-5.66766897155205,1.4475327925862496e-8,0.8612790973253506,0.817929192205424,0.9069265292872274,21,28,24.5,0.13872090267464943,0.09307347071277261,0.18207080779457596,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,6.620466455822508e-4,-0.05421858171627356,0.05554267500743807,0.02800083511469967,0.02364381786722834,0.981136720305272,1.0006622658468338,0.9472250377974473,1.0571141284631467,28,35,31.5,-6.622658468338205e-4,-0.057114128463146674,0.05277496220255273,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,0.10309243329573424,0.045548812892836375,0.1606360536986321,0.029359529489722574,3.5113789317305706,4.457884647046425e-4,1.1085938753258149,1.0466020910428129,1.174257524352333,35,42,38.5,-0.10859387532581488,-0.174257524352333,-0.046602091042812877,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-0.059292285191218715,-0.10394585255958536,-0.01463871782285208,0.02278285097103227,-2.6024962927864967,0.009254781575074353,0.9424312701929085,0.9012740977854925,0.985467907287855,0,3,1.5,0.05756872980709149,0.01453209271214495,0.0987259022145075,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-0.0830659239766525,-0.1252010329951227,-0.04093081495818231,0.021497899630210843,-3.8639088192560243,1.1158688909751658e-4,0.9202904760124488,0.8823195094206193,0.9598955380634898,3,7,5,0.07970952398755116,0.04010446193651018,0.11768049057938068,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-0.09271481386776827,-0.13235043866877638,-0.05307918906676014,0.02022262914709091,-4.584706231489469,4.546251693528384e-6,0.9114533971039259,0.8760339451118968,0.9483049141276993,7,14,10.5,0.08854660289607408,0.05169508587230065,0.1239660548881032,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-0.14807724914557932,-0.194236613555821,-0.10191788473533764,0.023551128885194252,-6.287479885461888,3.226608016906067e-10,0.8623644954484777,0.8234630386978947,0.9031037072241199,14,21,17.5,0.1376355045515223,0.09689629277588008,0.17653696130210528,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-0.2200749951053138,-0.2721472580812919,-0.16800273212933572,0.026567969302863453,-8.283470693471273,1.1963642622275576e-16,0.8024586152374421,0.7617420801531029,0.845351525071803,21,28,24.5,0.1975413847625579,0.154648474928197,0.23825791984689715,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-0.08006657751836557,-0.13549334048616762,-0.024639814550563535,0.028279480339945675,-2.831260566173451,0.004636493267838697,0.9230548896369724,0.8732849785625089,0.9756612677401454,28,35,31.5,0.07694511036302765,0.024338732259854612,0.12671502143749114,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,0.005840354652062873,-0.05247351920469027,0.06415422850881601,0.029752523167122232,0.1962977936108863,0.8443770882407549,1.0058574427739941,0.9488794478055426,1.0662568332823459,35,42,38.5,-0.005857442773994137,-0.06625683328234588,0.051120552194457436,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,-0.05069723946146373,-0.09542981622965119,-0.005964662693276286,0.02282316263004439,-2.221306498281966,0.02633020903304922,0.9505664209720178,0.9089821552098413,0.9940530905922549,0,3,1.5,0.04943357902798218,0.005946909407745116,0.09101784479015873,0,NA,NA,NA,NA,NA
