term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
"tt(tte_vax1)(14,21]",-0.8877550347538898,0.09459167187943056,-9.104021935196338,8.704719055142063e-20,-1.0788758281347774,-0.6966342413730022,2 Demographics + cinical,all,0.0975124006810452
"tt(tte_vax1)(21, Inf]",-1.5430385490722986,0.08836677592932496,-17.030498836050572,4.8786571300165064e-65,-1.7206199582872028,-1.3654571398573945,2 Demographics + cinical,all,0.09060442468108787
age,-0.029942282345614964,0.13911874497684537,-0.21953151338933447,0.8262360343877507,-0.29726515597905456,0.23738059128782463,2 Demographics + cinical,all,0.13639172747154968
I(age * age),5.162456839827914e-4,7.914435275697122e-4,0.6660182703378701,0.5053994224401742,-0.0010029663149121052,0.002035457682877688,2 Demographics + cinical,all,7.75122405757579e-4
sexMale,0.10386300787983462,0.043055514013818304,2.4121648043349104,0.015858111590906367,0.01947086584847621,0.18825514991119302,2 Demographics + cinical,all,0.04305800652309577
imd2,0.02684833774333712,0.06914057204941673,0.38917708589864436,0.6971451527658741,-0.10836459469383297,0.1620612701805072,2 Demographics + cinical,all,0.06898745767968824
imd3,-0.11924445114616626,0.06808786388349121,-1.743207672171206,0.08129734579967351,-0.25331615891442916,0.014827256622096649,2 Demographics + cinical,all,0.06840518949623742
imd4,-0.17723884121536593,0.0696286516509024,-2.5441602310976177,0.010954082311029316,-0.3137796695789399,-0.040698012851791976,2 Demographics + cinical,all,0.06966496805073492
imd5 least deprived,-0.179615004823342,0.07058114389616857,-2.5466418120203502,0.01087650089007147,-0.3178515400420315,-0.041378469604652524,2 Demographics + cinical,all,0.07053014050721425
ethnicityBlack,-0.3023542723470748,0.19234271812771694,-1.5675483663004657,0.11698657024980197,-0.6803990568730355,0.0756905121788859,2 Demographics + cinical,all,0.19288353638532638
ethnicitySouth Asian,0.3149151915925554,0.10278037369576107,3.0544249365904066,0.0022549243553915644,0.11284035049499275,0.516990032690118,2 Demographics + cinical,all,0.10310130323388758
ethnicityMixed,-0.9265290582320906,0.5009768732118522,-1.8491046264662927,0.06444270647720968,-1.9086063072815862,0.05554819081740481,2 Demographics + cinical,all,0.5010690282045975
ethnicityOther,0.09242669997808614,0.2370301673167139,0.3894690038504335,0.6969292355221274,-0.37270146523144976,0.557554865187622,2 Demographics + cinical,all,0.23731464908457892
bmiObese I (30-34.9),0.07187788225844076,0.06256967074723488,1.1484041209835785,0.2508017732613337,-0.05079501479708004,0.19455077931396156,2 Demographics + cinical,all,0.06258936287765948
bmiObese II (35-39.9),0.22174262269345735,0.10506656864834435,2.12113410409857,0.03391051868966246,0.016848668333448613,0.4266365770534661,2 Demographics + cinical,all,0.10453965275698235
bmiObese III (40+),0.6874872447754964,0.1508989292114333,4.555077448300703,5.236628092276616e-6,0.3916744392010667,0.9833000503499261,2 Demographics + cinical,all,0.15092767413471034
chronic_cardiac_disease,0.12943032359293344,0.1108791206961126,1.1678026063113731,0.24288639657546676,-0.08779711825255562,0.3466577654384225,2 Demographics + cinical,all,0.11083236404288623
heart_failure,0.3057382643176784,0.07965557075005424,3.841924254149703,1.2207351184274822e-4,0.1497653853336131,0.46171114330174373,2 Demographics + cinical,all,0.0795794617729507
other_heart_disease,-0.02045158242936441,0.0982640239154202,-0.20862810001172874,0.8347385726088768,-0.21258468907297062,0.17168152421424182,2 Demographics + cinical,all,0.09802889653030755
dialysis,1.0124976249669593,0.3030332378497154,3.337639041662928,8.449343539540069e-4,0.41792797420602623,1.6070672757278923,2 Demographics + cinical,all,0.30335743689721995
diabetes,0.2084969290333464,0.045850947265498716,4.5402606103344105,5.6184738168907665e-6,0.11849185953085727,0.29850199853583553,2 Demographics + cinical,all,0.04592179765160874
chronic_liver_disease,0.3635891076723786,0.21977015612159786,1.6554892955584408,0.09782528600806463,-0.06687067127081986,0.794048886615577,2 Demographics + cinical,all,0.2196263718816317
current_copd,0.2869693830615653,0.06372765135254059,4.556092656725317,5.211395502499442e-6,0.16351937933170124,0.4104193867914293,2 Demographics + cinical,all,0.06298585316037536
other_resp_conditions,0.04972778123972035,0.0864801471895927,0.5830058306824931,0.5598893751053942,-0.11744835171051426,0.21690391418995497,2 Demographics + cinical,all,0.08529551270783477
lung_cancer,0.5459074265562922,0.1854017675459276,2.9479383645889645,0.0031990083928534353,0.18295584391950154,0.9088590091930828,2 Demographics + cinical,all,0.18518278167339122
haematological_cancer,0.5183907247801012,0.11997708121358708,4.3539981409258814,1.3367684026521596e-5,0.2850357444602073,0.751745705099995,2 Demographics + cinical,all,0.11906085119959765
cancer_excl_lung_and_haem,0.1294198608061284,0.05357310838936488,2.388661632793948,0.016909868284505972,0.023227228671998196,0.23561249294025863,2 Demographics + cinical,all,0.05418090994108268
chemo_or_radio,0.1683125111278123,0.10721246497374577,1.5734264914681955,0.11562009687981774,-0.04134867212211854,0.3779736943777431,2 Demographics + cinical,all,0.10697195708886059
permanant_immunosuppression,-0.4776295984155779,1.000740171540079,-0.47677522687374146,0.6335221881318018,-2.4411057986854536,1.4858466018542977,2 Demographics + cinical,all,1.0017919797289776
asplenia,0.24864510933338643,0.35482070114438163,0.7017666331488986,0.48282471061883203,-0.44579580051542944,0.9430860191822024,2 Demographics + cinical,all,0.3543130972438664
dmards,0.3723830254780515,0.10331095153008969,3.623892954777033,2.9020175130509346e-4,0.17098156922671806,0.573784481729385,2 Demographics + cinical,all,0.10275773322365232
dementia,0.9298218949825121,0.05193420930165152,17.68319846264063,5.6498186502106745e-70,0.8267626305596908,1.0328811594053333,2 Demographics + cinical,all,0.05258222356927967
other_neuro_conditions,0.5167387438677435,0.10450958194534213,4.920536934177304,8.630711070882175e-7,0.3109097172908747,0.7225677704446124,2 Demographics + cinical,all,0.10501673918522074
LD_incl_DS_and_CP,1.1725229634432783,0.35713289853481633,3.279041319508857,0.0010416038368226024,0.4716770284676206,1.873368898418936,2 Demographics + cinical,all,0.35758102725552166
psychosis_schiz_bipolar,0.6744007526127864,0.1534266906520034,4.38582722191486,1.1554581297459108e-5,0.3730206207956768,0.9757808844298961,2 Demographics + cinical,all,0.1537681989028154
flu_vaccine,0.05000294419100195,0.07012843521765434,0.6965145087185258,0.48610667434086485,-0.09070334190724685,0.19070923028925077,2 Demographics + cinical,all,0.07179024064121692
