term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
chronic_cardiac_disease,0.28958713987157797,0.10867533061089098,2.674105231410169,0.007492893560561265,0.07733656802891845,0.5018377117142375,2 Demographics + cinical,all,0.10829309799407796
heart_failure,0.22599181726711265,0.08107410922069604,2.8039487979188285,0.005048092106212064,0.06802323275763178,0.3839604017765935,2 Demographics + cinical,all,0.0805976975880766
other_heart_disease,-0.2319890726766452,0.09607559366600904,-2.422455818125153,0.015416000231337672,-0.419687120191491,-0.04429102516179942,2 Demographics + cinical,all,0.09576606968055744
dialysis,0.8846266167856458,0.31742202500730166,2.7883155256255763,0.005298291282812953,0.26280448341127305,1.5064487501600186,2 Demographics + cinical,all,0.31726202026120204
diabetes,0.16201048941229823,0.04541563295274744,3.570605311630036,3.5615722248244074e-4,0.07308026704032379,0.2509407117842727,2 Demographics + cinical,all,0.04537339618148329
chronic_liver_disease,0.13089592473023362,0.23103209185282367,0.5642660423377874,0.5725730879653302,-0.3237677958286299,0.5855596452890972,2 Demographics + cinical,all,0.23197554860456268
current_copd,0.22639950103192077,0.06334887227393077,3.5861491934450798,3.355970055663342e-4,0.10266374877948202,0.3501352532843595,2 Demographics + cinical,all,0.06313164590188933
other_resp_conditions,0.13326117391707762,0.08303559005001455,1.6227214837582231,0.10464895666851512,-0.02769503700957579,0.29421738484373106,2 Demographics + cinical,all,0.08212202479038161
lung_cancer,0.36177235698053367,0.20688653009562266,1.7349675936935882,0.08274654531416202,-0.04691584726107262,0.77046056122214,2 Demographics + cinical,all,0.20851822149043903
haematological_cancer,0.17582599275755875,0.1400350810227612,1.2645053396541108,0.2060487053909968,-0.09670161352766252,0.44835359904278005,2 Demographics + cinical,all,0.13904725211018382
cancer_excl_lung_and_haem,0.02880024278751897,0.054408832709509976,0.5302741261187256,0.595921883244297,-0.07764930062638754,0.13524978620142547,2 Demographics + cinical,all,0.05431198953326029
chemo_or_radio,-0.07633589533681787,0.12458743934087786,-0.6154700208844652,0.5382443617300487,-0.3194275172045669,0.16675572653093118,2 Demographics + cinical,all,0.12402861674256507
permanant_immunosuppression,-12.255107648475978,339.108086289196,-305.1181712218281,0,-12.33382983510121,-12.176385461850746,2 Demographics + cinical,all,0.040165118974727416
asplenia,0.4637675320089907,0.3344131799238866,1.3889364661057524,0.1648520705306675,-0.19066676510841274,1.1182018291263942,2 Demographics + cinical,all,0.3339011850623266
dmards,0.18444937645078946,0.1103074541114859,1.6693165138306336,0.09505466918314012,-0.03211478727681885,0.40101354017839774,2 Demographics + cinical,all,0.11049395062145981
dementia,0.9062342733453769,0.05054536556873498,17.72111348086893,2.8815187715130568e-70,0.8060043109770262,1.0064642357137275,2 Demographics + cinical,all,0.05113867558738419
other_neuro_conditions,0.5322272047920928,0.10077384237396327,5.235972113577121,1.6411873306400589e-7,0.3330003696682009,0.7314540399159848,2 Demographics + cinical,all,0.10164821226071902
LD_incl_DS_and_CP,1.42152231849434,0.2930741143559138,4.8099871567563195,1.5093999395739705e-6,0.842283236004222,2.000761400984458,2 Demographics + cinical,all,0.29553557466314795
psychosis_schiz_bipolar,0.3391602563248061,0.18121766343565004,1.8742637892601373,0.06089407584843767,-0.015508009259302902,0.6938285219089151,2 Demographics + cinical,all,0.18095652184513958
flu_vaccine,0.17707060721735973,0.0710466658878192,2.481831609344925,0.013070902740834037,0.037233556403800744,0.3169076580309187,2 Demographics + cinical,all,0.07134674510173444
